"  _Vind,_kias ","   _Vind,_keas ","   Vtrue,_ktas ","   Vtrue,_ktgs ","   _Vind,__mph ","   Vtrue,mphas ","   Vtrue,mphgs ","   SLprs,_inHG ","   SLtmp,_degC ","   _wind,speed ","   _wind,__dir ","   __trb,_locl ","   _prec,_locl ","   _hail,_locl ","   AMprs,_inHG ","   AMtmp,_degC ","   LEtmp,_degC ","   _dens,ratio ","   ____A,_ktas ","   ____Q,__psf ","   gravi,_fts2 ","   baro_,_inHG ","   edens,_part ","   vacum,ratio ","   vacum,ratio ","   _elec,ratio ","   _elec,ratio ","   _AHRS,ratio ","   _AHRS,ratio ","   __lat,__deg ","   __lon,__deg ","   __alt,ftmsl ","   __alt,ftagl ","   ___on,runwy ","   __alt,__ind ","   __lat,orign ","   __lon,orign ", 
417.5881,412.81616,438.64307,399.63626,480.55182,504.78146,504.78146,29.91262,15.068,0,0,0,0,0,25.75931,6.9935,32.34187,0.88571,652.16388,577.44507,32.13407,29.86,0.92893,1.91647,1.91647,1,1,1,1,-36.73399,-73.04387,4077.73853,4073.22168,0,3753.54932,-36.5,-73, 
417.31961,412.41074,438.4321,398.38089,480.24286,504.53867,504.53876,29.91262,15.068,0,0,0,0,0,25.72743,6.92745,32.25173,0.88482,652.08704,576.31146,32.13397,29.86,0.92786,1.91647,1.91647,1,1,1,1,-36.7338,-73.04379,4111.3833,4106.8667,0,3783.36694,-36.5,-73, 
417.08939,412.06638,438.25095,397.33661,479.97791,504.3302,504.3302,29.91262,15.068,0,0,0,0,0,25.70062,6.8719,32.17524,0.88407,652.02228,575.34937,32.13388,29.86,0.92697,1.91647,1.91647,1,1,1,1,-36.73364,-73.04372,4139.29004,4134.77393,0,3808.15259,-36.5,-73, 
416.79987,411.63861,438.02213,396.05768,479.64474,504.06689,504.06689,29.91262,15.068,0,0,0,0,0,25.66786,6.80399,32.08093,0.88316,651.94324,574.15546,32.13378,29.86,0.92586,1.91647,1.91647,1,1,1,1,-36.73345,-73.04365,4173.38086,4168.86426,0,3838.45996,-36.5,-73, 
416.51334,411.22137,437.79501,394.827,479.315,503.80554,503.8056,29.91262,15.068,0,0,0,0,0,25.63647,6.73891,31.98964,0.88229,651.86749,572.99207,32.13368,29.86,0.9248,1.91647,1.91647,1,1,1,1,-36.73327,-73.04357,4206.10889,4201.59229,0,3867.58423,-36.5,-73, 
416.19217,410.76212,437.5408,393.48828,478.9454,503.51297,503.51297,29.91262,15.068,0,0,0,0,0,25.60254,6.6685,31.89004,0.88134,651.78546,571.71295,32.13356,29.86,0.92364,1.91647,1.91647,1,1,1,1,-36.73308,-73.0435,4241.63867,4237.12158,0,3899.32349,-36.5,-73, 
415.88428,410.32703,437.29611,392.23575,478.59109,503.23141,503.23141,29.91262,15.068,0,0,0,0,0,25.57092,6.60279,31.7962,0.88046,651.70892,570.5025,32.13346,29.86,0.92256,1.91647,1.91647,1,1,1,1,-36.73291,-73.04342,4274.82031,4270.30225,0,3928.96631,-36.5,-73, 
415.55194,409.86865,437.03223,390.91843,478.20865,502.92773,502.9277,29.91262,15.068,0,0,0,0,0,25.53845,6.53497,31.6985,0.87955,651.62994,569.22858,32.13336,29.86,0.92144,1.91647,1.91647,1,1,1,1,-36.73272,-73.04334,4309.66992,4305.15137,0,3960.1936,-36.5,-73, 
415.21423,409.40036,436.76315,389.60712,477.82001,502.61807,502.61807,29.91262,15.068,0,0,0,0,0,25.50519,6.46548,31.59776,0.87863,651.54895,567.92865,32.13326,29.86,0.92029,1.91647,1.91647,1,1,1,1,-36.73255,-73.04327,4344.23193,4339.71436,0,3991.21069,-36.5,-73, 
414.86877,408.93051,436.48892,388.30432,477.42249,502.30249,502.30249,29.91262,15.068,0,0,0,0,0,25.47243,6.39699,31.49779,0.87771,651.46918,566.62579,32.13315,29.86,0.91915,1.91647,1.91647,1,1,1,1,-36.73237,-73.0432,4378.78271,4374.2666,0,4022.27588,-36.5,-73, 
414.51788,408.45938,436.21124,387.01736,477.01868,501.98297,501.983,29.91262,15.068,0,0,0,0,0,25.43995,6.32905,31.39801,0.87681,651.39001,565.32092,32.13304,29.86,0.91801,1.91647,1.91647,1,1,1,1,-36.7322,-73.04312,4413.14258,4408.63184,0,4053.22485,-36.5,-73, 
414.14902,407.97034,435.91974,385.69583,476.59421,501.64752,501.64749,29.91262,15.068,0,0,0,0,0,25.40669,6.25948,31.29525,0.87588,651.30896,563.96802,32.13293,29.86,0.91685,1.91647,1.91647,1,1,1,1,-36.73202,-73.04305,4448.52734,4444.02246,0,4085.1814,-36.5,-73, 
413.77036,407.46927,435.6199,384.36349,476.15845,501.30246,501.30243,29.91262,15.068,0,0,0,0,0,25.37277,6.18846,31.18973,0.87493,651.22614,562.58344,32.13283,29.86,0.91565,1.91647,1.91647,1,1,1,1,-36.73185,-73.04298,4484.15332,4479.65332,0,4117.41943,-36.5,-73, 
413.38538,406.96542,435.31454,383.03342,475.71542,500.95105,500.95105,29.91262,15.068,0,0,0,0,0,25.33921,6.1182,31.08456,0.87399,651.14423,561.19318,32.13271,29.86,0.91447,1.91647,1.91647,1,1,1,1,-36.73168,-73.04291,4519.72119,4515.22656,0,4149.66406,-36.5,-73, 
412.98013,406.43921,434.99323,381.66144,475.24905,500.5813,500.5813,29.91262,15.068,0,0,0,0,0,25.30448,6.04543,30.97505,0.87302,651.05939,559.74274,32.1326,29.86,0.91324,1.91647,1.91647,1,1,1,1,-36.7315,-73.04283,4556.45947,4551.96973,0,4183.05225,-36.5,-73, 
412.57077,405.91068,434.66788,380.29727,474.77798,500.20691,500.20688,29.91262,15.068,0,0,0,0,0,25.26996,5.97309,30.86547,0.87206,650.97504,558.2879,32.13249,29.86,0.91201,1.91647,1.91647,1,1,1,1,-36.73133,-73.04276,4592.94531,4588.45996,0,4216.26318,-36.5,-73, 
412.14789,405.37103,434.33124,378.91037,474.29132,499.81949,499.81952,29.91262,15.068,0,0,0,0,0,25.23528,5.89999,30.75406,0.87109,650.88977,556.80444,32.13238,29.86,0.91077,1.91647,1.91647,1,1,1,1,-36.73116,-73.04269,4629.99316,4625.5127,0,4250.05664,-36.5,-73, 
411.71744,404.82434,433.9881,377.51987,473.79599,499.42459,499.42456,29.91262,15.068,0,0,0,0,0,25.20044,5.82645,30.64132,0.87012,650.80402,555.30371,32.13226,29.86,0.90952,1.91647,1.91647,1,1,1,1,-36.73098,-73.04262,4667.10352,4662.62744,0,4283.96338,-36.5,-73, 
411.25974,404.24881,433.62296,376.06509,473.26926,499.00439,499.00439,29.91262,15.068,0,0,0,0,0,25.16428,5.75011,30.52355,0.86911,650.71497,553.72583,32.13215,29.86,0.90822,1.91647,1.91647,1,1,1,1,-36.73081,-73.04254,4705.91846,4701.44678,0,4319.51807,-36.5,-73, 
410.81415,403.68689,433.2666,374.66907,472.7565,498.59433,498.5943,29.91262,15.068,0,0,0,0,0,25.12895,5.67547,30.40794,0.86812,650.62787,552.18756,32.13203,29.86,0.90694,1.91647,1.91647,1,1,1,1,-36.73064,-73.04247,4743.17383,4738.70557,0,4353.6665,-36.5,-73, 
410.35767,403.11783,432.90137,373.26093,472.23117,498.17401,498.17401,29.91262,15.068,0,0,0,0,0,25.09375,5.60109,30.29198,0.86713,650.54108,550.63177,32.13192,29.86,0.90567,1.91647,1.91647,1,1,1,1,-36.73047,-73.0424,4780.78271,4776.31787,0,4388.20166,-36.5,-73, 
409.89246,402.54062,432.52899,371.84738,471.69583,497.74551,497.74551,29.91262,15.068,0,0,0,0,0,25.05831,5.52617,30.17469,0.86614,650.45374,549.05615,32.1318,29.86,0.90438,1.91647,1.91647,1,1,1,1,-36.73031,-73.04234,4818.5835,4814.12256,0,4422.9707,-36.5,-73, 
409.40784,401.94391,432.14111,370.39786,471.13815,497.29913,497.2991,29.91262,15.068,0,0,0,0,0,25.02205,5.44949,30.05401,0.86513,650.3642,547.4295,32.13168,29.86,0.90306,1.91647,1.91647,1,1,1,1,-36.73014,-73.04227,4857.41357,4852.95557,0,4458.76074,-36.5,-73, 
408.90891,401.33322,431.74167,368.92807,470.56396,496.83948,496.83948,29.91262,15.068,0,0,0,0,0,24.98528,5.37167,29.93097,0.8641,650.27338,545.76733,32.13156,29.86,0.90171,1.91647,1.91647,1,1,1,1,-36.72997,-73.0422,4896.87012,4892.41553,0,4495.19385,-36.5,-73, 
408.39017,400.70145,431.32645,367.42398,469.96704,496.3616,496.3616,29.91262,15.068,0,0,0,0,0,24.94747,5.29149,29.80367,0.86304,650.17975,544.05035,32.13144,29.86,0.90033,1.91647,1.91647,1,1,1,1,-36.7298,-73.04213,4937.3457,4932.896,0,4532.64014,-36.5,-73, 
407.87271,400.07498,430.91199,365.94547,469.37155,495.88467,495.88464,29.91262,15.068,0,0,0,0,0,24.9103,5.21227,29.67733,0.862,650.08728,542.35059,32.13131,29.86,0.89896,1.91647,1.91647,1,1,1,1,-36.72963,-73.04206,4977.24072,4972.7959,0,4569.58838,-36.5,-73, 
407.35977,399.45694,430.50079,364.50043,468.78128,495.4115,495.4115,29.91262,15.068,0,0,0,0,0,24.87392,5.13472,29.55312,0.86098,649.99664,540.67615,32.13119,29.86,0.89762,1.91647,1.91647,1,1,1,1,-36.72947,-73.04199,5016.34912,5011.90771,0,4605.8457,-36.5,-73, 
406.81989,398.81073,430.06827,363.00192,468.15997,494.91373,494.91373,29.91262,15.068,0,0,0,0,0,24.83623,5.0543,29.42382,0.85992,649.90277,538.92822,32.13107,29.86,0.89623,1.91647,1.91647,1,1,1,1,-36.7293,-73.04192,5057.02979,5052.59277,0,4643.646,-36.5,-73, 
406.28555,398.17212,429.63974,361.53909,467.54507,494.42062,494.42065,29.91262,15.068,0,0,0,0,0,24.7991,4.97507,29.29598,0.85888,649.81018,537.20374,32.13094,29.86,0.89485,1.91647,1.91647,1,1,1,1,-36.72914,-73.04185,5096.88135,5092.44775,0,4680.71143,-36.5,-73, 
405.73816,397.5224,429.20087,360.06158,466.91516,493.91556,493.91559,29.91262,15.068,0,0,0,0,0,24.7617,4.89522,29.16666,0.85783,649.71698,535.4519,32.13083,29.86,0.89346,1.91647,1.91647,1,1,1,1,-36.72897,-73.04179,5137.27686,5132.84717,0,4718.34717,-36.5,-73, 
405.17435,396.85693,428.74878,358.56131,466.26633,493.39529,493.39532,29.91262,15.068,0,0,0,0,0,24.72371,4.81409,29.03471,0.85677,649.62213,533.66071,32.1307,29.86,0.89205,1.91647,1.91647,1,1,1,1,-36.72881,-73.04173,5178.45459,5174.02881,0,4756.78027,-36.5,-73, 
404.6015,396.18118,428.28943,357.05826,465.60712,492.86667,492.86667,29.91262,15.068,0,0,0,0,0,24.68516,4.73169,28.90033,0.85568,649.52582,531.84491,32.13057,29.86,0.89062,1.91647,1.91647,1,1,1,1,-36.72865,-73.04166,5219.88086,5215.45752,0,4795.50146,-36.5,-73, 
404.0123,395.49051,427.81689,355.53369,464.92908,492.32291,492.32291,29.91262,15.068,0,0,0,0,0,24.64612,4.64812,28.76351,0.85459,649.4281,529.99213,32.13044,29.86,0.88916,1.91647,1.91647,1,1,1,1,-36.72848,-73.04159,5262.07715,5257.65771,0,4835.00928,-36.5,-73, 
403.41998,394.80048,427.34164,354.02179,464.24744,491.776,491.776,29.91262,15.068,0,0,0,0,0,24.60748,4.56495,28.62693,0.8535,649.33093,528.14435,32.13031,29.86,0.88771,1.91647,1.91647,1,1,1,1,-36.72832,-73.04153,5304.11084,5299.69385,0,4874.41357,-36.5,-73, 
402.81787,394.10147,426.85837,352.50562,463.55453,491.21988,491.21991,29.91262,15.068,0,0,0,0,0,24.56855,4.48112,28.48881,0.85241,649.23291,526.27576,32.13018,29.86,0.88625,1.91647,1.91647,1,1,1,1,-36.72816,-73.04146,5346.45605,5342.04199,0,4914.16895,-36.5,-73, 
402.2149,393.4035,426.37415,351.00702,462.86066,490.6626,490.66266,29.91262,15.068,0,0,0,0,0,24.52988,4.39781,28.35116,0.85132,649.13556,524.41327,32.13005,29.86,0.8848,1.91647,1.91647,1,1,1,1,-36.728,-73.0414,5388.51318,5384.10156,0,4953.70117,-36.5,-73, 
401.59406,392.6875,425.87567,349.48477,462.14621,490.08902,490.08902,29.91262,15.068,0,0,0,0,0,24.49041,4.31273,28.2101,0.85021,649.03601,522.50623,32.12992,29.86,0.88331,1.91647,1.91647,1,1,1,1,-36.72784,-73.04133,5431.43945,5427.03027,0,4994.11914,-36.5,-73, 
400.95724,391.95627,425.36432,347.94424,461.41336,489.50052,489.50055,29.91262,15.068,0,0,0,0,0,24.45038,4.22639,28.06659,0.84909,648.93506,520.56207,32.12978,29.86,0.88181,1.91647,1.91647,1,1,1,1,-36.72767,-73.04127,5475.10547,5470.69824,0,5035.29883,-36.5,-73, 
400.32489,391.23178,424.85611,346.43393,460.68567,488.91568,488.91568,29.91262,15.068,0,0,0,0,0,24.41089,4.1412,27.92458,0.84798,648.83539,518.63947,32.12965,29.86,0.88032,1.91647,1.91647,1,1,1,1,-36.72752,-73.0412,5518.14014,5513.73486,0,5075.92041,-36.5,-73, 
399.68454,390.50003,424.34128,344.92429,459.94876,488.32324,488.32324,29.91262,15.068,0,0,0,0,0,24.37117,4.05544,27.78124,0.84686,648.73499,516.70117,32.12952,29.86,0.87881,1.91647,1.91647,1,1,1,1,-36.72736,-73.04114,5561.39258,5556.98926,0,5116.80566,-36.5,-73, 
399.02802,389.75327,423.81342,343.39725,459.19327,487.71579,487.71579,29.91262,15.068,0,0,0,0,0,24.3309,3.96817,27.63497,0.84573,648.63293,514.72681,32.12938,29.86,0.87729,1.91647,1.91647,1,1,1,1,-36.7272,-73.04108,5605.39014,5600.98828,0,5158.45996,-36.5,-73, 
398.37259,389.01093,423.28604,341.89178,458.439,487.10889,487.10892,29.91262,15.068,0,0,0,0,0,24.29116,3.88176,27.48979,0.84461,648.5318,512.76794,32.12925,29.86,0.87578,1.91647,1.91647,1,1,1,1,-36.72704,-73.04102,5649.01465,5644.61426,0,5199.80615,-36.5,-73, 
397.69498,388.24603,422.74097,340.35587,457.65921,486.48163,486.4816,29.91262,15.068,0,0,0,0,0,24.25039,3.79309,27.3404,0.84346,648.42798,510.75345,32.12912,29.86,0.87423,1.91647,1.91647,1,1,1,1,-36.72688,-73.04095,5693.77783,5689.37842,0,5242.30566,-36.5,-73, 
396.99811,387.4635,422.18024,338.79767,456.85727,485.83636,485.8364,29.91262,15.068,0,0,0,0,0,24.20908,3.70316,27.18848,0.8423,648.32263,508.69669,32.12897,29.86,0.87266,1.91647,1.91647,1,1,1,1,-36.72672,-73.04089,5739.47461,5735.07617,0,5285.75977,-36.5,-73, 
396.30688,386.68579,421.62326,337.26859,456.06183,485.1954,485.19537,29.91262,15.068,0,0,0,0,0,24.16791,3.61351,27.03671,0.84114,648.21765,506.65662,32.12883,29.86,0.8711,1.91647,1.91647,1,1,1,1,-36.72656,-73.04082,5784.52441,5780.12695,0,5328.63428,-36.5,-73, 
395.60876,385.89993,421.05505,335.70654,455.25845,484.5415,484.5415,29.91262,15.068,0,0,0,0,0,24.12701,3.5244,26.88502,0.83999,648.11334,504.59937,32.1287,29.86,0.86953,1.91647,1.91647,1,1,1,1,-36.72641,-73.04076,5829.72559,5825.3291,0,5371.70459,-36.5,-73, 
394.91458,385.11526,420.48715,334.22409,454.45959,483.888,483.88794,29.91262,15.068,0,0,0,0,0,24.08619,3.43542,26.73269,0.83883,648.00909,502.54938,32.12856,29.86,0.86797,1.91647,1.91647,1,1,1,1,-36.72625,-73.0407,5874.46533,5870.06934,0,5414.37109,-36.5,-73, 
394.21692,384.35437,419.94498,333.0845,453.65674,483.26407,483.2641,29.91262,15.068,0,0,0,0,0,24.04534,3.34619,26.58294,0.83768,647.90454,500.56546,32.12842,29.86,0.86642,1.91647,1.91647,1,1,1,1,-36.7261,-73.04065,5919.35938,5914.96338,0,5457.27734,-36.5,-73, 
393.52048,383.62173,419.43069,332.28214,452.85529,482.67227,482.67227,29.91262,15.068,0,0,0,0,0,24.0048,3.25719,26.4368,0.83654,647.80029,498.65903,32.12828,29.86,0.86491,1.91647,1.91647,1,1,1,1,-36.72595,-73.04059,5964.28711,5959.8916,0,5500.37451,-36.5,-73, 
392.83102,382.90637,418.9332,331.80035,452.06189,482.09976,482.09979,29.91262,15.068,0,0,0,0,0,23.96452,3.16868,26.29338,0.8354,647.69653,496.80099,32.12815,29.86,0.86342,1.91647,1.91647,1,1,1,1,-36.7258,-73.04053,6009.02637,6004.63135,0,5543.49609,-36.5,-73, 
392.159,382.21582,418.45956,331.95395,451.28851,481.55469,481.55466,29.91262,15.068,0,0,0,0,0,23.92466,3.08106,26.15294,0.83428,647.59381,495.01071,32.12801,29.86,0.86196,1.91647,1.91647,1,1,1,1,-36.72565,-73.04047,6052.96729,6048.57178,0,5586.12158,-36.5,-73, 
391.47949,381.51987,417.97998,333.05896,450.50656,481.00278,481.00284,29.91262,15.068,0,0,0,0,0,23.88476,2.9933,26.01278,0.83315,647.49097,493.20969,32.12788,29.86,0.8605,1.91647,1.91647,1,1,1,1,-36.72549,-73.04041,6097.42188,6093.02588,0,5629.71729,-36.5,-73, 
390.77856,380.75351,417.42776,335.23914,449.69995,480.36734,480.3674,29.91262,15.068,0,0,0,0,0,23.84417,2.90398,25.8637,0.832,647.38629,491.23026,32.12773,29.86,0.85897,1.91647,1.91647,1,1,1,1,-36.72533,-73.04035,6142.44141,6138.04541,0,5674.58643,-36.5,-73, 
390.04709,379.87421,416.74799,338.4118,448.85818,479.58505,479.58499,29.91262,15.068,0,0,0,0,0,23.80403,2.81562,25.70231,0.83087,647.28265,488.96405,32.1276,29.86,0.85737,1.91647,1.91647,1,1,1,1,-36.72517,-73.04029,6187.11133,6182.71436,0,5720.07471,-36.5,-73, 
389.40851,379.05347,416.0769,341.60657,448.12332,478.81277,478.81277,29.91262,15.068,0,0,0,0,0,23.77165,2.74431,25.5591,0.82995,647.19897,486.85345,32.12749,29.86,0.85599,1.91647,1.91647,1,1,1,1,-36.72504,-73.04025,6223.30469,6218.90723,0,5757.86426,-36.5,-73, 
388.71713,378.19943,415.37198,344.96426,447.3277,478.00156,478.00156,29.91262,15.068,0,0,0,0,0,23.7388,2.67164,25.40799,0.82902,647.11377,484.66214,32.12738,29.86,0.85456,1.91647,1.91647,1,1,1,1,-36.7249,-73.04019,6259.64697,6255.24854,0,5796.78223,-36.5,-73, 
387.8786,377.35281,414.70642,348.32431,446.36273,477.23563,477.23563,29.91262,15.068,0,0,0,0,0,23.70142,2.58873,25.25004,0.82797,647.01654,482.49463,32.12725,29.86,0.85303,1.91647,1.91647,1,1,1,1,-36.72474,-73.04012,6301.27295,6296.87354,0,5842.38672,-36.5,-73, 
387.03311,376.66824,414.21286,350.93585,445.38977,476.66766,476.66769,29.91262,15.068,0,0,0,0,0,23.66485,2.50755,25.11336,0.82693,646.92126,480.74554,32.12712,29.86,0.85165,1.91647,1.91647,1,1,1,1,-36.72457,-73.04006,6342.21094,6337.80957,0,5888.13379,-36.5,-73, 
386.22488,376.10767,413.84595,352.78595,444.45969,476.24545,476.24545,29.91262,15.068,0,0,0,0,0,23.62961,2.42932,24.9942,0.82594,646.82941,479.31567,32.127,29.86,0.8504,1.91647,1.91647,1,1,1,1,-36.7244,-73.04,6381.70557,6377.30273,0,5932.78174,-36.5,-73, 
385.46558,375.61642,413.54819,353.99414,443.58588,475.90277,475.90277,29.91262,15.068,0,0,0,0,0,23.59536,2.35323,24.88507,0.82497,646.74017,478.06448,32.12688,29.86,0.84923,1.91647,1.91647,1,1,1,1,-36.72424,-73.03994,6419.89111,6415.48682,0,5976.146,-36.5,-73, 
384.74374,375.15137,413.27505,354.70691,442.75522,475.58844,475.58847,29.91262,15.068,0,0,0,0,0,23.56168,2.27839,24.78032,0.82401,646.65228,476.88138,32.12677,29.86,0.84809,1.91647,1.91647,1,1,1,1,-36.72407,-73.03988,6457.56543,6453.15918,0,6018.90137,-36.5,-73, 
384.06375,374.69458,413.00568,355.01797,441.97269,475.27844,475.27844,29.91262,15.068,0,0,0,0,0,23.52876,2.20519,24.67788,0.82308,646.56641,475.72076,32.12665,29.86,0.84698,1.91647,1.91647,1,1,1,1,-36.72391,-73.03982,6494.46973,6490.06104,0,6060.57129,-36.5,-73, 
383.52847,374.31662,412.77692,355.01379,441.35669,475.01523,475.01523,29.91262,15.068,0,0,0,0,0,23.50233,2.14642,24.5946,0.82233,646.49731,474.76163,32.12656,29.86,0.84609,1.91647,1.91647,1,1,1,1,-36.72377,-73.03977,6524.49121,6520.08057,0,6094.24854,-36.5,-73, 
382.83096,373.78888,412.45105,354.71115,440.55402,474.6402,474.64017,29.91262,15.068,0,0,0,0,0,23.46632,2.06628,24.47918,0.82131,646.40326,473.42377,32.12644,29.86,0.84485,1.91647,1.91647,1,1,1,1,-36.72359,-73.0397,6564.81006,6560.39697,0,6139.104,-36.5,-73, 
382.28864,373.35352,412.17404,354.28412,439.92993,474.32144,474.32144,29.91262,15.068,0,0,0,0,0,23.43771,2.0022,24.38512,0.8205,646.328,472.32156,32.12634,29.86,0.84386,1.91647,1.91647,1,1,1,1,-36.72345,-73.03965,6597.06396,6592.64893,0,6174.57031,-36.5,-73, 
381.65994,372.81979,411.82617,353.60931,439.20642,473.92111,473.92111,29.91262,15.068,0,0,0,0,0,23.40378,1.92616,24.27148,0.81954,646.23865,470.9722,32.12622,29.86,0.84267,1.91647,1.91647,1,1,1,1,-36.72329,-73.03959,6635.37451,6630.95605,0,6216.14795,-36.5,-73, 
381.03854,372.26196,411.45261,352.7673,438.49133,473.49121,473.49124,29.91262,15.068,0,0,0,0,0,23.36969,1.84973,24.15481,0.81857,646.14886,469.56375,32.1261,29.86,0.84146,1.91647,1.91647,1,1,1,1,-36.72311,-73.03953,6674.04834,6669.62695,0,6257.5791,-36.5,-73, 
380.42773,371.7002,411.0759,351.98083,437.78842,473.05774,473.05774,29.91262,15.068,0,0,0,0,0,23.3354,1.77284,24.03695,0.8176,646.05853,468.14771,32.12598,29.86,0.84024,1.91647,1.91647,1,1,1,1,-36.72295,-73.03947,6712.875,6708.4502,0,6298.65771,-36.5,-73, 
379.83258,371.17218,410.73682,351.62851,437.10355,472.66751,472.66751,29.91262,15.068,0,0,0,0,0,23.30105,1.69574,23.92257,0.81663,645.96796,466.81854,32.12586,29.86,0.83904,1.91647,1.91647,1,1,1,1,-36.72278,-73.0394,6751.63574,6747.20752,0,6339.28027,-36.5,-73, 
379.255,370.67657,410.43082,351.8194,436.43887,472.31537,472.31531,29.91262,15.068,0,0,0,0,0,23.26707,1.61947,23.81306,0.81566,645.8783,465.57275,32.12575,29.86,0.83788,1.91647,1.91647,1,1,1,1,-36.72261,-73.03934,6790.26611,6785.83447,0,6379.58008,-36.5,-73, 
378.71182,370.20941,410.1492,352.45081,435.81378,471.99127,471.99127,29.91261,15.068,0,0,0,0,0,23.23408,1.54538,23.70835,0.81473,645.79126,464.39999,32.12563,29.86,0.83676,1.91647,1.91647,1,1,1,1,-36.72245,-73.03928,6827.50439,6823.06885,0,6418.40576,-36.5,-73, 
378.16718,369.73401,409.86105,353.48685,435.18704,471.6597,471.65967,29.91262,15.068,0,0,0,0,0,23.2007,1.47038,23.60234,0.81378,645.703,463.20804,32.12551,29.86,0.83563,1.91647,1.91647,1,1,1,1,-36.72228,-73.03922,6865.46143,6861.021,0,6458.1626,-36.5,-73, 
377.71286,369.32922,409.61124,354.62473,434.66422,471.37222,471.37225,29.91262,15.068,0,0,0,0,0,23.1729,1.40784,23.51317,0.81299,645.62952,462.1944,32.12542,29.86,0.83468,1.91647,1.91647,1,1,1,1,-36.72213,-73.03916,6897.30371,6892.86035,0,6491.78076,-36.5,-73, 
377.26059,368.91809,409.35309,355.95425,434.14374,471.07516,471.07516,29.91262,15.068,0,0,0,0,0,23.14523,1.34522,23.42286,0.8122,645.55591,461.16599,32.12532,29.86,0.83373,1.91647,1.91647,1,1,1,1,-36.72199,-73.03911,6928.95264,6924.50488,0,6525.47168,-36.5,-73, 
376.81335,368.50534,409.09164,357.41592,433.62909,470.77426,470.7742,29.91262,15.068,0,0,0,0,0,23.11776,1.28304,23.33233,0.81142,645.48285,460.13458,32.12522,29.86,0.83278,1.91647,1.91647,1,1,1,1,-36.72184,-73.03905,6959.98682,6955.53516,0,6558.82666,-36.5,-73, 
376.36536,368.09473,408.82776,358.98102,433.11353,470.47058,470.47055,29.91262,15.068,0,0,0,0,0,23.09094,1.22232,23.24325,0.81066,645.41138,459.10968,32.12513,29.86,0.83185,1.91647,1.91647,1,1,1,1,-36.7217,-73.039,6990.63818,6986.18262,0,6592.13428,-36.5,-73, 
375.9205,367.69104,408.56723,360.61151,432.60159,470.17081,470.17084,29.91262,15.068,0,0,0,0,0,23.06472,1.16292,23.15576,0.80991,645.34155,458.10327,32.12504,29.86,0.83094,1.91647,1.91647,1,1,1,1,-36.72155,-73.03895,7020.55225,7016.09229,0,6625.02051,-36.5,-73, 
375.46576,367.28915,408.30804,362.30951,432.07831,469.8725,469.8725,29.91262,15.068,0,0,0,0,0,23.03859,1.10369,23.06867,0.80917,645.27185,457.10245,32.12495,29.86,0.83003,1.91647,1.91647,1,1,1,1,-36.7214,-73.03889,7050.55322,7046.08838,0,6658.42236,-36.5,-73, 
375.0213,366.90796,408.06653,363.96835,431.56683,469.5946,469.59467,29.91262,15.068,0,0,0,0,0,23.01317,1.04608,22.98475,0.80845,645.2041,456.15408,32.12486,29.86,0.82916,1.91647,1.91647,1,1,1,1,-36.72126,-73.03883,7079.3833,7074.91406,0,6690.90283,-36.5,-73, 
374.57993,366.54752,407.84262,365.58963,431.0589,469.33694,469.33694,29.91262,15.068,0,0,0,0,0,22.98852,0.99019,22.90459,0.80775,645.13831,455.25836,32.12477,29.86,0.82831,1.91647,1.91647,1,1,1,1,-36.72111,-73.03878,7107.61523,7103.14648,0,6723.08154,-36.5,-73, 
374.11462,366.18521,407.62534,367.26669,430.52344,469.08688,469.08688,29.91261,15.068,0,0,0,0,0,22.96265,0.93151,22.82226,0.80701,645.06921,454.3588,32.12468,29.86,0.82744,1.91647,1.91647,1,1,1,1,-36.72095,-73.03873,7137.06055,7132.59473,0,6757.07666,-36.5,-73, 
373.67816,365.86246,407.43863,368.81503,430.02115,468.87201,468.87201,29.91262,15.068,0,0,0,0,0,22.93864,0.87702,22.74752,0.80633,645.00513,453.5582,32.1246,29.86,0.82664,1.91647,1.91647,1,1,1,1,-36.72079,-73.03867,7164.60156,7160.13916,0,6789.16846,-36.5,-73, 
373.24307,365.55518,407.26877,370.3494,429.52048,468.67657,468.67651,29.91262,15.068,0,0,0,0,0,22.91467,0.82262,22.67465,0.80564,644.94104,452.79657,32.12451,29.86,0.82585,1.91647,1.91647,1,1,1,1,-36.72064,-73.03861,7192.06445,7187.60498,0,6821.49072,-36.5,-73, 
372.80206,365.25797,407.1138,371.89362,429.01297,468.49823,468.49823,29.91262,15.068,0,0,0,0,0,22.89021,0.76706,22.60221,0.80495,644.87567,452.06064,32.12443,29.86,0.82506,1.91647,1.91647,1,1,1,1,-36.72047,-73.03855,7220.0249,7215.56885,0,6854.7251,-36.5,-73, 
372.38367,364.99039,406.98224,373.36252,428.53149,468.3468,468.3468,29.91262,15.068,0,0,0,0,0,22.86704,0.71414,22.53498,0.80429,644.81335,451.3985,32.12434,29.86,0.82432,1.91647,1.91647,1,1,1,1,-36.72031,-73.0385,7246.82129,7242.36768,0,6886.82275,-36.5,-73, 
371.96924,364.73645,406.86685,374.83252,428.05457,468.21402,468.21399,29.91262,15.068,0,0,0,0,0,22.84374,0.66086,22.46909,0.80363,644.75067,450.77057,32.12426,29.86,0.82359,1.91647,1.91647,1,1,1,1,-36.72015,-73.03844,7273.70801,7269.25732,0,6919.29297,-36.5,-73, 
