f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
93.57752;95.34707;0.01069;0.01053;0.00401;1.00000;1.00000;77.49916;78.41624;91.25577;91.08488;89.18444;105.01527;105.01527;11.20278;0.41192;0.03677;8.70665;462.16519;424.97824;405.60968;405.68015;5.51732;16.49443;23.65798;20.85546;12.23894;12.19298;0.41749;0.50054;42.52261;-29.97234;4.14143;2.83714;2.67957;1.48733
90.58140;95.41985;0.01104;0.01050;0.00409;1.00000;1.00000;78.59499;80.31419;93.44711;93.06416;90.44550;107.53702;107.53701;11.04421;0.39392;0.03567;8.44536;476.47653;429.04541;402.78598;405.50964;2.99655;16.23849;23.90350;20.46629;11.87028;11.92999;0.43730;0.52303;50.07819;-43.84882;3.12333;3.20409;3.12120;1.69340
92.51749;94.09108;0.01081;0.01074;0.00411;1.00000;1.00000;80.44840;82.75000;96.25623;95.67417;92.57837;110.76969;110.76969;11.12838;0.41104;0.03694;8.62631;524.43506;468.58466;446.09998;451.20660;3.42484;20.52264;26.98806;22.79599;13.39821;13.56389;0.46565;0.58943;58.03289;-46.86335;6.06341;3.55666;3.34735;1.85686
92.46288;92.48981;0.01082;0.01058;0.00405;1.00000;1.00000;82.74845;85.19462;99.07104;98.47583;95.22522;114.00892;114.00892;11.25652;0.42386;0.03765;8.71377;567.12170;508.25519;488.88483;496.19858;5.69344;22.55181;29.68911;25.17842;14.90607;15.19384;0.49636;0.63138;62.22363;-47.20869;3.52059;3.77830;3.48813;1.92799
92.16042;89.67001;0.01085;0.01057;0.00397;1.00000;1.00000;85.09576;87.36971;101.57233;101.09755;97.92645;116.88735;116.88735;11.26848;0.42076;0.03734;8.69555;590.80688;531.12091;510.73331;518.87231;6.24150;22.65659;30.81652;26.24495;15.51836;15.84131;0.52049;0.64970;63.03056;-47.08078;3.05798;3.87205;3.58857;1.98126
91.17606;88.85730;0.01097;0.01060;0.00401;1.00000;1.00000;87.26111;89.19081;103.66444;103.33672;100.41830;119.29491;119.29491;11.20249;0.40688;0.03632;9.09844;598.21393;539.02380;513.55109;522.91949;5.11413;21.47597;30.63908;26.19665;15.33913;15.71368;0.53626;0.65135;59.98721;-46.23903;3.66366;3.83649;3.63565;2.00577
92.86461;95.19276;0.01077;0.01081;0.00401;1.00000;1.00000;89.06523;90.50162;105.16701;104.95275;102.49444;121.02404;121.02405;11.12374;0.39009;0.03507;9.49319;592.21741;538.83685;506.23584;515.80280;4.38014;18.70537;29.59795;25.70357;14.82904;15.21267;0.54607;0.63278;51.07436;-40.90781;3.27780;3.61717;3.53261;1.94496
92.60474;95.49274;0.01080;0.01059;0.00397;1.00000;1.00000;90.40392;91.34862;106.13405;105.99142;104.03497;122.13689;122.13689;11.21013;0.37606;0.03355;9.63218;581.05988;536.65417;497.44540;505.91711;4.89291;15.08246;28.41538;25.25604;14.35993;14.69774;0.55253;0.60774;41.36850;-34.22576;0.76660;3.39220;3.38824;1.85828
92.99943;93.10120;0.01075;0.01056;0.00398;1.00000;1.00000;91.30914;91.93603;106.80224;106.70277;105.07669;122.90583;122.90584;11.13960;0.36646;0.03290;9.02547;574.78198;533.31757;491.50623;497.93195;4.61252;13.10197;27.73889;24.83305;14.06554;14.30899;0.55656;0.59891;38.45588;-32.77390;0.61835;3.33685;3.36589;1.84104
91.29249;95.94167;0.01095;0.01048;0.00394;1.00000;1.00000;91.97167;92.51973;107.46818;107.39636;105.83911;123.67217;123.67217;11.04331;0.35890;0.03250;8.69294;573.77667;531.09332;487.21362;491.77505;3.14208;12.66117;27.40553;24.46133;13.84901;14.01168;0.56169;0.60355;38.78377;-34.24220;1.76544;3.38063;3.42904;1.92134
92.40483;87.01706;0.01082;0.01063;0.00388;1.00000;1.00000;92.58871;93.16675;108.20921;108.15661;106.54919;124.52494;124.52493;10.94998;0.35208;0.03215;8.54529;575.59875;530.26581;483.09143;487.29141;1.77448;12.20139;27.23796;24.16960;13.64236;13.78046;0.57042;0.61101;41.62376;-38.18876;1.66639;3.49787;3.55929;1.99244
93.68957;93.46667;0.01067;0.01052;0.00365;1.00000;1.00000;93.23466;93.82912;108.96938;108.93021;107.29253;125.39973;125.39972;10.84836;0.34532;0.03183;8.48407;577.84357;529.33636;478.69348;483.13522;0.00273;12.18168;27.11317;23.87836;13.43518;13.57154;0.57981;0.62082;43.96903;-41.92059;2.91205;3.60457;3.68570;2.06428
91.18016;94.59843;0.01097;0.01050;0.00392;1.00000;1.00000;93.88002;94.43823;109.66877;109.63859;108.03520;126.20457;126.20457;10.76898;0.33920;0.03150;8.44667;578.55139;528.91992;474.97833;479.86200;-1.16879;11.75242;26.92684;23.66217;13.26103;13.40875;0.58881;0.62647;44.52750;-44.00352;3.02104;3.66137;3.76483;2.10661
93.24835;93.51038;0.01072;0.01059;0.00391;1.00000;1.00000;94.48475;94.97394;110.28369;110.25990;108.73111;126.91221;126.91220;10.72085;0.33501;0.03125;8.42871;579.54370;530.08179;473.75156;478.79016;-1.67877;11.17286;26.81374;23.58988;13.18240;13.33380;0.59543;0.62977;43.24797;-43.52654;2.77386;3.62259;3.78830;2.12529
108.57733;94.59843;0.00921;0.00549;0.00362;1.00000;1.00000;94.74503;95.19685;110.53939;110.51041;109.03063;127.20647;127.20646;10.89022;0.34706;0.03187;8.55669;594.68829;545.26648;493.05261;498.02136;-0.10105;12.78481;27.91785;24.62566;13.84085;13.99425;0.59658;0.63950;49.70182;-38.10755;2.91958;3.77031;3.72360;2.12533
93.85114;96.68375;0.01066;0.00999;0.00605;1.00000;1.00000;95.25916;95.75485;111.17661;111.08674;109.62228;127.93977;127.93977;11.22954;0.38219;0.03403;8.80776;646.37097;596.95117;560.68579;565.55743;5.52399;18.59706;31.96695;28.41191;16.35733;16.52515;0.60619;0.68145;46.07676;-41.00791;3.75494;3.75886;3.77808;2.06712
91.32310;92.39582;0.01095;0.01060;0.00379;1.00000;1.00000;95.82545;96.36238;111.86776;111.76656;110.27396;128.73512;128.73511;11.45022;0.41130;0.03592;9.09260;688.87909;640.62384;616.25641;621.70013;10.48321;22.60666;35.44156;31.77574;18.62594;18.83637;0.62700;0.71866;48.69618;-36.95729;2.49265;3.82961;3.75197;2.05083
88.98332;92.82465;0.01124;0.01075;0.00387;1.00000;1.00000;96.37086;96.76265;112.31962;112.25925;110.90160;129.25511;129.25511;11.54024;0.42609;0.03692;9.25216;711.20233;664.11798;646.11456;651.76624;13.05660;24.68860;37.31242;33.63433;19.90464;20.13351;0.64036;0.74009;49.69839;-32.79541;2.70276;3.84403;3.71620;1.99340
96.95950;92.79881;0.01031;0.00651;0.00386;1.00000;1.00000;96.74677;96.90428;112.47506;112.45238;111.33419;129.43399;129.43399;11.53757;0.42355;0.03671;9.14324;708.85779;663.15564;644.32916;649.53888;13.05380;24.03399;37.05190;33.49405;19.78894;19.99990;0.64110;0.73410;48.03458;-31.27791;2.43123;3.79729;3.69314;1.97876
91.65522;91.87798;0.01091;0.01032;0.00558;1.00000;1.00000;96.90615;96.88966;112.45316;112.44773;111.51761;129.40880;129.40878;11.49855;0.41605;0.03618;8.89721;699.19769;653.77435;631.83209;636.21826;12.16574;22.62875;36.16946;32.67940;19.22082;19.38901;0.63741;0.72182;47.45329;-31.99745;1.81815;3.78269;3.70200;2.02299
89.10005;83.59108;0.01122;0.01054;0.00351;1.00000;1.00000;96.92480;96.84032;112.39385;112.39333;111.53908;129.34053;129.34053;11.43730;0.40822;0.03569;8.58062;689.91431;643.03851;617.97821;621.46014;10.61883;21.78691;35.31800;31.76613;18.61437;18.73415;0.63232;0.71549;48.89681;-34.82746;2.21598;3.82748;3.75387;2.05408
84.40184;59.16109;0.01185;0.01150;0.00381;1.00000;1.00000;96.89735;96.81383;112.36272;112.36270;111.50748;129.30472;129.30472;11.37368;0.40179;0.03533;8.51485;683.15704;634.21869;606.30743;609.80841;8.93843;21.51542;34.68222;31.01712;18.11281;18.22579;0.62722;0.71516;51.22820;-38.54562;2.98623;3.90199;3.83005;2.09867
91.21153;90.03332;0.01096;0.01107;0.00387;1.00000;1.00000;96.86784;96.78668;112.33164;112.33150;111.47353;129.26895;129.26897;11.33221;0.39735;0.03506;8.48008;678.29596;628.04297;598.14471;601.99274;7.76163;21.34962;34.24169;30.50873;17.76799;17.89415;0.62443;0.71465;52.20485;-40.73757;3.49321;3.93754;3.87356;2.12439
90.45425;90.85128;0.01106;0.01147;0.00420;1.00000;1.00000;96.84085;96.76514;112.30714;112.30705;111.44247;129.24075;129.24075;11.31802;0.39527;0.03492;8.46595;675.70557;625.17151;594.20258;598.32306;7.39746;21.07187;34.01456;30.27796;17.60357;17.74151;0.62368;0.71252;52.49556;-41.62400;3.13833;3.95019;3.89003;2.13254
92.84016;93.22270;0.01077;0.01099;0.00393;1.00000;1.00000;96.82098;96.75920;112.30052;112.30051;111.41960;129.23314;129.23314;11.31402;0.39478;0.03489;8.46016;675.17444;624.41510;593.22797;597.48395;7.27964;21.03697;33.96791;30.21680;17.56330;17.70690;0.62342;0.71232;52.64098;-41.93975;3.14849;3.95596;3.89575;2.13590
87.92921;89.96851;0.01137;0.01077;0.00374;1.00000;1.00000;96.81587;96.76801;112.31070;112.31068;111.41372;129.24486;129.24486;11.31606;0.39511;0.03492;8.46023;675.82141;624.80884;593.82806;598.20013;7.27762;21.13958;34.01922;30.24549;17.58695;17.73657;0.62354;0.71329;52.74913;-42.00895;3.21792;3.95974;3.89766;2.13731
89.99289;87.00191;0.01111;0.01079;0.00376;1.00000;1.00000;96.82372;96.78885;112.33456;112.33447;111.42275;129.27231;129.27231;11.32171;0.39570;0.03495;8.46293;676.85144;625.76965;595.04089;599.54114;7.41086;21.19268;34.09917;30.31550;17.63448;17.79086;0.62414;0.71392;52.83943;-41.98075;3.05507;3.96310;3.89852;2.13728
89.58487;86.34833;0.01116;0.01129;0.00394;1.00000;1.00000;96.84274;96.81551;112.36504;112.36488;111.44464;129.30737;129.30737;11.32580;0.39621;0.03498;8.46439;677.85370;626.69995;596.21466;600.79126;7.51317;21.25706;34.17476;30.38064;17.67982;17.84015;0.62469;0.71470;52.90625;-41.92739;3.01811;3.96570;3.89925;2.13751
91.35048;93.64172;0.01095;0.01092;0.00388;1.00000;1.00000;96.86777;96.84157;112.39471;112.39458;111.47344;129.34154;129.34154;11.32845;0.39656;0.03501;8.46605;678.64252;627.41449;597.11206;601.73669;7.57341;21.31419;34.23198;30.42867;17.71356;17.87662;0.62512;0.71541;52.94945;-41.87254;3.02060;3.96757;3.89982;2.13784
91.97095;94.91268;0.01087;0.01070;0.00376;1.00000;1.00000;96.89303;96.86452;112.42084;112.42072;111.50251;129.37160;129.37161;11.32989;0.39666;0.03501;8.46464;679.06061;627.84564;597.58521;602.24158;7.62471;21.30777;34.25804;30.45448;17.72979;17.89461;0.62550;0.71556;52.95119;-41.84561;2.94381;3.96853;3.90054;2.13794
89.39999;90.88431;0.01119;0.01077;0.00372;1.00000;1.00000;96.91604;96.88477;112.44386;112.44376;111.52899;129.39809;129.39807;11.32989;0.39663;0.03501;8.46363;679.25085;628.07300;597.78680;602.43695;7.64432;21.28782;34.26550;30.46455;17.73517;17.89957;0.62577;0.71558;52.94148;-41.82626;2.91911;3.96909;3.90126;2.13824
90.75735;89.11861;0.01102;0.01091;0.00382;1.00000;1.00000;96.93613;96.90050;112.46173;112.46167;111.55211;129.41866;129.41866;11.32822;0.39645;0.03500;8.46278;679.23187;628.05048;597.70117;602.31952;7.60789;21.28033;34.25661;30.45624;17.72916;17.89191;0.62585;0.71566;52.90816;-41.82935;2.98620;3.96895;3.90203;2.13882
92.28879;94.58054;0.01084;0.01064;0.00369;1.00000;1.00000;96.95209;96.91270;112.47558;112.47554;111.57047;129.43459;129.43459;11.32725;0.39626;0.03498;8.46147;679.12201;628.00421;597.54834;602.14288;7.59795;21.24022;34.24118;30.44737;17.72074;17.88230;0.62597;0.71544;52.87762;-41.83007;2.94423;3.96886;3.90258;2.13903
91.37872;92.31053;0.01094;0.01086;0.00376;1.00000;1.00000;96.96471;96.92178;112.48588;112.48585;111.58501;129.44644;129.44644;11.32567;0.39606;0.03497;8.45983;678.97821;627.89392;597.34430;601.90625;7.56637;21.21834;34.22438;30.43456;17.71078;17.87057;0.62600;0.71535;52.84430;-41.83887;2.97421;3.96855;3.90310;2.13940
91.11952;90.81828;0.01097;0.01060;0.00377;1.00000;1.00000;96.97289;96.92647;112.49111;112.49110;111.59441;129.45247;129.45247;11.32461;0.39592;0.03496;8.45885;678.85492;627.79785;597.18036;601.71881;7.54239;21.20416;34.21139;30.42487;17.70316;17.86175;0.62599;0.71527;52.81963;-41.84480;2.98943;3.96825;3.90333;2.13960
92.34897;93.59790;0.01083;0.01092;0.00391;1.00000;1.00000;96.97946;96.93328;112.49885;112.49883;111.60197;129.46136;129.46136;11.32397;0.39582;0.03495;8.45801;678.81061;627.78534;597.11200;601.63300;7.53138;21.19079;34.20420;30.42105;17.69925;17.85691;0.62605;0.71523;52.79781;-41.85432;2.98606;3.96819;3.90377;2.13981
92.48431;91.21590;0.01081;0.01065;0.00375;1.00000;1.00000;96.98557;96.93612;112.50199;112.50198;111.60900;129.46498;129.46498;11.32341;0.39574;0.03495;8.45749;678.72974;627.74072;597.01837;601.52405;7.52391;21.17608;34.19589;30.41620;17.69493;17.85169;0.62606;0.71513;52.78325;-41.85568;2.98591;3.96802;3.90389;2.13988
91.61507;91.60026;0.01092;0.01055;0.00379;1.00000;1.00000;96.98935;96.93755;112.50352;112.50352;111.61335;129.46675;129.46677;11.32283;0.39569;0.03495;8.45700;678.69275;627.69360;596.95667;601.45197;7.50388;21.18278;34.19201;30.41188;17.69215;17.84837;0.62602;0.71520;52.78173;-41.85030;3.02672;3.96798;3.90387;2.14006
93.19981;94.20631;0.01073;0.01063;0.00378;1.00000;1.00000;96.99065;96.93769;112.50357;112.50356;111.61485;129.46680;129.46680;11.32254;0.39563;0.03494;8.45678;678.62360;627.62689;596.86121;601.36346;7.49591;21.17379;34.18578;30.40644;17.68800;17.84465;0.62601;0.71513;52.76742;-41.86114;3.01096;3.96774;3.90399;2.14005
91.25472;95.20183;0.01096;0.01060;0.00375;1.00000;1.00000;96.99041;96.93777;112.50356;112.50355;111.61457;129.46678;129.46678;11.32268;0.39564;0.03494;8.45689;678.61920;627.63702;596.86353;601.37091;7.50368;21.16631;34.18538;30.40715;17.68809;17.84490;0.62603;0.71506;52.77064;-41.85751;2.99368;3.96783;3.90394;2.13998
91.47613;93.16191;0.01093;0.01076;0.00387;1.00000;1.00000;96.99095;96.93787;112.50356;112.50354;111.61520;129.46678;129.46678;11.32278;0.39567;0.03494;8.45698;678.66431;627.67328;596.91730;601.42657;7.50475;21.17500;34.18935;30.41010;17.69040;17.84726;0.62603;0.71514;52.77465;-41.85506;3.00965;3.96791;3.90390;2.14001
87.54454;90.72764;0.01142;0.01073;0.00373;1.00000;1.00000;96.99155;96.93792;112.50352;112.50352;111.61589;129.46674;129.46677;11.32287;0.39568;0.03494;8.45704;678.67822;627.68317;596.93372;601.44446;7.50608;21.17660;34.19054;30.41091;17.69106;17.84803;0.62604;0.71515;52.77525;-41.85472;3.00738;3.96793;3.90390;2.14000
91.44302;93.11855;0.01094;0.01093;0.00371;1.00000;1.00000;96.99143;96.93798;112.50351;112.50351;111.61575;129.46674;129.46674;11.32278;0.39566;0.03494;8.45698;678.66498;627.66626;596.91315;601.42371;7.50420;21.17446;34.18932;30.40948;17.69016;17.84716;0.62603;0.71513;52.77286;-41.85805;3.00544;3.96788;3.90395;2.14001
86.20822;83.02888;0.01160;0.01062;0.00373;1.00000;1.00000;96.99132;96.93803;112.50350;112.50350;111.61562;129.46672;129.46672;11.32272;0.39565;0.03494;8.45684;678.65686;627.65448;596.90039;601.41022;7.50274;21.17345;34.18857;30.40848;17.68959;17.84659;0.62603;0.71513;52.77167;-41.86046;3.00500;3.96787;3.90400;2.14002
90.53704;93.38811;0.01105;0.01081;0.00358;1.00000;1.00000;96.99180;96.93807;112.50348;112.50349;111.61617;129.46671;129.46671;11.32268;0.39565;0.03494;8.45681;678.65137;627.64691;596.89215;601.40106;7.50204;21.17231;34.18806;30.40784;17.68922;17.84620;0.62603;0.71512;52.77164;-41.86230;3.00328;3.96788;3.90402;2.14002
89.70510;86.04371;0.01115;0.01081;0.00376;1.00000;1.00000;96.99214;96.93811;112.50346;112.50347;111.61657;129.46669;129.46669;11.32269;0.39565;0.03494;8.45683;678.65027;627.64465;596.89056;601.39734;7.50196;21.17192;34.18793;30.40763;17.68914;17.84604;0.62603;0.71511;52.77515;-41.85924;3.00247;3.96794;3.90400;2.14003
91.59186;91.86954;0.01092;0.01069;0.00374;1.00000;1.00000;96.99214;96.93805;112.50336;112.50336;111.61657;129.46655;129.46657;11.32246;0.39562;0.03494;8.45664;678.61023;627.60358;596.83685;601.34174;7.49715;21.16696;34.18442;30.40426;17.68687;17.84368;0.62602;0.71507;52.77129;-41.86341;3.00224;3.96786;3.90406;2.14005
91.06619;92.08103;0.01098;0.01079;0.00368;1.00000;1.00000;96.99110;96.93799;112.50323;112.50323;111.61536;129.46642;129.46642;11.32228;0.39559;0.03494;8.45650;678.58051;627.57379;596.79810;601.30035;7.49372;21.16324;34.18185;30.40184;17.68523;17.84193;0.62601;0.71504;52.76597;-41.86911;3.00187;3.96776;3.90412;2.14006
91.16433;89.46945;0.01097;0.01068;0.00356;1.00000;1.00000;96.99093;96.93794;112.50314;112.50314;111.61517;129.46631;129.46631;11.32246;0.39562;0.03494;8.45664;678.60986;627.60193;596.83801;601.33752;7.49684;21.16714;34.18444;30.40418;17.68694;17.84352;0.62602;0.71507;52.77282;-41.86318;3.00276;3.96789;3.90403;2.14005
92.03846;91.32421;0.01087;0.01094;0.00380;1.00000;1.00000;96.99081;96.93758;112.50269;112.50269;111.61504;129.46579;129.46579;11.32248;0.39562;0.03494;8.45666;678.61047;627.60248;596.84003;601.34174;7.49747;21.16770;34.18467;30.40439;17.68707;17.84376;0.62601;0.71507;52.77010;-41.86620;3.00153;3.96784;3.90406;2.14004
92.91780;89.30166;0.01076;0.01069;0.00372;1.00000;1.00000;96.99075;96.93655;112.50147;112.50146;111.61496;129.46439;129.46439;11.32233;0.39560;0.03494;8.45655;678.57501;627.56580;596.79474;601.29956;7.49450;21.16453;34.18204;30.40178;17.68531;17.84213;0.62600;0.71504;52.76722;-41.87064;3.00124;3.96774;3.90408;2.14003
90.13034;93.42303;0.01110;0.01077;0.00387;1.00000;1.00000;96.99009;96.93536;112.50006;112.50005;111.61420;129.46277;129.46275;11.32251;0.39563;0.03494;8.45669;678.58990;627.57849;596.81696;601.32635;7.49753;21.16779;34.18391;30.40332;17.68644;17.84347;0.62599;0.71505;52.77523;-41.86585;3.00073;3.96785;3.90396;2.13999
89.48315;88.48775;0.01118;0.01077;0.00378;1.00000;1.00000;96.98913;96.93415;112.49863;112.49864;111.61310;129.46112;129.46114;11.32229;0.39560;0.03494;8.45652;678.54584;627.53137;596.75970;601.27124;7.49302;21.16426;34.18058;30.39992;17.68420;17.84131;0.62597;0.71501;52.76966;-41.87524;3.00172;3.96771;3.90405;2.14001
89.50003;92.53262;0.01117;0.01069;0.00366;1.00000;1.00000;96.98806;96.93382;112.49825;112.49825;111.61187;129.46068;129.46068;11.32235;0.39561;0.03494;8.45655;678.55414;627.53912;596.76971;601.28412;7.49406;21.16581;34.18144;30.40069;17.68468;17.84191;0.62596;0.71503;52.77248;-41.87569;3.00165;3.96777;3.90405;2.14001
91.30148;89.29369;0.01095;0.01087;0.00378;1.00000;1.00000;96.98754;96.93360;112.49796;112.49796;111.61127;129.46036;129.46036;11.32237;0.39561;0.03494;8.45657;678.55316;627.53833;596.76825;601.28467;7.49413;21.16611;34.18146;30.40071;17.68466;17.84197;0.62596;0.71503;52.77474;-41.87489;3.00164;3.96781;3.90404;2.14001
92.97564;96.02457;0.01076;0.01072;0.00369;1.00000;1.00000;96.98701;96.93343;112.49774;112.49773;111.61066;129.46010;129.46008;11.32222;0.39559;0.03494;8.45645;678.52844;627.51398;596.73419;601.25293;7.49135;21.16328;34.17934;30.39876;17.68325;17.84064;0.62595;0.71500;52.76990;-41.88051;3.00135;3.96771;3.90411;2.14003
90.27724;92.25092;0.01108;0.01067;0.00370;1.00000;1.00000;96.98705;96.93340;112.49770;112.49770;111.61071;129.46004;129.46004;11.32225;0.39560;0.03494;8.45647;678.53650;627.52179;596.74384;601.26459;7.49200;21.16456;34.18006;30.39943;17.68366;17.84114;0.62596;0.71501;52.76953;-41.88162;3.00201;3.96772;3.90412;2.14003
92.22179;94.25958;0.01084;0.01089;0.00377;1.00000;1.00000;96.98683;96.93324;112.49751;112.49751;111.61046;129.45982;129.45984;11.32236;0.39561;0.03494;8.45656;678.54834;627.53308;596.76093;601.28027;7.49339;21.16641;34.18118;30.40042;17.68441;17.84184;0.62596;0.71503;52.77474;-41.87698;3.00243;3.96780;3.90406;2.14002
89.84792;91.15770;0.01113;0.01092;0.00378;1.00000;1.00000;96.98614;96.93262;112.49677;112.49677;111.60966;129.45898;129.45898;11.32229;0.39560;0.03494;8.45651;678.53229;627.51624;596.74286;601.25977;7.49210;21.16532;34.18007;30.39928;17.68374;17.84107;0.62595;0.71501;52.77318;-41.87963;3.00250;3.96775;3.90406;2.14001
91.35658;92.47272;0.01095;0.01087;0.00382;1.00000;1.00000;96.98573;96.93223;112.49632;112.49633;111.60919;129.45847;129.45848;11.32248;0.39563;0.03494;8.45665;678.56226;627.54529;596.78546;601.29987;7.49594;21.16962;34.18288;30.40184;17.68562;17.84284;0.62595;0.71504;52.77758;-41.87678;3.00325;3.96783;3.90401;2.13999
92.45774;93.20533;0.01082;0.01083;0.00390;1.00000;1.00000;96.98580;96.93122;112.49515;112.49515;111.60927;129.45711;129.45711;11.32239;0.39562;0.03494;8.45660;678.52966;627.51147;596.74628;601.25873;7.49347;21.16658;34.18049;30.39947;17.68410;17.84124;0.62593;0.71501;52.78089;-41.87494;3.00210;3.96783;3.90395;2.13998
93.16486;93.96730;0.01073;0.01048;0.00370;1.00000;1.00000;96.98520;96.93106;112.49497;112.49498;111.60857;129.45691;129.45691;11.32225;0.39560;0.03494;8.45649;678.51074;627.49146;596.72137;601.23065;7.49054;21.16505;34.17889;30.39789;17.68308;17.84007;0.62593;0.71500;52.77645;-41.88093;3.00337;3.96775;3.90403;2.14000
92.39452;88.02816;0.01082;0.01057;0.00384;1.00000;1.00000;96.98480;96.93100;112.49490;112.49489;111.60812;129.45682;129.45682;11.32214;0.39558;0.03494;8.45641;678.48486;627.46753;596.68854;601.19525;7.48849;21.16116;34.17662;30.39592;17.68170;17.83857;0.62592;0.71496;52.77652;-41.88137;3.00093;3.96775;3.90404;2.14002
