f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
91.41406;87.48141;0.01094;0.01054;0.00387;1.00000;1.00000;96.98497;96.93101;112.49490;112.49490;111.60831;129.45683;129.45683;11.32204;0.39558;0.03494;8.45633;678.47961;627.46265;596.68274;601.18622;7.48774;21.16057;34.17616;30.39552;17.68146;17.83818;0.62592;0.71496;52.76640;-41.89250;3.00167;3.96759;3.90417;2.14002
92.16114;94.76876;0.01085;0.01060;0.00394;1.00000;1.00000;96.98465;96.93092;112.49481;112.49481;111.60795;129.45673;129.45673;11.32226;0.39560;0.03494;8.45650;678.50873;627.49158;596.72412;601.22400;7.49100;21.16470;34.17877;30.39794;17.68323;17.83980;0.62593;0.71499;52.77842;-41.88026;3.00309;3.96780;3.90402;2.14001
92.00188;93.24878;0.01087;0.01071;0.00395;1.00000;1.00000;96.98426;96.93085;112.49473;112.49473;111.60750;129.45662;129.45662;11.32229;0.39561;0.03494;8.45653;678.51758;627.49994;596.73511;601.23645;7.49165;21.16632;34.17958;30.39866;17.68371;17.84035;0.62593;0.71501;52.77643;-41.88223;3.00404;3.96777;3.90404;2.14001
91.49625;93.10120;0.01093;0.01080;0.00404;1.00000;1.00000;96.98410;96.93069;112.49454;112.49454;111.60732;129.45642;129.45642;11.32215;0.39559;0.03494;8.45642;678.49103;627.47186;596.69788;601.20184;7.48778;21.16403;34.17731;30.39642;17.68215;17.83890;0.62592;0.71499;52.77584;-41.88285;3.00541;3.96774;3.90405;2.14003
94.72186;96.42272;0.01056;0.01078;0.00403;1.00000;1.00000;96.98428;96.93050;112.49432;112.49432;111.60751;129.45615;129.45616;11.32203;0.39557;0.03494;8.45634;678.46564;627.44946;596.66516;601.17242;7.48666;21.15970;34.17517;30.39464;17.68079;17.83768;0.62591;0.71495;52.77101;-41.88826;3.00098;3.96765;3.90411;2.14002
89.90897;88.40170;0.01112;0.01061;0.00398;1.00000;1.00000;96.98457;96.93033;112.49412;112.49413;111.60785;129.45592;129.45593;11.32205;0.39558;0.03494;8.50275;678.46759;627.45496;596.65198;601.20044;7.48610;21.16158;34.17543;30.39519;17.68028;17.83887;0.62591;0.71496;52.77113;-41.88675;3.00483;3.96764;3.90407;2.14002
91.32823;84.80325;0.01095;0.01089;0.00390;1.00000;1.00000;96.97662;96.87608;112.43115;112.43115;111.59871;129.38347;129.38347;11.32692;0.39538;0.03491;9.17708;676.93878;626.66443;595.22699;601.41547;7.47518;21.11582;34.08894;30.36611;17.62756;17.85714;0.62439;0.71288;50.76011;-40.41204;3.63612;3.90804;3.86150;2.11848
91.31184;90.87605;0.01095;0.01063;0.00391;1.00000;1.00000;96.89984;96.66726;112.18869;112.18867;111.51035;129.10445;129.10446;11.36181;0.39609;0.03486;9.73622;672.69208;625.62317;594.33905;601.55493;8.22094;20.50812;33.88858;30.40398;17.61641;17.90014;0.62115;0.70243;45.47266;-35.77285;3.44101;3.75061;3.73506;2.04772
91.31194;93.37068;0.01095;0.01071;0.00397;1.00000;1.00000;96.68671;96.28619;111.74605;111.74590;111.26508;128.59506;128.59506;11.42234;0.39864;0.03490;10.40986;666.17169;625.47327;594.81573;602.24005;9.88042;19.48653;33.63055;30.60420;17.68980;17.99524;0.61929;0.68552;38.96713;-28.41068;2.27537;3.56036;3.49815;1.94937
92.02133;92.14892;0.01087;0.01059;0.00397;1.00000;1.00000;96.31465;95.74649;111.11895;111.11846;110.83692;127.87341;127.87341;11.47938;0.40258;0.03507;11.14072;659.06122;625.41357;596.30011;603.54883;11.68519;18.73564;33.42582;30.89535;17.83757;18.14709;0.61616;0.66894;32.29926;-22.42249;1.81445;3.42048;3.34253;1.85021
83.53062;94.37524;0.01197;0.01063;0.00400;1.00000;1.00000;95.77445;95.02585;110.28143;110.28046;110.21528;126.90961;126.90962;11.55452;0.40913;0.03541;11.73282;651.62885;625.42114;600.14624;606.73297;13.71004;18.40264;33.34194;31.33139;18.12794;18.42161;0.61435;0.65282;25.77310;-15.15949;1.49967;3.23005;3.18814;1.75183
81.11713;89.86341;0.01233;0.01106;0.00389;1.00000;1.00000;95.05715;94.13239;109.24300;109.24139;109.38982;125.71460;125.71459;11.63528;0.41711;0.03585;12.88714;643.13245;624.44781;604.04572;609.86646;15.92163;18.13544;33.27566;31.81368;18.46760;18.73955;0.61312;0.63539;19.51548;-7.99320;0.77005;3.04915;3.05020;1.62341
89.46080;89.02341;0.01118;0.01072;0.00368;1.00000;1.00000;94.16474;93.08008;108.01990;108.01756;108.36285;124.30708;124.30708;11.71358;0.42685;0.03644;17.66799;634.58429;622.88037;608.24371;613.23621;18.11895;18.15764;33.28487;32.35370;18.87616;19.12185;0.61466;0.61905;13.72064;-1.06538;0.39930;2.88426;2.93533;1.53724
93.58493;95.94167;0.01069;0.01069;0.00398;1.00000;1.00000;93.10904;91.88325;106.62882;106.62571;107.14797;122.70626;122.70626;11.78513;0.43844;0.03720;2.51348;626.29211;620.90692;612.61322;616.90485;20.29815;18.42985;33.39362;32.96273;19.35393;19.57662;0.61789;0.60434;8.40702;5.55007;0.16824;2.73244;2.84480;1.45766
90.91022;91.56671;0.01100;0.01088;0.00403;1.00000;1.00000;91.89383;90.54108;105.06884;105.06496;105.74953;120.91106;120.91107;11.95968;0.45142;0.03775;8.68665;614.46881;616.53217;616.51245;620.25336;22.28352;19.02798;33.39419;33.59021;19.88041;20.08508;0.62107;0.58943;9.22676;9.29124;-2.39254;2.71142;2.70614;1.38277
94.28799;93.04056;0.01061;0.01072;0.00391;1.00000;1.00000;90.55098;89.10706;103.40199;103.39680;104.20421;118.99290;118.99290;11.97222;0.46793;0.03908;9.96109;612.45850;614.91736;621.40649;626.01770;23.48607;20.86785;34.07844;34.30374;20.54184;20.77718;0.62124;0.59353;8.82796;8.93211;-0.78287;2.64181;2.63887;1.32793
92.82174;95.32888;0.01077;0.01069;0.00399;1.00000;1.00000;89.10191;87.57858;101.62552;101.62029;102.53664;116.94856;116.94855;11.85427;0.48625;0.04102;11.65243;610.23737;611.79749;626.15063;630.44092;24.28516;23.08301;34.83133;34.98317;21.26631;21.49863;0.61800;0.60388;9.64789;9.76036;1.08480;2.57304;2.57156;1.27431
88.12967;95.96008;0.01135;0.01129;0.00411;1.00000;1.00000;87.57272;86.02468;99.81972;99.81494;100.77689;114.87048;114.87048;11.83970;0.50477;0.04263;12.35024;606.28259;608.49896;629.01892;633.39581;25.94322;24.18512;35.46402;35.69731;21.95039;22.20753;0.62733;0.60480;10.58889;10.77628;-0.16376;2.50799;2.50522;1.19497
93.86615;95.13843;0.01065;0.01054;0.00377;1.00000;1.00000;85.99776;84.45558;97.99653;97.99239;98.96445;112.77240;112.77240;11.80547;0.52403;0.04439;12.63641;602.14606;604.57568;631.41846;635.45905;27.31055;25.43363;36.13600;36.39443;22.68015;22.92178;0.63635;0.61012;11.57166;11.75692;-0.25731;2.44398;2.44152;1.11875
93.89777;95.67547;0.01065;0.01062;0.00396;1.00000;1.00000;84.41615;82.89252;96.18066;96.17715;97.14438;110.68274;110.68275;11.75209;0.54389;0.04628;12.64527;598.09393;600.01874;633.26013;636.94135;28.25182;26.95094;36.84963;37.06001;23.43205;23.66082;0.64220;0.62224;12.45506;12.61411;0.52522;2.38163;2.37999;1.06919
92.18271;90.80178;0.01085;0.01052;0.00395;1.00000;1.00000;82.82408;81.32185;94.35622;94.35319;95.31226;108.58321;108.58318;11.67813;0.56474;0.04836;12.57264;593.76703;595.49823;634.60962;638.19836;29.39192;28.18574;37.58569;37.78520;24.21941;24.45905;0.65329;0.63357;13.27393;13.42794;0.44186;2.32411;2.32236;1.02015
91.00505;91.22423;0.01099;0.01068;0.00394;1.00000;1.00000;81.22379;79.74620;92.52624;92.52361;93.47066;106.47729;106.47731;11.58392;0.58680;0.05066;12.45708;589.34479;591.08667;635.80371;639.33301;30.62996;29.26363;38.36897;38.57540;25.06866;25.31739;0.66968;0.64553;14.04607;14.17340;0.10730;2.26928;2.26743;0.97173
92.90847;91.07468;0.01076;0.01096;0.00397;1.00000;1.00000;79.62193;78.17101;90.69696;90.69456;91.62729;104.37221;104.37220;11.46821;0.61027;0.05321;12.31058;585.16565;586.73407;637.14386;640.51379;31.73310;30.44044;39.23880;39.42887;26.00695;26.25343;0.68732;0.66230;14.77055;14.86080;0.17440;2.21979;2.21820;0.92426
92.79436;94.04683;0.01078;0.01088;0.00390;1.00000;1.00000;78.01804;76.59631;88.86840;88.86613;89.78156;102.26794;102.26792;11.33221;0.63516;0.05605;12.13608;581.07465;582.44342;638.45862;641.66833;32.79168;31.60824;40.18205;40.35345;27.02334;27.27138;0.70691;0.68260;15.41597;15.48934;0.29629;2.17527;2.17390;0.86263
92.37603;85.66045;0.01083;0.01071;0.00397;1.00000;1.00000;76.41682;75.02391;87.04264;87.04043;87.93890;100.16689;100.16688;11.17419;0.66158;0.05921;11.94278;577.01965;578.30731;639.74579;642.82318;33.87879;32.69477;41.19684;41.36401;28.12629;28.37799;0.73154;0.70535;15.99563;16.05762;0.20117;2.13458;2.13312;0.81739
91.79664;93.26618;0.01089;0.01156;0.00415;1.00000;1.00000;74.79849;73.44003;85.20363;85.20140;86.07657;98.05059;98.05060;10.99322;0.68995;0.06276;11.70132;573.04083;574.27875;641.11578;644.02283;34.95005;33.77214;42.31364;42.47865;29.34525;29.59422;0.76052;0.73206;16.51611;16.56788;0.14543;2.09640;2.09501;0.77261
92.18255;92.48981;0.01085;0.01066;0.00384;1.00000;1.00000;73.17467;71.85223;83.36010;83.35775;84.20791;95.92909;95.92909;10.78874;0.72045;0.06678;11.47654;569.26569;570.41852;642.67188;645.36865;35.97389;34.87771;43.55012;43.70827;30.69587;30.93794;0.79241;0.76410;16.96809;17.01183;0.21427;2.06409;2.06292;0.73134
91.99421;94.33963;0.01087;0.01055;0.00385;1.00000;1.00000;71.53226;70.24855;81.49821;81.49568;82.31786;93.78648;93.78648;10.56121;0.75333;0.07133;11.15381;565.52094;566.58093;644.21106;646.70703;36.96687;35.97865;44.90977;45.06019;32.18302;32.41907;0.82889;0.80112;17.36590;17.40478;0.26374;2.03636;2.03529;0.67364
92.53680;92.11496;0.01081;0.01056;0.00388;1.00000;1.00000;69.84310;68.63753;79.62782;79.62501;80.37401;91.63406;91.63406;10.30997;0.78858;0.07649;10.84353;561.85468;562.84589;645.58722;647.88324;37.95308;37.04859;46.40183;46.54767;33.80338;34.03349;0.87076;0.84352;17.67002;17.70615;0.29846;2.01317;2.01228;0.63095
90.15314;93.66804;0.01109;0.01288;0.00456;1.00000;1.00000;67.66776;67.01030;77.73862;77.73535;77.87067;89.46000;89.45999;10.03293;0.82635;0.08236;10.50500;558.37976;559.30701;646.15686;648.26117;38.94889;38.11168;48.07494;48.21624;35.52353;35.74710;0.91898;0.89195;17.91298;17.94530;0.31421;1.99632;1.99550;0.59108
93.06049;94.98480;0.01075;0.01079;0.00386;1.00000;1.00000;65.45789;65.35670;75.81879;75.81478;75.32760;87.25070;87.25070;9.67114;0.86670;0.08962;10.04520;554.57788;555.44501;645.26147;647.16711;39.89159;39.12864;49.87423;50.01083;37.29333;37.50767;0.97328;0.94644;18.12705;18.15633;0.34233;1.98402;1.98329;0.54902
92.69829;94.48225;0.01079;0.01067;0.00403;1.00000;1.00000;63.20778;63.69493;73.88935;73.88367;72.73821;85.03035;85.03034;9.42647;0.90790;0.09631;9.72807;550.31104;551.10901;642.70221;644.41217;40.76772;40.09478;51.74757;51.87749;39.07728;39.28074;1.03255;1.00680;18.13710;18.16390;0.39012;1.97516;1.97456;0.51020
93.03610;87.88891;0.01075;0.01096;0.00396;1.00000;1.00000;60.94135;62.04850;71.97743;71.96831;70.13005;82.83015;82.83015;9.13628;0.94897;0.10387
