f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
96.06128;94.02915;0.01041;0.01032;0.00358;1.00000;1.00000;98.39834;98.11881;99.27177;99.27176;113.23479;114.23991;114.23991;9.65224;0.26158;0.02710;8.46541;512.78687;478.44757;386.26617;390.14908;-9.51044;-1.83550;21.32716;19.45111;10.50592;10.60135;0.64396;0.62901;15.95339;-41.23841;2.01868;3.39886;3.68859;2.07281
91.99450;70.62147;0.01087;0.01005;0.00363;1.00000;1.00000;98.09189;97.71964;98.86777;98.86774;112.88213;113.77501;113.77501;9.71886;0.26388;0.02715;8.58343;509.80975;477.94766;387.62415;391.40677;-8.50981;-1.96956;21.25887;19.51159;10.53392;10.63058;0.63380;0.62223;14.20870;-38.74376;1.22489;3.33928;3.60981;2.03299
98.77042;99.77053;0.01012;0.00990;0.00359;1.00000;1.00000;97.69215;97.21366;98.35560;98.35551;112.42212;113.18561;113.18561;9.78832;0.26649;0.02722;9.45136;506.19467;476.58444;388.21960;392.72513;-7.78312;-1.66060;21.18129;19.54575;10.54294;10.66144;0.62338;0.61379;12.08236;-35.82268;1.75419;3.26673;3.51745;1.98759
97.95964;100.02000;0.01021;0.00984;0.00360;1.00000;1.00000;97.14693;96.46141;97.59412;97.59393;111.79469;112.30932;112.30932;10.05823;0.27038;0.02688;8.50840;499.98947;474.69247;390.35345;393.50696;-6.25980;-1.67423;21.02540;19.61404;10.59190;10.68009;0.60714;0.60059;8.22066;-30.68554;1.04834;3.15013;3.36571;1.91153
98.78217;98.44458;0.01012;0.00984;0.00365;1.00000;1.00000;96.46959;95.85271;96.97775;96.97749;111.01522;111.60001;111.60001;10.15627;0.27521;0.02710;8.32222;499.12622;475.02872;394.12109;395.46487;-4.85145;-1.59494;21.11800;19.75767;10.69040;10.73325;0.59639;0.59334;9.34112;-30.09116;-0.41485;3.12147;3.32588;1.88798
96.34234;97.25735;0.01038;0.00993;0.00372;1.00000;1.00000;95.91791;95.53484;96.65568;96.65556;110.38036;111.22937;111.22938;10.02066;0.27806;0.02775;9.09161;502.36902;474.40381;394.98001;396.96255;-5.46353;-0.23408;21.35311;19.75779;10.71752;10.77201;0.59676;0.59277;13.54143;-33.61488;1.40519;3.16744;3.38833;1.91511
98.55566;97.17228;0.01015;0.00987;0.00365;1.00000;1.00000;95.51743;95.04988;96.16474;96.16470;109.91949;110.66441;110.66441;10.05464;0.27960;0.02781;9.91818;499.10242;471.16486;392.79593;396.69925;-5.73636;0.63061;21.26837;19.66876;10.66120;10.76439;0.59092;0.58620;12.62195;-32.58343;2.72722;3.12143;3.33772;1.89148
99.75540;101.41988;0.01002;0.00988;0.00361;1.00000;1.00000;94.97163;94.25983;95.36517;95.36509;109.29140;109.74429;109.74429;10.32500;0.28330;0.02744;8.90263;491.70563;468.72672;393.71289;396.53894;-3.96831;0.17129;21.04360;19.72448;10.68886;10.76813;0.57417;0.57263;8.80327;-27.63275;0.67072;3.00590;3.19023;1.81469
97.78553;92.92816;0.01023;0.01008;0.00361;1.00000;1.00000;94.26019;93.56670;94.66357;94.66341;108.47269;108.93689;108.93687;10.42083;0.28833;0.02767;8.55444;489.63010;468.03571;396.75641;397.77502;-2.71369;0.38153;21.09533;19.84027;10.78453;10.81483;0.56397;0.56409;9.21621;-26.46932;-0.00872;2.96195;3.13420;1.78297
97.96698;98.29942;0.01021;0.00999;0.00377;1.00000;1.00000;93.62497;93.14130;94.23283;94.23273;107.74169;108.44121;108.44119;10.30025;0.29204;0.02835;8.67206;492.19272;467.34259;398.26120;398.77090;-2.97322;1.57309;21.32953;19.86545;10.83907;10.84989;0.56135;0.56280;12.98656;-29.25392;1.11051;2.99425;3.17478;1.79963
98.26346;98.84353;0.01018;0.00994;0.00365;1.00000;1.00000;93.18284;92.83779;93.92558;93.92557;107.23290;108.08763;108.08763;10.30689;0.29399;0.02852;9.64670;493.77625;465.91330;396.98178;399.30234;-3.55863;2.60667;21.46857;19.81994;10.81021;10.86918;0.56066;0.56311;16.10595;-32.03213;2.03672;3.03198;3.22032;1.82167
96.87720;99.24574;0.01032;0.00981;0.00364;1.00000;1.00000;92.79147;92.26626;93.34731;93.34731;106.78252;107.42217;107.42217;10.36276;0.29587;0.02855;9.68502;488.43076;462.31219;395.22098;398.54218;-3.28703;2.98234;21.29552;19.74272;10.76918;10.85979;0.55153;0.55446;13.46765;-29.22452;2.59837;2.94930;3.12701;1.77566
98.45184;100.56315;0.01016;0.00993;0.00364;1.00000;1.00000;92.21177;91.53203;92.60438;92.60435;106.11541;106.56721;106.56723;10.62939;0.30040;0.02826;8.94913;483.06616;460.75217;397.13699;399.18158;-1.52663;2.53800;21.17757;19.84429;10.84143;10.90102;0.53895;0.54265;11.10486;-25.60409;0.34654;2.85941;3.01414;1.71413
97.45748;102.37511;0.01026;0.00986;0.00365;1.00000;1.00000;91.55725;90.97564;92.04128;92.04123;105.36221;105.91921;105.91921;10.54169;0.30508;0.02894;8.74476;482.96713;460.23526;399.51233;400.39890;-0.84608;3.04911;21.31513;19.93589;10.93210;10.95614;0.53250;0.53768;12.74203;-25.94459;0.44023;2.84825;2.99713;1.70192
98.00257;96.31128;0.01020;0.00989;0.00367;1.00000;1.00000;91.01930;90.61829;91.67957;91.67955;104.74315;105.50296;105.50295;10.55764;0.30831;0.02920;8.99415;485.54712;459.39670;400.15448;401.09167;-1.26436;4.17637;21.54212;19.93821;10.96712;10.98838;0.53108;0.53871;16.35795;-28.86030;1.50337;2.89049;3.04431;1.72371
98.33810;101.55377;0.01017;0.01012;0.00372;1.00000;1.00000;90.64542;90.36389;91.42216;91.42216;104.31290;105.20676;105.20676;10.56337;0.31005;0.02935;9.26302;486.92322;458.15897;399.29306;401.14020;-1.67804;4.93411;21.66611;19.89573;10.95104;10.99797;0.53054;0.54001;19.07720;-31.24781;1.88395;2.92879;3.08532;1.74402
99.87318;104.64629;0.01001;0.00995;0.00365;1.00000;1.00000;90.35635;90.06245;91.11732;91.11729;103.98024;104.85594;104.85594;10.58598;0.31140;0.02942;10.01527;485.59799;456.32123;397.83932;401.06335;-1.77237;5.34500;21.65239;19.84556;10.91650;11.00715;0.52735;0.53796;19.22267;-31.18834;2.20398;2.86879;3.07076;1.73816
98.50948;98.44458;0.01015;0.00995;0.00365;1.00000;1.00000;89.99734;89.46204;90.51004;90.51004;103.56709;104.15710;104.15711;10.65319;0.31357;0.02943;11.00345;478.76968;452.88373;396.23688;400.76892;-1.07676;5.33212;21.41092;19.80426;10.88578;11.02517;0.51656;0.52739;15.21650;-27.09236;2.44165;2.80085;2.94516;1.67287
99.26943;99.58176;0.01007;0.01001;0.00368;1.00000;1.00000;89.37277;88.50861;89.54537;89.54533;102.84835;103.04697;103.04700;10.95772;0.31940;0.02915;9.59097;469.90906;450.45529;397.99164;401.65311;1.10854;4.84587;21.17772;19.95572;10.97913;11.10393;0.50111;0.50948;9.39197;-20.00292;1.05797;2.63774;2.75675;1.57068
99.19238;101.93679;0.01008;0.00993;0.00371;1.00000;1.00000;88.49863;87.61509;88.64103;88.64078;101.84241;102.00628;102.00627;11.08978;0.32765;0.02955;8.55694;466.88571;450.59634;402.99454;403.99490;3.26879;4.67811;21.27466;20.23164;11.19315;11.23390;0.49192;0.49758;8.71642;-17.31483;-1.03379;2.56703;2.67100;1.52064
98.60748;100.74552;0.01014;0.01007;0.00381;1.00000;1.00000;87.69069;87.10097;88.12044;88.12026;100.91264;101.40720;101.40719;10.97003;0.33404;0.03045;8.86806;470.89087;451.01712;406.48230;406.22647;3.23987;5.96754;21.65524;20.35491;11.35206;11.33867;0.48892;0.49946;13.85989;-21.03123;0.08544;2.61857;2.71718;1.54126
99.40387;99.63136;0.01006;0.00989;0.00374;1.00000;1.00000;87.15820;86.76187;87.77712;87.77711;100.29987;101.01212;101.01212;10.95379;0.33666;0.03073;9.75852;473.50763;449.08817;404.95609;406.31134;2.01186;7.64401;21.87861;20.27108;11.32639;11.36050;0.48627;0.50497;17.86561;-24.72532;2.57668;2.67649;2.77606;1.57467
97.18248;98.01039;0.01029;0.01004;0.00369;1.00000;1.00000;86.73775;86.30217;87.31201;87.31201;99.81602;100.47687;100.47687;10.83949;0.33907;0.03128;9.64935;471.40332;446.62158;403.44901;405.43732;2.10151;8.02915;21.85365;20.22415;11.30388;11.36213;0.48169;0.50212;18.30456;-24.93580;1.95210;2.66174;2.75726;1.56306
97.59758;102.18679;0.01025;0.01030;0.00378;1.00000;1.00000;86.27769;85.80892;86.81303;86.81303;99.28660;99.90265;99.90266;11.03766;0.34242;0.03102;9.60341;468.91769;445.00623;403.40765;405.28061;2.74157;8.08638;21.83383;20.25439;11.33670;11.39213;0.47672;0.49683;18.21885;-24.20480;1.20554;2.63116;2.71895;1.54091
99.69868;100.46213;0.01003;0.00975;0.00366;1.00000;1.00000;85.79933;85.34430;86.34304;86.34304;98.73611;99.36180;99.36181;10.92541;0.34607;0.03168;9.34529;467.88031;443.53360;403.81750;405.31030;3.00016;8.55884;21.90237;20.27804;11.38681;11.42791;0.47221;0.49448;18.95793;-24.31334;1.48720;2.61876;2.70051;1.53010
97.43491;99.21619;0.01026;0.01004;0.00366;1.00000;1.00000;85.34949;84.93393;85.92794;85.92793;98.21844;98.88412;98.88411;10.95238;0.34933;0.03190;10.47864;467.27826;442.14996;403.31976;406.10129;3.04697;9.14190;21.98038;20.29053;11.40214;11.48974;0.46827;0.49340;19.89676;-24.78655;1.93004;2.61541;2.69234;1.52547
98.27882;100.84711;0.01018;0.00999;0.00369;1.00000;1.00000;84.87673;84.26512;85.25135;85.25134;97.67440;98.10551;98.10550;11.02509;0.35317;0.03203;11.87007;461.54831;438.81400;402.27234;406.40829;3.51884;9.50086;21.83886;20.29117;11.41533;11.56132;0.45924;0.48495;16.45162;-21.08523;2.80593;2.50549;2.58059;1.46767
98.50352;97.75171;0.01015;0.00991;0.00361;1.00000;1.00000;84.17282;83.23875;84.21284;84.21272;96.86436;96.91041;96.91042;11.32351;0.36050;0.03184;15.79039;452.42117;436.05869;402.88367;407.79443;5.61095;9.00670;21.62792;20.50006;11.52088;11.71618;0.44939;0.46622;10.40861;-14.00778;1.41977;2.33435;2.40719;1.33430
96.14000;98.08730;0.01040;0.01020;0.00373;1.00000;1.00000;83.15124;81.89371;82.85158;82.85088;95.68874;95.34389;95.34389;11.49982;0.37170;0.03232;-6.40779;442.41309;433.41153;405.02628;410.29501;8.28655;8.57877;21.49153;20.86163;11.73602;11.96323;0.44102;0.44462;4.32034;-6.32632;0.15126;2.19633;2.24756;1.23261
99.94308;101.84336;0.01001;0.00981;0.00351;1.00000;1.00000;81.81631;80.29345;81.23171;81.22997;94.15253;93.47979;93.47979;11.68144;0.38716;0.03314;13.85442;433.62787;430.75046;409.81216;413.41974;10.88269;8.78279;21.54984;21.34804;12.12072;12.29774;0.43640;0.42476;-1.16814;1.22415;-0.26435;2.04254;2.12863;1.14288
96.67345;96.45992;0.01034;0.01011;0.00369;1.00000;1.00000;80.28218;78.76215;79.68131;79.67838;92.38708;91.69563;91.69563;11.77209;0.40394;0.03431;1.07104;427.27737;428.39008;415.92798;416.52457;12.79790;9.65238;21.76799;21.85534;12.61127;12.65196;0.43455;0.41172;1.13156;1.05691;-2.54221;2.01305;2.00873;1.06386
100.74899;100.97951;0.00993;0.01011;0.00369;1.00000;1.00000;78.79362;77.47062;78.37341;78.37098;90.67409;90.19051;90.19051;11.71836;0.42307;0.03610;6.81588;431.17596;429.70413;423.03241;421.31302;13.88586;11.27235;22.51111;22.39908;13.16220;13.08429;0.43415;0.41449;2.11478;2.83368;-0.53737;1.91718;2.00289;1.03077
91.34866;86.91873;0.01095;0.00974;0.00366;1.00000;1.00000;77.51862;76.50245;77.39294;77.39178;89.20684;89.06221;89.06221;11.69607;0.43540;0.03723;8.97983;433.43851;428.55359;424.47183;421.86673;14.06022;12.60265;22.97052;22.58319;13.42566;13.27837;0.43007;0.42080;8.66913;-2.28438;-0.94445;1.95619;1.98422;1.03422
98.56362;101.65701;0.01015;0.01101;0.00392;1.00000;1.00000;76.52930;75.74412;76.62521;76.62501;88.06834;88.17872;88.17873;11.65303;0.44352;0.03806;11.75107;435.61240;425.52960;421.83725;421.04852;12.79037;14.75306;23.34589;22.52123;13.45905;13.37650;0.41526;0.43811;14.47687;-7.28205;2.02172;2.02309;1.99792;1.05574
100.43324;101.34792;0.00996;0.00990;0.00370;1.00000;1.00000;75.67448;74.77293;75.64253;75.64251;87.08463;87.04788;87.04788;11.67364;0.45085;0.03862;11.96143;430.76715;419.25919;418.18582;418.49649;12.10742;16.12398;23.35813;22.40554;13.46607;13.45909;0.40135;0.44418;13.76278;-6.52290;4.09143;1.96495;1.94379;1.03521
95.38757;98.89240;0.01048;0.00982;0.00356;1.00000;1.00000;74.68877;73.66307;74.51964;74.51959;85.95031;85.75568;85.75568;11.73242;0.46270;0.03944;9.65524;425.10471;415.74863;418.22964;418.38123;13.68317;15.81761;23.41379;22.64048;13.69700;13.70896;0.40535;0.43128;12.27887;-4.26619;1.18893;1.88651;1.87350;0.97591
98.72404;97.35203;0.01013;0.01009;0.00366;1.00000;1.00000;73.62228;72.64668;73.49126;73.49118;84.72301;84.57224;84.57224;11.61316;0.47668;0.04105;10.89685;423.19336;414.41534;419.66260;420.10318;15.07817;15.94098;23.72908;22.97875;14.02216;14.03555;0.41195;0.42612;13.72563;-4.42228;-0.44957;1.86658;1.83467;0.95071
99.60970;100.23053;0.01004;0.00981;0.00363;1.00000;1.00000;72.58462;71.57397;72.40586;72.40575;83.52889;83.32318;83.32318;11.60829;0.48971;0.04219;17.77627;419.92099;410.48694;418.93570;420.94446;14.98945;17.31849;24.00462;23.15256;14.26346;14.35318;0.40289;0.43490;13.29579;-3.34845;2.31502;1.80857;1.78126;0.91947
99.71606;101.94719;0.01003;0.00988;0.00357;1.00000;1.00000;71.45029;70.24275;71.05888;71.05846;82.22353;81.77309;81.77309;11.64297;0.50618;0.04348;-53.83197;413.18985;405.87497;419.08594;421.74597;15.89851;17.96091;24.19312;23.51588;14.62105;14.79104;0.40342;0.43295;9.62957;0.93476;2.68612;1.68231;1.70291;0.83766
96.89417;101.63634;0.01032;0.00983;0.00362;1.00000;1.00000;70.11136;68.72556;69.52348;69.52228;80.68272;80.00620;80.00621;11.65296;0.52825;0.04533;6.75319;405.96970;403.20236;420.98840;424.15936;18.31912;17.57731;24.49681;24.24438;15.18647;15.42610;0.42621;0.41675;5.86487;5.84068;0.01564;1.55744;1.64454;0.75020
99.39935;94.13537;0.01006;0.00987;0.00362;1.00000;1.00000;68.18301;67.14961;67.92841;67.92584;78.46362;78.17062;78.17061;11.68169;0.55153;0.04721;13.65894;398.15436;399.18878;422.95667;425.26172;20.24392;17.64439;24.82195;24.94263;15.86278;16.03932;0.44976;0.40795;6.08593;6.06149;-2.56345;1.56666;1.56213;0.70508
99.70930;103.76673;0.01003;0.00996;0.00372;1.00000;1.00000;66.14171;65.66239;66.42283;66.41897;76.11452;76.43803;76.43803;11.56098;0.58351;0.05047;1.33623;398.61365;399.52853;430.79700;430.45023;21.26710;19.31220;25.89605;25.98118;17.00052;16.96401;0.46403;0.42879;7.40644;7.32352;-0.99050;1.53057;1.52853;0.65922
98.83024;99.26543;0.01012;0.00994;0.00369;1.00000;1.00000;64.20410;64.33083;65.07475;65.07198;73.88477;74.88668;74.88667;11.31296;0.61552;0.05441;6.56601;401.92087;401.26593;437.09677;435.19110;22.17524;20.80789;27.08211;26.98838;18.05380;17.90741;0.47929;0.45378;8.62618;8.76793;0.29935;1.42761;1.51749;0.62079
97.91319;95.14747;0.01021;0.00979;0.00357;1.00000;1.00000;62.44947;63.17416;63.90392;63.90273;71.86558;73.53931;73.53931;11.15460;0.63662;0.05707;7.70587;401.63095;398.95306;435.95865;433.42902;22.61602;21.56548;27.68716;27.35992;18.54917;18.31547;0.48665;0.46819;12.86275;4.19190;-0.96873;1.48341;1.45783;0.61673
98.37474;98.90218;0.01017;0.01007;0.00369;1.00000;1.00000;60.91860;62.14619;62.86364;62.86340;70.10387;72.34219;72.34219;11.00566;0.65592;0.05960;9.83621;402.09650;395.88480;433.26852;431.95975;21.89853;23.27761;28.32701;27.55879;18.90357;18.69514;0.47047;0.50524;17.25867;0.33845;1.02673;1.56117;1.42885;0.62256
98.86164;99.53220;0.01012;0.00992;0.00360;1.00000;1.00000;59.49947;61.08289;61.78790;61.78786;68.47076;71.10424;71.10424;10.86530;0.67514;0.06214;8.81470;400.88724;391.15378;431.20084;429.23999;20.90943;25.12363;28.92726;27.71483;19.31911;19.06195;0.44914;0.55023;18.96840;-1.43314;3.44944;1.56343;1.40235;0.63296
99.83081;99.58176;0.01002;0.01019;0.00369;1.00000;1.00000;58.09826;60.10551;60.79919;60.79919;66.85828;69.96646;69.96647;10.72258;0.69641;0.06495;8.43862;401.10712;388.46051;430.24191;428.70978;20.94431;26.11634;29.62640;28.04963;19.79321;19.60074;0.44894;0.57853;22.04303;-3.91900;2.88628;1.63577;1.42008;0.63281
98.92970;98.28011;0.01011;0.00999;0.00366;1.00000;1.00000;56.81836;59.29715;59.98158;59.98151;65.38540;69.02557;69.02557;10.58774;0.71594;0.06762;8.25660;402.78891;387.14328;429.39322;428.51373;21.30015;26.71736;30.33067;28.36015;20.22586;20.07204;0.45607;0.59841;26.23834;-7.52468;1.58915;1.76970;1.44689;0.64843
97.57858;97.63718;0.01025;0.00978;0.00356;1.00000;1.00000;55.72589;58.55106;59.22709;59.22680;64.12821;68.15732;68.15731;10.46076;0.73100;0.06988;10.20891;401.30066;384.83951;426.27261;426.95486;20.90725;27.65251;30.64787;28.52059;20.43328;20.40279;0.44742;0.62628;26.03606;-7.28278;3.32255;1.77137;1.44261;0.65777
98.83061;99.07858;0.01012;0.01002;0.00353;1.00000;1.00000;54.63036;57.54899;58.21368;58.21359;62.86750;66.99112;66.99111;10.34573;0.75041;0.07253;10.80647;395.30313;379.90900;424.06314;425.73358;21.06614;27.97786;30.91923;28.86986;20.86055;20.99204;0.45211;0.64173;22.70995;-4.50995;3.85859;1.64596;1.37406;0.60109
96.78512;99.31474;0.01033;0.00990;0.00358;1.00000;1.00000;53.30143;56.43374;57.08557;57.08551;61.33819;65.69290;65.69290;10.18212;0.78061;0.07666;7.71889;392.23819;377.62585;426.55283;427.55875;22.69522;27.53721;31.77084;29.76461;21.87026;21.99578;0.49484;0.63839;22.56166;-4.24775;0.97712;1.61443;1.32094;0.54159
95.93333;93.77345;0.01042;0.01013;0.00364;1.00000;1.00000;51.91091;55.54880;56.19023;56.19006;59.73801;64.66257;64.66256;9.97519;0.81155;0.08136;7.18703;394.53061;379.53516;429.70865;429.86295;24.21952;27.57095;32.91031;30.77224;22.92972;22.88734;0.53805;0.64675;25.83701;-6.61489;-1.74195;1.73439;1.30917;0.55411
98.72836;96.78667;0.01013;0.01005;0.00371;1.00000;1.00000;50.76549;55.01882;55.65403;55.65402;58.41989;64.04551;64.04551;9.78505;0.83366;0.08520;7.45990;400.66153;382.71262;430.86963;429.93130;24.16505;28.95579;33.94997;31.33363;23.60250;23.26896;0.53527;0.69375;31.97909;-11.48805;-0.93492;1.99787;1.44458;0.61137
98.35194;97.43740;0.01017;0.00975;0.00360;1.00000;1.00000;49.99451;54.57922;55.20956;55.20900;57.53266;63.53403;63.53403;9.57257;0.84241;0.08800;8.91986;400.72766;381.08585;426.15265;425.59625;22.27082;31.06273;34.10018;31.20579;23.52891;23.18495;0.48431;0.76496;31.64034;-11.11143;4.47389;1.99706;1.46432;0.66162
98.06352;94.96677;0.01020;0.00988;0.00352;1.00000;1.00000;49.22166;53.74631;54.36737;54.36695;56.64328;62.56485;62.56485;9.46368;0.85600;0.09045;10.43984;392.98425;374.26840;421.05350;421.45947;21.33091;31.83112;34.07415;31.27707;23.61881;23.56202;0.46450;0.80451;26.28698;-7.07980;7.48316;1.77956;1.36511;0.65741
96.32126;90.27715;0.01038;0.00994;0.00348;1.00000;1.00000;48.08474;52.58531;53.19305;53.19296;55.33493;61.21347;61.21346;9.32787;0.88675;0.09507;7.96451;385.06354;369.05215;420.18457;421.52405;23.03849;30.64167;34.67752;32.22449;24.46009;24.73161;0.52095;0.78384;22.40901;-4.05357;3.56509;1.62127;1.26485;0.50944
96.62999;90.21200;0.01035;0.01032;0.00364;1.00000;1.00000;46.63597;51.51189;52.10687;52.10508;53.66771;59.96352;59.96352;9.07836;0.92898;0.10233;6.59475;384.73514;370.54889;422.93073;424.15326;25.92513;29.44059;36.19356;33.91309;25.90291;26.14491;0.62389;0.75832;23.80489;-5.16129;-2.18231;1.67425;1.21005;0.46706
98.61176;99.05894;0.01014;0.00999;0.00365;1.00000;1.00000;45.26269;50.74788;51.33339;51.33086;52.08737;59.07342;59.07342;8.79994;0.96684;0.10987;6.69702;388.50729;375.71332;425.85376;425.99207;27.12090;30.17988;37.64076;35.44495;27.32132;27.13041;0.67144;0.79628;27.19083;-7.39687;-2.88425;1.80460;1.28301;0.49622
97.91119;100.61375;0.01021;0.00976;0.00363;1.00000;1.00000;44.18345;50.16133;50.73946;50.73707;50.84541;58.38993;58.38993;8.60526;0.98623;0.11461;6.78684;390.72919;374.18027;422.76852;422.74628;26.04404;31.99708;38.49303;35.51049;27.78420;27.32814;0.63540;0.87443;27.77454;-8.85508;1.29424;1.80854;1.33084;0.52523
99.31038;97.28573;0.01007;0.01003;0.00349;1.00000;1.00000;43.31088;49.62292;50.19423;50.19170;49.84127;57.76249;57.76249;8.45842;1.00491;0.11881;6.71460;391.15881;372.66473;420.24420;419.79855;25.52377;33.10871;39.06903;35.73709;28.11869;27.66399;0.62053;0.92935;29.02067;-8.92096;2.59214;1.86392;1.34644;0.54763
96.80979;93.40556;0.01033;0.00979;0.00348;1.00000;1.00000;42.54876;49.13233;49.69730;49.69318;48.96424;57.19064;57.19063;8.39754;1.01550;0.12093;6.66251;387.84164;369.97702;415.60779;415.23676;25.76754;32.74358;38.93177;35.74166;28.04004;27.68032;0.63289;0.92152;29.15060;-9.42009;1.34314;1.87188;1.35222;0.53810
100.21554;100.44194;0.00998;0.01017;0.00365;1.00000;1.00000;41.90471;48.74787;49.30747;49.29860;48.22308;56.74203;56.74203;8.37062;1.02272;0.12218;6.62519;384.01492;367.53186;411.24954;411.25806;26.20787;32.02455;38.63683;35.67579;27.91408;27.56376;0.65251;0.89645;30.64318;-10.30167;-0.03656;1.97416;1.35808;0.53138
98.13422;97.41841;0.01019;0.00995;0.00356;1.00000;1.00000;41.42860;48.53931;49.09511;49.07478;47.67518;56.49764;56.49764;8.36547;1.02304;0.12229;6.60581;380.99149;365.16544;407.76437;407.91797;26.27500;31.53799;38.30730;35.42115;27.72835;27.28654;0.65704;0.87826;30.31271;-10.91456;-0.30098;1.95884;1.36183;0.53058
98.91148;98.50275;0.01011;0.00991;0.00363;1.00000;1.00000;41.17199;48.53556;49.08925;49.05033;47.37988;56.49091;56.49090;8.35732;1.02382;0.12251;6.59073;381.15982;365.54657;407.98163;408.08331;26.38769;31.49831;38.35112;35.46084;27.80953;27.27014;0.66127;0.87599;30.33993;-10.96769;-0.11207;1.96095;1.36447;0.53079
100.39176;96.29273;0.00996;0.00994;0.00364;1.00000;1.00000;41.16831;48.72601;49.27915;49.21762;47.37565;56.70944;56.70945;8.38069;1.02064;0.12178;6.60858;382.81653;367.50491;410.01608;410.15140;26.60658;31.42905;38.41336;35.55788;27.88018;27.28613;0.66703;0.86894;30.31218;-11.03597;-0.43020;1.96293;1.37138;0.51868
99.96114;98.38646;0.01000;0.00970;0.00362;1.00000;1.00000;41.41344;49.07454;49.62833;49.54529;47.65774;57.11126;57.11126;8.42553;1.01458;0.12042;6.65085;385.71747;370.81494;413.60324;413.78665;26.93527;31.32736;38.50627;35.70732;27.97086;27.31598;0.67495;0.85772;30.36109;-11.01602;-0.65157;1.96938;1.38081;0.52257
100.17571;100.75566;0.00998;0.00983;0.00365;1.00000;1.00000;41.86661;49.53381;50.08901;49.99107;48.17923;57.64140;57.64140;8.48527;1.00665;0.11864;6.25461;389.73853;375.01431;418.45300;418.39490;27.37770;31.17940;38.65373;35.87922;28.09851;27.34359;0.68551;0.84347;30.79796;-11.42050;-1.24457;1.99592;1.40041;0.53288
101.17098;102.60619;0.00988;0.00961;0.00356;1.00000;1.00000;42.50240;50.23654;50.79561;50.70007;48.91089;58.45455;58.45454;8.52934;1.00170;0.11744;5.81276;401.23227;384.27011;427.37424;427.06882;28.34373;31.36604;39.48758;36.35775;28.55519;27.60020;0.70703;0.83733;35.30778;-15.98885;-3.57417;2.23963;1.54809;0.61367
102.83759;99.70090;0.00972;0.00959;0.00356;1.00000;1.00000;43.47166;51.30453;51.87179;51.81506;50.02629;59.69299;59.69299;8.51674;1.00319;0.11779;5.70935;424.42670;402.32187;442.66135;442.86234;29.45731;32.91623;41.40444;37.43911;29.53959;28.32696;0.72203;0.87464;43.64671;-22.87683;-4.71400;2.71015;1.84946;0.78441
104.92945;107.68899;0.00953;0.00942;0.00344;1.00000;1.00000;44.79640;52.51487;53.09330;53.08812;51.55078;61.09868;61.09868;8.44090;1.01155;0.11984;5.60270;455.51712;426.21100;462.56186;463.26599;30.62584;35.55030
