  _Vind,_kias ;   _Vind,_keas ;   Vtrue,_ktas ;   Vtrue,_ktgs ;   _Vind,__mph ;   Vtrue,mphas ;   Vtrue,mphgs ;   SLprs,_inHG ;   SLtmp,_degC ;   _wind,speed ;   _wind,__dir ;   __trb,_locl ;   _prec,_locl ;   _hail,_locl ;   __lat,__deg ;   __lon,__deg ;   __alt,ftmsl ;   __alt,ftagl ;   ___on,runwy ;   __alt,__ind ;   __lat,orign ;   __lon,orign ;   __L/D,ratio ;   ___cl,total ;   ___cd,total ;   __L/D,*etaP ;   wing1,_lift ;   wing1,_lift ;   wing2,_lift ;   wing2,_lift ;   wing3,_lift ;   wing3,_lift ;   wing1,_drag ;   wing1,_drag ;   wing2,_drag ;   wing2,_drag ;   wing3,_drag ;   wing3,_drag ; 
59.91863;62.43141;63.40332;63.29611;68.95313;72.96323;72.96323;29.92;15;0;0;0;0;0;-36.75135;-73.05424;1052.24463;1021.97943;0;1036.68091;-36.5;-73;10.30436;0.73677;0.0715;7.61934;485.67587;442.35461;470.15942;472.51849;21.20385;34.2009;36.03727;30.88493;22.01757;22.02378;0.45862;0.78949; 
59.71579;62.5063;63.48524;63.37503;68.71971;73.05751;73.0575;29.92;15;0;0;0;0;0;-36.75106;-73.05416;1058.52319;1028.65479;0;1043.09351;-36.5;-73;10.20898;0.73879;0.07237;7.6092;491.71976;444.82831;471.67841;472.63977;19.94536;36.01864;36.54525;30.96442;22.17128;21.99488;0.43824;0.8422; 
59.73713;62.64301;63.6301;63.51284;68.74426;73.22421;73.22422;29.92;15;0;0;0;0;0;-36.75077;-73.05408;1064.94434;1035.47058;0;1049.40515;-36.5;-73;10.18664;0.73486;0.07214;7.78791;493.32443;444.81744;469.60672;470.67343;18.72108;36.98849;36.43137;30.72752;21.88969;21.78441;0.42021;0.86864; 
59.83428;62.63607;63.62919;63.51078;68.85606;73.22317;73.22317;29.92;15;0;0;0;0;0;-36.75048;-73.05401;1071.51001;1042.43103;0;1055.85181;-36.5;-73;10.23659;0.73172;0.07148;7.92811;490.12958;443.34555;467.6022;469.67181;18.94973;36.30275;36.05005;30.58889;21.66139;21.72334;0.42338;0.84713; 
59.828;62.49224;63.48912;63.37521;68.84884;73.06197;73.06197;29.92;15;0;0;0;0;0;-36.7502;-73.05393;1077.96887;1049.27576;0;1062.33423;-36.5;-73;10.27667;0.73421;0.07144;7.86606;486.93744;442.60742;467.96298;470.74963;20.05277;35.19142;35.92977;30.72895;21.75828;21.88762;0.43971;0.81577; 
59.69545;62.35907;63.35976;63.24894;68.6963;72.91312;72.91312;29.92;15;0;0;0;0;0;-36.74991;-73.05385;1084.33228;1056.00696;0;1068.8009;-36.5;-73;10.25802;0.73903;0.07204;7.69442;487.09976;443.09885;469.78442;471.91556;20.57878;35.0453;36.16184;30.94617;22.03221;22.0453;0.44776;0.81345; 
59.56094;62.35261;63.35907;63.24682;68.54151;72.91232;72.91231;29.92;15;0;0;0;0;0;-36.74963;-73.05377;1090.6377;1062.67822;0;1075.14868;-36.5;-73;10.21185;0.74127;0.07259;7.62199;489.85883;444.10144;470.61514;472.00146;20.10727;35.83237;36.44404;31.00712;22.15022;22.05225;0.44025;0.83729; 
59.53447;62.43486;63.44866;63.3315;68.51104;73.01542;73.01541;29.92;15;0;0;0;0;0;-36.74934;-73.0537;1097.07446;1069.4823;0;1081.51685;-36.5;-73;10.18447;0.73949;0.07261;7.68374;491.95166;444.51187;469.95206;470.88263;19.3233;36.59284;36.4953;30.89058;22.04744;21.92295;0.42849;0.85887; 
59.59513;62.48503;63.50575;63.3862;68.58086;73.08112;73.08111;29.92;15;0;0;0;0;0;-36.74906;-73.05362;1103.6001;1076.37256;0;1087.9386;-36.5;-73;10.20533;0.73618;0.07214;7.79186;490.97723;443.65741;468.11252;469.64413;19.08731;36.47767;36.2635;30.71434;21.82561;21.80253;0.42512;0.85423; 
59.64259;62.44989;63.47616;63.35854;68.63547;73.04707;73.04707;29.92;15;0;0;0;0;0;-36.74877;-73.05354;1110.15698;1083.29468;0;1094.46802;-36.5;-73;10.24021;0.73515;0.07179;7.81819;488.67981;442.69565;467.13373;469.53619;19.52662;35.80095;36.05597;30.66944;21.73658;21.81108;0.43159;0.83421; 
59.61832;62.37916;63.4103;63.29527;68.60754;72.97128;72.97128;29.92;15;0;0;0;0;0;-36.74849;-73.05346;1116.61401;1090.11499;0;1100.97815;-36.5;-73;10.2426;0.73772;0.07202;7.74607;488.15012;442.88324;468.29553;470.56308;20.01327;35.49545;36.13914;30.80409;21.88826;21.92945;0.43889;0.82609; 
59.55376;62.352;63.38873;63.27436;68.53325;72.94644;72.94644;29.92;15;0;0;0;0;0;-36.7482;-73.05338;1123.07214;1096.93933;0;1107.48865;-36.5;-73;10.22327;0.73964;0.07235;7.67149;489.19437;443.375;469.16837;471.02298;19.99362;35.72482;36.30198;30.88234;22.00325;21.97854;0.43852;0.83357; 
59.52475;62.39194;63.43536;63.31934;68.49986;73.00011;73.00013;29.92;15;0;0;0;0;0;-36.74791;-73.05331;1129.52576;1103.75757;0;1113.93738;-36.5;-73;10.20182;0.73904;0.07244;7.67757;490.76004;443.88867;469.33716;470.7337;19.62609;36.1679;36.39959;30.86282;22.00633;21.93392;0.43301;0.84644; 
59.5549;62.44165;63.49199;63.37334;68.53456;73.06528;73.06528;29.92;15;0;0;0;0;0;-36.74763;-73.05322;1136.03113;1110.62598;0;1120.38452;-36.5;-73;10.20519;0.73755;0.07227;7.73396;490.93549;443.70062;468.5022;469.95618;19.332;36.31579;36.31785;30.76252;21.89306;21.84593;0.42873;0.85006; 
59.60293;62.45388;63.51054;63.3922;68.58983;73.08662;73.08662;29.92;15;0;0;0;0;0;-36.74734;-73.05315;1142.5675;1117.63196;0;1126.88123;-36.5;-73;10.22915;0.73528;0.07188;7.77793;489.52637;442.86865;467.14368;469.32498;19.4083;35.968;36.12218;30.65547;21.74775;21.78518;0.42992;0.8394; 
59.62347;62.43166;63.49403;63.37719;68.61346;73.06763;73.06763;29.92;15;0;0;0;0;0;-36.74706;-73.05307;1149.07117;1125.22461;0;1133.40259;-36.5;-73;10.23541;0.7366;0.07197;7.76081;489.14822;443.1102;467.90179;470.1167;19.71784;35.75043;36.1504;30.73938;21.82678;21.86066;0.43454;0.83317; 
59.60791;62.41067;63.47877;63.36287;68.59557;73.05006;73.05006;29.92;15;0;0;0;0;0;-36.74677;-73.05299;1155.57019;1129.30383;0;1139.9375;-36.5;-73;10.23012;0.73765;0.07211;7.71766;489.29364;443.24841;468.45352;470.46866;19.80028;35.76588;36.21624;30.79038;21.89651;21.89879;0.43572;0.83405; 
59.5909;62.42429;63.49871;63.38248;68.57599;73.07301;73.07302;29.92;15;0;0;0;0;0;-36.74649;-73.05291;1162.05676;1133.44495;0;1146.43872;-36.5;-73;10.22046;0.73794;0.0722;7.69791;490.09106;443.56039;468.69617;470.54593;19.67372;35.96265;36.28449;30.80102;21.91821;21.89687;0.43385;0.83995; 
59.60456;62.46172;63.54288;63.42552;68.59171;73.12385;73.12386;29.92;15;0;0;0;0;0;-36.7462;-73.05283;1168.5791;1138.59143;0;1152.94312;-36.5;-73;10.21715;0.73708;0.07214;7.72388;490.60562;443.68314;468.43149;470.29446;19.47678;36.12254;36.27831;30.7596;21.87273;21.85575;0.431;0.84429; 
59.64123;62.48796;63.57574;63.45775;68.6339;73.16166;73.16165;29.92;15;0;0;0;0;0;-36.74591;-73.05276;1175.14221;1143.7749;0;1159.48059;-36.5;-73;10.22518;0.73596;0.07198;7.75223;490.3526;443.5155;468.01456;470.05392;19.43313;36.06508;36.20959;30.71329;21.81062;21.82347;0.43043;0.84218; 
59.67117;62.4881;63.58202;63.46443;68.66836;73.16888;73.16888;29.92;15;0;0;0;0;0;-36.74562;-73.05267;1181.67749;1148.93604;0;1166.00366;-36.5;-73;10.235;0.73557;0.07187;7.76008;489.76703;443.32681;467.91669;470.05045;19.55846;35.88096;36.15587;30.70553;21.79675;21.82016;0.43231;0.83667; 
59.67817;62.47849;63.57832;63.46151;68.67641;73.16462;73.16462;29.92;15;0;0;0;0;0;-36.74534;-73.0526;1188.16406;1154.05444;0;1172.50317;-36.5;-73;10.23709;0.73588;0.07188;7.74027;489.56564;443.30093;468.13718;470.20966;19.65587;35.80227;36.16236;30.72598;21.82355;21.83604;0.43374;0.83454; 
59.67445;62.48355;63.58955;63.47298;68.67213;73.17755;73.17755;29.92;15;0;0;0;0;0;-36.74505;-73.05252;1194.64282;1159.16284;0;1179.00146;-36.5;-73;10.23338;0.73616;0.07194;7.7212;489.91443;443.48502;468.39041;470.35483;19.64165;35.86385;36.20177;30.74308;21.84777;21.84351;0.43356;0.83647; 
59.68251;62.50746;63.62;63.50296;68.68141;73.21259;73.21258;29.92;15;0;0;0;0;0;-36.74477;-73.05244;1201.14478;1164.28955;0;1185.50085;-36.5;-73;10.23002;0.7358;0.07193;7.73316;490.34711;443.64255;468.36993;470.29681;19.52999;35.97622;36.2155;30.72881;21.83419;21.82467;0.43196;0.83962; 
59.70801;62.53232;63.65144;63.53394;68.71075;73.24878;73.24877;29.92;15;0;0;0;0;0;-36.74448;-73.05236;1207.6792;1169.44897;0;1192.02222;-36.5;-73;10.23278;0.73502;0.07183;7.75252;490.37711;443.60596;468.14548;470.13181;19.44688;36.00424;36.18345;30.69712;21.79536;21.79852;0.43078;0.84013; 
59.73508;62.54192;63.66736;63.54995;68.74191;73.2671;73.2671;29.92;15;0;0;0;0;0;-36.74419;-73.05228;1214.22327;1174.96399;0;1198.55688;-36.5;-73;10.24007;0.73451;0.07173;7.76306;490.03778;443.50473;468.01462;470.10434;19.50922;35.88771;36.139;30.68366;21.773;21.78955;0.43175;0.83654; 
59.7499;62.54074;63.67231;63.55538;68.75896;73.27279;73.27279;29.92;15;0;0;0;0;0;-36.7439;-73.05221;1220.74597;1180.94971;0;1205.08618;-36.5;-73;10.24322;0.7345;0.07171;7.75753;489.82242;443.45087;468.10855;470.17911;19.57246;35.81801;36.12958;30.68992;21.7818;21.79424;0.43268;0.83454; 
59.7534;62.54319;63.6809;63.56432;68.76298;73.28268;73.28268;29.92;15;0;0;0;0;0;-36.74362;-73.05212;1227.24402;1188.55164;0;1211.59363;-36.5;-73;10.24227;0.73463;0.07173;7.74051;489.92953;443.51974;468.28192;470.27725;19.58136;35.83163;36.14745;30.70066;21.79789;21.79977;0.43282;0.83502; 
59.76009;62.55822;63.70235;63.58562;68.77068;73.30737;73.30737;29.92;15;0;0;0;0;0;-36.74333;-73.05205;1233.7699;1196.18616;0;1218.1228;-36.5;-73;10.24044;0.73449;0.07172;7.74743;490.21814;443.65195;468.34;470.30478;19.52971;35.89289;36.16153;30.69807;21.79598;21.79288;0.4321;0.83676; 
59.77711;62.57678;63.72742;63.6104;68.79028;73.3362;73.3362;29.92;15;0;0;0;0;0;-36.74304;-73.05197;1240.31531;1203.84192;0;1224.66406;-36.5;-73;10.24188;0.734;0.07167;7.75371;490.31613;443.66705;468.24442;470.21991;19.47244;35.92165;36.14759;30.6798;21.77425;21.77634;0.4313;0.83741; 
59.7985;62.58846;63.74545;63.62838;68.81489;73.35695;73.35696;29.92;15;0;0;0;0;0;-36.74276;-73.05189;1246.81824;1211.4469;0;1231.16138;-36.5;-73;10.24624;0.73357;0.07159;7.76916;490.15173;443.63434;468.14005;470.19037;19.49624;35.85879;36.11735;30.66771;21.75528;21.76592;0.4317;0.83541; 
59.81337;62.59089;63.75409;63.63729;68.832;73.36689;73.36688;29.92;15;0;0;0;0;0;-36.74247;-73.05181;1253.35645;1219.09326;0;1237.69763;-36.5;-73;10.24859;0.73342;0.07156;7.76333;489.97165;443.5636;468.16306;470.19547;19.51926;35.82;36.10391;30.66558;21.75527;21.76376;0.43203;0.83425; 
59.81998;62.59303;63.7624;63.6459;68.8396;73.37646;73.37646;29.92;15;0;0;0;0;0;-36.74218;-73.05173;1259.85339;1226.6925;0;1244.20166;-36.5;-73;10.24901;0.73346;0.07156;7.7553;489.98914;443.59009;468.27466;470.27237;19.53404;35.81495;36.11105;30.6723;21.76441;21.76838;0.43225;0.83414; 
59.82542;62.60143;63.77709;63.66062;68.84586;73.39337;73.39337;29.92;15;0;0;0;0;0;-36.74189;-73.05165;1266.36011;1234.30322;0;1250.71423;-36.5;-73;10.24848;0.7334;0.07156;7.75844;490.14349;443.67178;468.33862;470.31567;19.51823;35.83853;36.12019;30.67345;21.76608;21.76659;0.43205;0.83482; 
59.83574;62.61429;63.79635;63.67972;68.85773;73.41553;73.41553;29.92;15;0;0;0;0;0;-36.7416;-73.05157;1272.88232;1241.93152;0;1257.23474;-36.5;-73;10.24944;0.73314;0.07153;7.76461;490.24649;443.72311;468.30664;470.30676;19.4955;35.84842;36.11446;30.66558;21.75385;21.75928;0.43176;0.835; 
59.85083;62.62444;63.81284;63.69611;68.87511;73.43451;73.4345;29.92;15;0;0;0;0;0;-36.74131;-73.0515;1279.40234;1249.55591;0;1263.74756;-36.5;-73;10.25265;0.73282;0.07148;7.77112;490.17111;443.72665;468.24664;470.28238;19.51181;35.8061;36.09467;30.65725;21.74076;21.75024;0.43206;0.83363; 
59.86362;62.62728;63.82186;63.70526;68.88982;73.44489;73.44489;29.92;15;0;0;0;0;0;-36.74103;-73.05141;1285.87488;1257.12463;0;1270.22192;-36.5;-73;10.25428;0.73265;0.07145;7.77323;490.03043;443.66708;468.22797;470.25031;19.52119;35.77939;36.0811;30.6523;21.73736;21.74454;0.43218;0.83282; 
59.86906;62.62858;63.82933;63.71296;68.89609;73.45349;73.45349;29.92;15;0;0;0;0;0;-36.74074;-73.05134;1292.38647;1264.73926;0;1276.73499;-36.5;-73;10.25448;0.73264;0.07145;7.76837;490.02103;443.65582;468.28653;470.2742;19.51583;35.78825;36.08465;30.65425;21.74261;21.74543;0.43209;0.8331; 
59.87324;62.63571;63.84278;63.72646;68.90089;73.46896;73.46896;29.92;15;0;0;0;0;0;-36.74045;-73.05126;1298.9137;1272.37268;0;1283.26904;-36.5;-73;10.25439;0.7326;0.07144;7.7649;490.13089;443.72726;468.35065;470.3363;19.51247;35.79773;36.09066;30.65693;21.74362;21.74684;0.43207;0.83336; 
59.88168;62.64382;63.85722;63.7408;68.91061;73.48557;73.48557;29.92;15;0;0;0;0;0;-36.74017;-73.05118;1305.44031;1280.00464;0;1289.79639;-36.5;-73;10.25613;0.73243;0.07141;7.77231;490.18304;443.76965;468.33334;470.34137;19.51547;35.78554;36.08556;30.65305;21.73622;21.74238;0.43216;0.83294; 
59.89233;62.65165;63.87134;63.75487;68.92287;73.50183;73.50184;29.92;15;0;0;0;0;0;-36.73988;-73.0511;1311.93738;1287.59497;0;1296.29053;-36.5;-73;10.25813;0.73222;0.07138;7.77662;490.15182;443.78714;468.30264;470.33698;19.52682;35.75821;36.07331;30.64823;21.7276;21.73678;0.43237;0.83206; 
59.90245;62.6545;63.8804;63.764;68.93451;73.51226;73.51226;29.92;15;0;0;0;0;0;-36.73959;-73.05102;1318.47571;1295.22339;0;1302.82983;-36.5;-73;10.25926;0.73207;0.07136;7.77657;490.03641;443.74808;468.27878;470.31512;19.53605;35.7339;36.06076;30.64435;21.72339;21.73236;0.43251;0.8313; 
59.90687;62.65539;63.88742;63.77118;68.9396;73.52034;73.52033;29.92;15;0;0;0;0;0;-36.7393;-73.05094;1324.98193;1302.81445;0;1309.33398;-36.5;-73;10.25926;0.73205;0.07136;7.77259;490.01056;443.73312;468.31775;470.32758;19.53358;35.73719;36.06166;30.64547;21.72685;21.73252;0.43245;0.83141; 
59.90875;62.65827;63.8964;63.78025;68.94176;73.53067;73.53067;29.92;15;0;0;0;0;0;-36.73901;-73.05087;1331.41846;1310.32434;0;1315.77271;-36.5;-73;10.25942;0.73205;0.07135;7.77306;490.0723;443.76642;468.36349;470.35956;19.52903;35.74747;36.06708;30.64771;21.7294;21.73364;0.4324;0.83172; 
59.914;62.6656;63.91004;63.79381;68.94781;73.54636;73.54636;29.92;15;0;0;0;0;0;-36.73872;-73.05078;1337.96973;1317.96777;0;1322.32642;-36.5;-73;10.26041;0.73194;0.07134;7.77533;490.15359;443.82236;468.36887;470.38614;19.52877;35.74479;36.06644;30.64635;21.7245;21.73192;0.43244;0.8316; 
59.92279;62.67171;63.92242;63.80612;68.95792;73.56062;73.56062;29.92;15;0;0;0;0;0;-36.73843;-73.0507;1344.50928;1325.59656;0;1328.86548;-36.5;-73;10.26226;0.73175;0.07131;7.7817;490.10614;443.82758;468.32889;470.37036;19.5399;35.71762;36.05396;30.64141;21.71629;21.72633;0.43263;0.83073; 
59.92972;62.67274;63.92959;63.81336;68.9659;73.56886;73.56886;29.92;15;0;0;0;0;0;-36.73815;-73.05063;1351.00232;1333.17078;0;1335.35742;-36.5;-73;10.2632;0.73165;0.07129;7.78303;490.00769;443.7912;468.30884;470.35223;19.54713;35.69964;36.04459;30.63884;21.71369;21.72351;0.43273;0.83018; 
59.93265;62.67341;63.93639;63.8203;68.96926;73.57668;73.57668;29.92;15;0;0;0;0;0;-36.73786;-73.05054;1357.49011;1340.73889;0;1341.84851;-36.5;-73;10.26256;0.73166;0.07129;7.77803;489.99567;443.784;468.35416;470.37308;19.54426;35.70549;36.04702;30.64077;21.7178;21.72465;0.43268;0.83036; 
59.93341;62.67424;63.94333;63.8273;68.97014;73.58467;73.58467;29.92;15;0;0;0;0;0;-36.73758;-73.05047;1363.9635;1348.29004;0;1348.32129;-36.5;-73;10.26238;0.73167;0.0713;7.77542;490.03598;443.79227;468.36911;470.37466;19.53866;35.71378;36.05071;30.64095;21.71887;21.72442;0.4326;0.83063; 
59.9361;62.68137;63.95674;63.84066;68.97324;73.60011;73.60011;29.92;15;0;0;0;0;0;-36.73729;-73.05039;1370.48315;1355.89478;0;1354.83789;-36.5;-73;10.26356;0.73159;0.07128;7.78092;490.12723;443.86099;468.39743;470.41574;19.54006;35.71319;36.05219;30.64154;21.7163;21.72397;0.43266;0.83057; 
59.94409;62.68533;63.96687;63.8507;68.98243;73.61176;73.61176;29.92;15;0;0;0;0;0;-36.737;-73.05031;1376.94263;1363.42859;0;1361.29907;-36.5;-73;10.26467;0.73143;0.07126;7.78661;490.06845;443.84808;468.34207;470.38599;19.54845;35.68887;36.03994;30.63609;21.70792;21.71882;0.43281;0.82979; 
59.94911;62.68631;63.974;63.85792;68.9882;73.61996;73.61997;29.92;15;0;0;0;0;0;-36.73671;-73.05023;1383.44409;1371.01062;0;1367.80005;-36.5;-73;10.26573;0.73135;0.07124;7.79108;489.98969;443.82361;468.3436;470.379;19.55503;35.67536;36.03346;30.63508;21.70761;21.71687;0.43289;0.82938; 
59.95089;62.68618;63.98;63.86404;68.99026;73.62688;73.62688;29.92;15;0;0;0;0;0;-36.73642;-73.05016;1389.95203;1378.60059;0;1374.30408;-36.5;-73;10.26562;0.73136;0.07124;7.78327;489.95996;443.81317;468.38348;470.39542;19.55453;35.67821;36.03454;30.63724;21.71158;21.71814;0.43287;0.82947; 
59.95161;62.68681;63.98679;63.8709;68.99108;73.63469;73.63469;29.92;15;0;0;0;0;0;-36.73613;-73.05007;1396.47241;1386.20483;0;1380.82947;-36.5;-73;10.26492;0.73139;0.07125;7.78312;489.99615;443.82404;468.41046;470.41278;19.54858;35.6888;36.03894;30.63877;21.71366;21.71963;0.43278;0.8298; 
59.95198;62.6876;63.99374;63.87783;68.99151;73.64268;73.64268;29.92;15;0;0;0;0;0;-36.73584;-73.05;1402.97778;1393.79114;0;1387.33496;-36.5;-73;10.26535;0.73138;0.07125;7.78404;490.03275;443.83347;468.40079;470.40063;19.54574;35.69133;36.04025;30.63759;21.71235;21.71819;0.43275;0.82988; 
59.95369;62.68979;64.00208;63.88615;68.99348;73.65229;73.6523;29.92;15;0;0;0;0;0;-36.73556;-73.04992;1409.44861;1401.99097;0;1393.80945;-36.5;-73;10.2654;0.73133;0.07124;7.7822;490.05835;443.85022;468.38232;470.39233;19.54729;35.68631;36.03835;30.63578;21.70891;21.7163;0.43279;0.82971; 
59.95654;62.69207;64.01054;63.89457;68.99676;73.66203;73.66203;29.92;15;0;0;0;0;0;-36.73527;-73.04984;1415.95154;1410.50757;0;1400.30981;-36.5;-73;10.26652;0.73125;0.07123;7.78352;490.03888;443.8475;468.35999;470.37466;19.55097;35.67515;36.03294;30.63295;21.70515;21.71318;0.43286;0.82936; 
59.95928;62.69297;64.01762;63.90168;68.99991;73.67016;73.67016;29.92;15;0;0;0;0;0;-36.73498;-73.04976;1422.45923;1418.48303;0;1406.81494;-36.5;-73;10.26664;0.73121;0.07122;7.78729;490.00125;443.84103;468.35431;470.37592;19.55664;35.6652;36.02883;30.63237;21.70389;21.71246;0.43294;0.82905; 
59.96053;62.69393;64.02471;63.90884;69.00135;73.67832;73.67833;29.92;15;0;0;0;0;0;-36.73469;-73.04968;1428.93054;1424.98914;0;1413.28345;-36.5;-73;10.26711;0.7312;0.07122;7.78623;489.99362;443.84024;468.37982;470.38559;19.55673;35.66578;36.02943;30.63317;21.70587;21.7124;0.43294;0.82906; 
59.9621;62.69488;64.03182;63.91597;69.00316;73.68651;73.68651;29.92;15;0;0;0;0;0;-36.73441;-73.0496;1435.4314;1431.52429;0;1419.78857;-36.5;-73;10.26709;0.73118;0.07122;7.78807;490.00427;443.84497;468.38492;470.39093;19.55366;35.66908;36.02993;30.63321;21.70566;21.71246;0.4329;0.82916; 
59.96356;62.69567;64.03877;63.92294;69.00483;73.69451;73.6945;29.92;15;0;0;0;0;0;-36.73412;-73.04952;1441.93481;1438.0614;0;1426.29138;-36.5;-73;10.26742;0.73116;0.07121;7.79193;489.98605;443.84818;468.38382;470.40085;19.55645;35.66447;36.02761;30.63356;21.7047;21.71294;0.43294;0.829; 
59.96484;62.69644;64.04571;63.92991;69.00631;73.70249;73.7025;29.92;15;0;0;0;0;0;-36.73383;-73.04945;1448.42908;1444.58875;0;1432.78601;-36.5;-73;10.2677;0.73114;0.07121;7.78216;489.98312;443.84631;468.401;470.40317;19.55773;35.66309;36.02807;30.63371;21.70605;21.71229;0.43296;0.82897; 
59.96558;62.69735;64.05277;63.93698;69.00716;73.71062;73.71062;29.92;15;0;0;0;0;0;-36.73354;-73.04936;1454.91113;1451.10339;0;1439.27112;-36.5;-73;10.26765;0.73112;0.07121;7.78923;489.98901;443.84549;468.3952;470.40344;19.55351;35.66605;36.02767;30.6329;21.7048;21.71203;0.4329;0.82905; 
59.96685;62.6982;64.05978;63.94397;69.00863;73.71867;73.71867;29.92;15;0;0;0;0;0;-36.73325;-73.04929;1461.40222;1457.62646;0;1445.76392;-36.5;-73;10.26795;0.7311;0.0712;7.79011;489.98792;443.85168;468.38882;470.40439;19.55663;35.6611;36.02623;30.63252;21.70365;21.71142;0.43295;0.8289; 
59.96822;62.69882;64.06658;63.95081;69.0102;73.72651;73.72652;29.92;15;0;0;0;0;0;-36.73296;-73.0492;1467.92078;1464.17664;0;1452.28015;-36.5;-73;10.2683;0.73108;0.0712;7.7867;489.96594;443.84619;468.39063;470.4057;19.55921;35.65614;36.02401;30.63228;21.7031;21.7112;0.43299;0.82874; 
59.9695;62.69968;64.07359;63.95783;69.01167;73.73457;73.73457;29.92;15;0;0;0;0;0;-36.73267;-73.04913;1474.39832;1470.68506;0;1458.75549;-36.5;-73;10.26831;0.73106;0.0712;7.78817;489.96716;443.84686;468.39603;470.41031;19.55728;35.65777;36.02412;30.63215;21.70324;21.71096;0.43296;0.82879; 
59.97099;62.7003;64.08041;63.96468;69.01338;73.74242;73.74242;29.92;15;0;0;0;0;0;-36.73238;-73.04905;1480.93091;1477.24817;0;1465.29346;-36.5;-73;10.26866;0.73104;0.07119;7.79178;489.95105;443.84857;468.39932;470.42169;19.56116;35.65262;36.02244;30.63264;21.70281;21.71161;0.43302;0.82863; 
59.97096;62.70071;64.08698;63.97127;69.01335;73.74998;73.74998;29.92;15;0;0;0;0;0;-36.73209;-73.04897;1487.41797;1483.76501;0;1471.77551;-36.5;-73;10.26865;0.73104;0.07119;7.79186;489.95123;443.84705;468.40909;470.42535;19.56003;35.65414;36.02316;30.63281;21.70374;21.71144;0.433;0.82868; 
59.97158;62.70116;64.09359;63.97788;69.01406;73.75759;73.7576;29.92;15;0;0;0;0;0;-36.73181;-73.04889;1493.91565;1490.29187;0;1478.27246;-36.5;-73;10.26879;0.73103;0.07119;7.7897;489.95111;443.84744;468.4043;470.42294;19.55964;35.65329;36.02234;30.63233;21.70281;21.71111;0.43299;0.82865; 
59.97256;62.70179;64.10039;63.98468;69.01519;73.76541;73.76541;29.92;15;0;0;0;0;0;-36.73152;-73.04881;1500.41443;1496.81946;0;1484.77563;-36.5;-73;10.26897;0.73101;0.07119;7.79119;489.94501;443.84995;468.40244;470.42596;19.56102;35.65067;36.02119;30.63221;21.7022;21.7109;0.43302;0.82856; 
59.97363;62.70191;64.10666;63.99099;69.01642;73.77263;73.77265;29.92;15;0;0;0;0;0;-36.73123;-73.04873;1506.89539;1503.32849;0;1491.25647;-36.5;-73;10.26912;0.73099;0.07118;7.79284;489.927;443.84238;468.39355;470.42102;19.5611;35.64823;36.01931;30.6315;21.70132;21.71029;0.43301;0.82848; 
59.97187;62.6989;64.10971;63.99411;69.0144;73.77614;73.77615;29.92;15;0;0;0;0;0;-36.73094;-73.04865;1513.35632;1509.81689;0;1497.71753;-36.5;-73;10.2687;0.73105;0.07119;7.78861;489.92068;443.81714;468.39825;470.39966;19.55892;35.65279;36.02238;30.6315;21.7043;21.70997;0.43297;0.82866; 
59.97049;62.69957;64.11655;64.00094;69.0128;73.784;73.784;29.92;15;0;0;0;0;0;-36.73065;-73.04858;1519.83411;1516.32166;0;1504.19299;-36.5;-73;10.26842;0.73106;0.07119;7.78967;489.96359;443.8331;468.40152;470.40906;19.5528;35.66173;36.02518;30.63185;21.70382;21.71103;0.43288;0.82892; 
59.97067;62.70038;64.12354;64.00791;69.01302;73.79206;73.79207;29.92;15;0;0;0;0;0;-36.73037;-73.04849;1526.33911;1522.85327;0;1510.69983;-36.5;-73;10.26888;0.73103;0.07119;7.7893;489.96194;443.84155;468.38837;470.40448;19.55806;35.65359;36.02271;30.63112;21.70174;21.71015;0.43297;0.82867; 
59.97161;62.7014;64.13077;64.01511;69.01409;73.80038;73.80038;29.92;15;0;0;0;0;0;-36.73008;-73.04842;1532.85327;1529.39355;0;1517.2113;-36.5;-73;10.26902;0.731;0.07119;7.79377;489.95605;443.84433;468.37674;470.39993;19.55834;35.65067;36.02067;30.63008;21.70025;21.70882;0.43298;0.82856; 
59.97304;62.70223;64.13777;64.02212;69.01574;73.80843;73.80843;29.92;15;0;0;0;0;0;-36.72979;-73.04834;1539.32837;1535.89417;0;1523.68958;-36.5;-73;10.26939;0.73097;0.07118;7.79431;489.94336;443.83676;468.37985;470.39658;19.56008;35.64646;36.01918;30.62933;21.69977;21.70806;0.43301;0.82844; 
59.97401;62.7008;64.14249;64.02687;69.01685;73.81386;73.81386;29.92;15;0;0;0;0;0;-36.7295;-73.04826;1545.8269;1542.41772;0;1530.18628;-36.5;-73;10.26957;0.73095;0.07118;7.79115;489.88696;443.80814;468.36136;470.37466;19.56101;35.64095;36.01497;30.62805;21.69882;21.70701;0.43301;0.82827; 
59.97143;62.69787;64.14566;64.03015;69.01389;73.8175;73.8175;29.92;15;0;0;0;0;0;-36.72921;-73.04818;1552.33545;1548.95081;0;1536.698;-36.5;-73;10.26897;0.73103;0.07119;7.78766;489.88623;443.80276;468.39191;470.38306;19.56194;35.64685;36.01987;30.63106;21.70415;21.7091;0.43301;0.82848; 
