  _Vind,_kias ;   _Vind,_keas ;   Vtrue,_ktas ;   Vtrue,_ktgs ;   _Vind,__mph ;   Vtrue,mphas ;   Vtrue,mphgs ;   __lat,__deg ;   __lon,__deg ;   __alt,ftmsl ;   __alt,ftagl ;   ___on,runwy ;   __alt,__ind ;   __lat,orign ;   __lon,orign ;   __L/D,ratio ;   ___cl,total ;   ___cd,total ;   __L/D,*etaP ;   wing1,_lift ;   wing1,_lift ;   wing2,_lift ;   wing2,_lift ;   wing3,_lift ;   wing3,_lift ;   wing1,_drag ;   wing1,_drag ;   wing2,_drag ;   wing2,_drag ;   wing3,_drag ;   wing3,_drag ; 
52.2367;56.76506;62.50569;62.15446;60.11292;71.93027;71.93027;-36.8383;-73.12903;6435.24463;6374.62402;1;6414.93359;-36.5;-73;9.17896;0.87649;0.09549;6.27261;488.06564;430.06711;453.90433;456.04391;20.9962;40.27311;40.57143;33.09699;24.93849;24.76128;0.44504;1.04725; 
51.9229;56.52618;62.25332;61.90196;59.75181;71.63985;71.63985;-36.83832;-73.12867;6446.44092;6387.34424;1;6426.14941;-36.5;-73;9.12992;0.8835;0.09677;6.22633;487.68045;429.7417;453.65134;455.7048;21.10863;40.44913;40.78998;33.27407;25.13391;24.93767;0.44686;1.0575; 
51.60162;56.28208;61.99495;61.64358;59.38208;71.34252;71.34252;-36.83834;-73.12832;6457.45996;6399.86621;1;6437.20264;-36.5;-73;9.0798;0.89078;0.09811;6.17921;487.32623;429.41882;453.38538;455.37283;21.21961;40.63602;41.02014;33.4601;25.33336;25.12522;0.44872;1.06839; 
51.26447;56.02846;61.72604;61.37467;58.9941;71.03307;71.03307;-36.83835;-73.12797;6468.5083;6412.42383;1;6448.26465;-36.5;-73;9.02942;0.89847;0.09951;6.13122;486.9537;429.13104;453.10352;455.04752;21.37088;40.79328;41.25894;33.66125;25.54202;25.32515;0.45144;1.07841; 
50.92719;55.7706;61.45215;61.10077;58.60597;70.71787;70.71787;-36.83836;-73.12762;6479.34912;6424.74805;1;6459.11963;-36.5;-73;8.97844;0.90641;0.10095;6.08258;486.57495;428.86359;452.79733;454.72015;21.53606;40.94192;41.5048;33.87024;25.75612;25.53022;0.45452;1.08829; 
50.55799;55.49316;61.15699;60.80571;58.1811;70.37821;70.37821;-36.83837;-73.12727;6490.57813;6437.42578;1;6470.38525;-36.5;-73;8.91539;0.91494;0.10263;6.02444;486.21097;428.47446;452.42233;454.22614;21.61568;41.21085;41.79143;34.08502;25.99974;25.73846;0.45589;1.10326; 
50.17964;55.20995;60.85514;60.50414;57.7457;70.03085;70.03085;-36.83837;-73.12691;6501.57129;6449.74902;1;6481.39697;-36.5;-73;8.85143;0.92385;0.10437;5.9639;485.91922;428.07404;452.04288;453.77188;21.69323;41.49754;42.09548;34.31209;26.24603;25.97114;0.45732;1.1197; 
49.7851;54.915;60.54025;60.1896;57.29167;69.66848;69.66848;-36.83838;-73.12656;6512.57568;6462.0874;1;6492.43457;-36.5;-73;8.78913;0.93333;0.10619;5.9083;485.56491;427.79492;451.66061;453.34979;21.86579;41.70098;42.40029;34.56563;26.50214;26.22205;0.46093;1.13333; 
49.38192;54.60929;60.21338;59.86287;56.8277;69.29233;69.29233;-36.83837;-73.12622;6523.56641;6474.4126;1;6503.46387;-36.5;-73;8.72707;0.94325;0.10808;5.84709;485.147;427.51566;451.18503;452.88385;22.09971;41.84399;42.71125;34.83159;26.76432;26.47892;0.46596;1.14475; 
48.96052;54.29178;59.87338;59.52318;56.34276;68.90105;68.90106;-36.83836;-73.12588;6534.53418;6487.2876;1;6514.46338;-36.5;-73;8.65855;0.95372;0.11015;5.78388;484.73117;427.25061;450.68839;452.3331;22.31805;42.02906;43.04691;35.11603;27.04884;26.7437;0.4706;1.15862; 
48.52253;53.96204;59.51974;59.16988;55.83873;68.49409;68.49409;-36.83836;-73.12553;6545.47217;6498.94482;1;6525.42773;-36.5;-73;8.58425;0.9647;0.11238;5.71635;484.28015;426.94867;450.12543;451.67365;22.50586;42.26383;43.4011;35.41415;27.34846;27.01831;0.475;1.17487; 
48.06627;53.61776;59.14993;58.80065;55.31367;68.06853;68.06853;-36.83834;-73.12519;6556.41162;6509.81006;1;6536.42285;-36.5;-73;8.50622;0.97645;0.11479;5.64033;483.88818;426.67297;449.5174;451.01978;22.71964;42.50588;43.78715;35.73902;27.66711;27.31906;0.48029;1.19236; 
47.58727;53.25937;58.76435;58.41602;54.76245;67.62482;67.62482;-36.83833;-73.12485;6567.29102;6521.021;1;6547.33887;-36.5;-73;8.42335;0.98874;0.11738;5.56943;483.28119;426.41843;448.88925;450.25003;22.93685;42.76636;44.16752;36.08945;28.00836;27.6317;0.48566;1.2111; 
47.09818;52.89294;58.36953;58.02225;54.19962;67.17046;67.17046;-36.83831;-73.12451;6577.94922;6532.00684;1;6558.03906;-36.5;-73;8.33696;1.00159;0.12014;5.49085;482.56683;426.30853;448.30197;449.37543;23.18021;43.03859;44.54232;36.46633;28.37408;27.95056;0.49195;1.2306; 
46.59434;52.50927;57.95555;57.60784;53.61981;66.69405;66.69405;-36.83829;-73.12418;6588.59717;6542.98584;1;6568.74512;-36.5;-73;8.26668;1.01726;0.12306;5.42045;483.50452;424.76373;447.51202;451.25699;23.99322;42.73989;45.23121;36.57058;28.73174;28.59012;0.51287;1.22362; 
46.08973;52.12748;57.54366;57.20133;53.03912;66.22006;66.22006;-36.83826;-73.12385;6599.40088;6554.12842;1;6579.60498;-36.5;-73;8.29911;1.0248;0.12348;5.42346;478.71008;423.65436;443.91174;447.55133;25.34786;41.00909;44.72653;36.66942;28.60793;28.46185;0.54836;1.15619; 
45.6558;51.80931;57.2016;56.88266;52.53976;65.82642;65.82642;-36.83823;-73.12352;6609.89258;6564.9624;1;6590.31396;-36.5;-73;8.28146;1.0299;0.12436;5.39426;474.5058;421.76242;440.20718;444.03339;25.98121;40.04243;44.38319;36.58865;28.57098;28.21974;0.56638;1.12018; 
45.27516;51.58048;56.95759;56.67455;52.10173;65.54563;65.54563;-36.83819;-73.12319;6619.8252;6574.35107;1;6600.70313;-36.5;-73;8.23451;1.03555;0.12576;5.35117;472.67484;420.6933;438.52872;442.00693;26.15427;39.88286;44.38338;36.5988;28.71295;28.13591;0.57231;1.11638; 
44.99344;51.47441;56.84846;56.61058;51.77753;65.42004;65.42004;-36.83815;-73.12287;6629.0249;6582.03027;1;6610.53271;-36.5;-73;8.23076;1.03815;0.12613;5.33982;471.49493;420.62378;437.72189;441.05658;26.58665;39.4087;44.29638;36.63742;28.76995;28.05864;0.58471;1.09777; 
44.88365;51.53145;56.91866;56.73191;51.65118;65.50082;65.50082;-36.83809;-73.12256;6637.30225;6588.74951;1;6619.66357;-36.5;-73;8.26332;1.03708;0.1255;5.36364;471.21539;421.93854;438.18216;441.66669;27.30571;38.6367;44.15335;36.71215;28.8002;27.95873;0.60481;1.06424; 
45.00144;51.79171;57.2125;57.07951;51.78673;65.83897;65.83897;-36.83801;-73.12224;6644.57568;6594.39551;1;6627.97998;-36.5;-73;8.34413;1.02775;0.12317;5.43111;470.97272;423.02499;438.48096;442.64523;27.7937;37.75147;43.755;36.51701;28.57812;27.64136;0.61721;1.02325; 
45.39899;52.30888;57.78898;57.71075;52.24422;66.50237;66.50237;-36.83791;-73.12193;6650.45264;6598.59131;1;6635.14893;-36.5;-73;8.43987;1.01428;0.12018;5.52193;473.52191;426.07556;441.74606;446.24014;28.181;37.18393;43.56679;36.40447;28.47279;27.39345;0.62535;0.99263; 
46.13113;53.11236;58.68051;58.64637;53.08676;67.52833;67.52833;-36.83779;-73.12162;6654.75928;6601.7334;1;6641.02051;-36.5;-73;8.56144;0.99727;0.11648;5.64324;479.17551;431.8938;448.4614;453.34695;28.67824;36.81594;43.58321;36.46886;28.48268;27.29411;0.63506;0.96739; 
47.20991;54.19464;59.87853;59.87149;54.32819;68.90699;68.907;-36.83764;-73.12133;6657.23975;6604.05859;1;6645.20508;-36.5;-73;8.71525;0.97442;0.11181;5.80275;486.27133;439.47488;457.32071;462.35004;29.09002;36.53189;43.51255;36.51884;28.44163;27.15365;0.64106;0.94187; 
48.67244;55.59101;61.42188;61.42088;56.01125;70.68304;70.68304;-36.83746;-73.12106;6657.79883;6604.67578;1;6647.67041;-36.5;-73;8.63095;0.89969;0.10424;5.81906;499.09973;457.13043;478.83258;472.14554;29.93531;37.04987;44.16045;37.9809;29.64687;27.01344;0.65775;0.94409; 
50.28366;56.81832;62.7776;62.77743;57.86541;72.24318;72.24318;-36.83725;-73.12082;6657.48096;6605.7998;1;6648.29004;-36.5;-73;8.92497;0.94356;0.10572;6.08129;513.48553;469.87567;492.22498;496.37225;31.92664;36.79545;45.13918;38.59196;29.91284;28.35045;0.70861;0.91897; 
52.10052;58.38011;64.502;64.48763;59.95621;74.22758;74.22758;-36.83701;-73.12061;6656.26025;6604.37988;1;6648.13086;-36.5;-73;9.28137;0.90144;0.09712;6.40587;516.22998;473.78424;495.62173;500.49182;31.43268;35.53087;43.74046;37.54871;28.72694;27.23133;0.68606;0.86207; 
54.06323;59.90172;66.18056;66.16216;62.21486;76.15923;76.15923;-36.83673;-73.12046;6653.68115;6601.17676;1;6646.72754;-36.5;-73;9.06052;0.91615;0.10111;6.32744;546.578;510.38345;535.85712;533.71307;32.8486;40.02367;47.21093;41.83469;31.96863;29.53347;0.71863;0.99477; 
56.0403;61.39512;67.82762;67.80814;64.49003;78.05463;78.05464;-36.83644;-73.12036;6650.90674;6597.05762;1;6644.40576;-36.5;-73;9.08918;0.90841;0.09994;6.4162;567.26965;529.22729;559.15851;555.82422;32.3453;43.04312;48.92464;43.30255;33.09434;30.61074;0.69938;1.07996; 
57.92332;62.71912;69.28786;69.27921;66.65697;79.73504;79.73504;-36.83612;-73.12034;6648.5625;6593.97607;1;6641.81396;-36.5;-73;9.31845;0.88812;0.09531;6.64124;577.80731;539.67102;571.48865;568.04919;32.42162;43.35761;48.98279;43.51438;32.96442;30.70949;0.69673;1.07496; 
59.69693;63.92508;70.6187;70.617;68.698;81.26656;81.26654;-36.8358;-73.12038;6647.25244;6592.81689;1;6639.62891;-36.5;-73;9.60777;0.8467;0.08813;6.90693;573.92767;536.38147;566.1629;563.03973;31.41504;41.42796;46.80836;41.67728;31.04649;29.06137;0.66871;0.99917; 
61.37441;65.0555;71.86703;71.86703;70.62841;82.70312;82.7031;-36.83549;-73.12049;6646.84326;6592.3457;1;6638.34473;-36.5;-73;9.82538;0.81272;0.08272;7.11695;572.65729;534.47968;562.55908;559.56781;30.19312;40.34622;45.2872;40.24727;29.58378;27.75793;0.63894;0.95604; 
62.90403;66.09501;73.01577;73.01465;72.38867;84.02505;84.02505;-36.83519;-73.12067;6647.18457;6592.7793;1;6637.90576;-36.5;-73;10.01761;0.78374;0.07824;7.30422;572.22021;532.88629;559.12024;556.71777;28.93884;39.58369;44.05898;39.02958;28.3136;26.68614;0.612;0.92595; 
64.31942;67.03625;74.05665;74.05324;74.01747;85.22288;85.22289;-36.8349;-73.12092;6648.1377;6594.10156;1;6638.19629;-36.5;-73;10.17509;0.75695;0.07439;7.83565;569.29608;531.5672;555.30011;553.29059;27.84204;38.62796;42.69367;37.98665;27.14165;25.71505;0.59097;0.89027; 
65.54789;67.67586;74.76473;74.7607;75.43117;86.03772;86.03772;-36.83466;-73.12122;6649.44824;6596.04834;1;6639.11279;-36.5;-73;10.37549;0.72726;0.07009;8.45239;554.72595;524.49445;545.37213;542.6427;27.4115;35.81153;40.32726;36.63266;25.64341;24.38679;0.58356;0.80733; 
66.44825;68.0188;75.14484;75.14349;76.46729;86.47514;86.47514;-36.83445;-73.12156;6650.5332;6598.0127;1;6640.28711;-36.5;-73;10.54971;0.70559;0.06688;8.97512;538.54645;517.44495;537.32367;535.09216;28.39115;32.21854;38.38738;35.77689;24.64159;23.52597;0.60334;0.71624; 
66.94698;68.06917;75.20092;75.20092;77.04121;86.53967;86.53967;-36.83428;-73.12194;6650.90186;6599.46387;1;6641.24023;-36.5;-73;10.56501;0.70628;0.06685;9.40918;532.65863;517.77948;542.9873;540.66815;29.46315;31.4607;38.29652;36.30368;25.11921;23.93698;0.62622;0.69519; 
67.01952;67.80846;74.91254;74.91161;77.12469;86.20781;86.20781;-36.83416;-73.12234;6650.58008;6600.40088;1;6641.54688;-36.5;-73;10.52379;0.71544;0.06798;9.90687;528.79034;518.61816;551.27734;548.82794;30.43058;31.65905;38.77311;37.24541;26.03461;24.80552;0.64925;0.69697; 
66.64291;67.18117;74.21866;74.21738;76.69129;85.40931;85.40929;-36.83408;-73.12276;6649.83252;6600.9292;1;6641.2666;-36.5;-73;10.38879;0.74483;0.0717;10.57462;529.96521;525.42145;567.9281;565.55591;32.81552;32.38238;40.39146;39.45639;28.05173;26.73577;0.71147;0.71449; 
65.78818;66.18652;73.11905;73.11792;75.70769;84.1439;84.14391;-36.83406;-73.12318;6649.14063;6601.16455;1;6640.66504;-36.5;-73;10.28915;0.76406;0.07426;11.61385;519.92145;520.89484;570.10278;567.73444;34.18444;31.90573;40.75003;40.47175;29.08411;27.69631;0.75739;0.70556; 
64.4729;64.98801;71.79417;71.7924;74.19409;82.61926;82.61927;-36.83409;-73.1236;6648.38525;6601.43604;1;6639.99561;-36.5;-73;10.14486;0.78768;0.07764;8.05792;511.41238;515.24811;571.1123;566.58472;35.55049;31.44795;41.36813;41.43753;30.27362;28.55344;0.80992;0.70031; 
62.96502;63.9381;70.63331;70.63104;72.45885;81.28336;81.28336;-36.83416;-73.124;6647.45117;6601.70068;1;6639.18311;-36.5;-73;9.89885;0.82239;0.08308;7.41427;515.33331;518.52795;578.25513;572.26569;36.79325;32.74143;43.28786;43.1992;32.15215;30.00929;0.8584;0.74304; 
61.56182;63.10776;69.71516;69.71442;70.84408;80.22678;80.22677;-36.83429;-73.12437;6646.64551;6602.0249;1;6638.28906;-36.5;-73;9.60795;0.86188;0.0897;7.1464;528.55804;527.73822;588.65723;581.36536;37.40591;35.66567;46.09405;45.34164;34.34459;31.74087;0.88232;0.83605; 
60.40458;62.47661;69.01785;69.0172;69.51234;79.42433;79.42432;-36.83446;-73.12472;6646.57813;6602.96094;1;6637.63721;-36.5;-73;9.29605;0.895;0.09628;6.87;542.6908;536.19415;594.74689;586.51605;37.37338;38.66498;48.50855;46.87484;35.90938;32.96276;0.87916;0.9367; 
59.51941;62.0558;68.5542;68.54551;68.49372;78.89076;78.89076;-36.83467;-73.12501;6647.7334;6604.97217;1;6637.69336;-36.5;-73;9.10585;0.91649;0.10065;6.64603;556.21741;543.54724;596.90662;588.26996;37.11576;41.09025;50.31884;47.78429;36.79172;33.6524;0.86373;1.02028; 
58.88319;61.77608;68.24812;68.20902;67.76157;78.53854;78.53854;-36.83492;-73.12525;6650.56201;6608.47656;1;6638.94629;-36.5;-73;8.97523;0.93758;0.10446;6.43301;569.52747;550.58319;597.51569;588.37201;36.87235;43.16352;51.72146;48.31758;37.28974;33.98399;0.84676;1.09219; 
58.51777;61.72826;68.20025;68.12209;67.34104;78.48344;78.48345;-36.8352;-73.12543;6655.31787;6613.71143;1;6641.86768;-36.5;-73;9.09223;0.91563;0.1007;6.46818;567.03113;538.78754;576.80548;569.49652;34.16564;42.99471;49.86387;45.46025;34.80759;31.82509;0.75514;1.08362; 
58.45049;61.78652;68.27089;68.16272;67.26363;78.56474;78.56474;-36.83549;-73.12554;6661.32813;6619.9917;1;6646.50537;-36.5;-73;9.14708;0.89983;0.09837;6.53116;565.22595;530.74359;564.07172;557.19275;31.55256;43.69634;48.64919;43.57884;33.21845;30.43839;0.67992;1.10318; 
58.506;61.83986;68.33683;68.21754;67.3275;78.64062;78.64062;-36.83581;-73.1256;6668.01904;6626.00488;1;6652.38867;-36.5;-73;9.36215;0.87675;0.09365;6.71149;555.90851;519.25751;548.94519;542.92413;29.84949;42.51161;46.634;41.50088;31.30845;28.88948;0.63599;1.05952; 
58.63625;61.92423;68.4371;68.32932;67.47739;78.75601;78.75601;-36.83612;-73.12557;6674.74072;6632.22852;1;6658.96533;-36.5;-73;9.50712;0.85727;0.09017;7.00248;544.87152;510.78693;537.30859;532.29492;29.2542;40.59851;44.69341;40.03281;29.82183;27.70417;0.62156;0.99105; 
58.79605;62.02546;68.55535;68.47154;67.66129;78.8921;78.8921;-36.83643;-73.12548;6680.81348;6638.06934;1;6665.47217;-36.5;-73;9.60391;0.84609;0.0881;7.0323;538.677;507.14853;533.11835;528.41534;29.76513;38.84887;43.73596;39.45792;29.21562;27.19968;0.63385;0.93381; 
58.98954;62.22087;68.77692;68.71196;67.88396;79.14708;79.14706;-36.83672;-73.12534;6686.12793;6643.41309;1;6671.46289;-36.5;-73;9.6001;0.8475;0.08828;7.03766;541.70233;511.04483;538.12415;533.51923;30.48822;38.72603;44.11234;39.89831;29.59955;27.52188;0.6514;0.92836; 
59.24024;62.45651;69.04255;68.98561;68.17245;79.45275;79.45275;-36.83699;-73.12513;6691.00098;6647.93945;1;6676.8667;-36.5;-73;9.5627;0.85214;0.08911;7.02093;547.93878;516.84308;545.73975;540.96173;30.79786;39.55775;44.90879;40.57421;30.23155;28.07671;0.65876;0.95214; 
59.52005;62.68536;69.30051;69.24454;68.49445;79.7496;79.74959;-36.83723;-73.12486;6695.69189;6651.75098;1;6681.78857;-36.5;-73;9.57134;0.8509;0.0889;7.03754;550.95929;519.54449;549.2002;544.36774;30.83402;39.86312;45.14219;40.76547;30.37849;28.23805;0.65918;0.95966; 
59.80933;62.85451;69.49252;69.4368;68.82735;79.97057;79.97057;-36.83743;-73.12456;6700.40137;6655.6167;1;6686.5415;-36.5;-73;9.60464;0.84342;0.08781;7.48825;547.15186;519.94751;549.88672;539.93951;30.46989;39.69053;44.44763;40.67692;30.23244;27.69279;0.6502;0.94991; 
59.9836;62.74002;69.37094;69.32071;69.0279;79.83066;79.83067;-36.8376;-73.1242;6705.10596;6659.6665;1;6691.36621;-36.5;-73;9.63757;0.83104;0.08623;7.8791;531.28772;515.84918;543.54108;528.66022;28.54058;40.13836;42.66991;40.57611;29.61174;26.76483;0.60633;0.96471; 
59.80487;62.3073;68.89708;68.84958;68.82222;79.28535;79.28535;-36.83771;-73.12383;6709.45557;6664.34766;1;6695.88867;-36.5;-73;9.61265;0.82605;0.08593;7.43473;517.14398;504.6958;537.11316;517.60297;25.63567;41.78528;41.70528;40.03286;29.29955;26.15314;0.54303;1.02815; 
59.31091;61.97282;68.53177;68.48275;68.25378;78.86495;78.86495;-36.83778;-73.12344;6713.77148;6667.59912;1;6700.27197;-36.5;-73;9.6565;0.80993;0.08387;7.05934;505.5556;488.48328;521.25073;499.80545;22.38486;42.48962;40.28791;38.15573;27.86295;24.81626;0.47675;1.06191; 
58.95905;62.06332;68.63656;68.58176;67.84886;78.98554;78.98555;-36.83781;-73.12305;6718.26025;6670.62207;1;6704.65771;-36.5;-73;9.65575;0.7862;0.08142;6.99989;503.36636;473.33841;501.10971;487.39276;19.23387;42.83759;39.20641;35.53519;25.69332;23.62897;0.42302;1.07201; 
59.0421;62.39516;69.00874;68.93905;67.94444;79.41385;79.41385;-36.83782;-73.12265;6723.17969;6673.93701;1;6709.20068;-36.5;-73;9.8798;0.76939;0.07788;7.48906;506.81613;465.57547;490.91345;484.62158;18.63653;41.66329;38.73775;33.769;24.2966;23.16116;0.41692;1.0225; 
59.39766;62.51612;69.14848;69.05478;68.35361;79.57466;79.57465;-36.83781;-73.12225;6728.79688;6677.84521;1;6714.20801;-36.5;-73;10.02914;0.77141;0.07692;7.98042;506.52707;467.54868;492.68173;490.91489;21.43442;38.72122;38.55656;33.83259;24.18704;23.62661;0.46279;0.92123; 
59.57338;62.26192;68.87402;68.7653;68.55582;79.2588;79.2588;-36.83777;-73.12186;6735.14941;6682.43262;1;6719.83154;-36.5;-73;10.24194;0.75367;0.07359;8.07304;488.03326;455.07208;478.82126;479.27609;23.40639;33.81493;36.49793;32.52724;22.97939;22.6441;0.49824;0.77718; 
59.40037;61.93655;68.52084;68.41827;68.35673;78.85238;78.85237;-36.83772;-73.12147;6741.56738;6688.49512;1;6726.03076;-36.5;-73;10.25708;0.75348;0.07346;7.71271;481.10532;449.6008;475.40604;475.34198;24.30562;32.27987;36.11745;32.22719;22.94321;22.41783;0.51568;0.73744; 
59.08668;61.81562;68.39362;68.29572;67.99574;78.70597;78.70597;-36.83766;-73.12109;6747.81934;6694.93604;1;6732.43018;-36.5;-73;10.15416;0.76356;0.0752;7.44899;487.54971;452.03372;479.54608;478.42746;23.90008;33.76163;37.04088;32.57035;23.49814;22.75109;0.50736;0.78125; 
58.93338;61.93279;68.52988;68.42572;67.81932;78.86278;78.86279;-36.83757;-73.1207;6754.12793;6701.37744;1;6738.74072;-36.5;-73;10.0879;0.76761;0.07609;7.45903;495.99136;455.44727;481.63284;480.75058;23.0548;35.35509;37.7386;32.69705;23.64902;22.90448;0.49126;0.82764; 
59.01255;62.08841;68.70897;68.59588;67.91044;79.06887;79.06888;-36.83747;-73.12032;6760.66504;6708.61816;1;6745.06006;-36.5;-73;10.10168;0.76221;0.07545;7.65294;497.0759;455.51773;479.12848;478.69464;22.402;35.61919;37.4858;32.41579;23.28474;22.63829;0.47941;0.83294; 
59.16447;62.12838;68.76028;68.64635;68.08526;79.12793;79.12793;-36.83736;-73.11996;6767.39111;6714.1333;1;6751.60693;-36.5;-73;10.16078;0.7551;0.07432;7.81768;492.10791;453.46548;475.51715;475.07022;22.48051;34.68999;36.78375;32.1086;22.87733;22.29325;0.48085;0.80397; 
59.22991;62.06585;68.69801;68.59153;68.16056;79.05627;79.05627;-36.83722;-73.1196;6773.96045;6718.46631;1;6758.22607;-36.5;-73;10.19511;0.75357;0.07392;7.80306;487.8804;452.34119;474.75208;473.97824;23.06586;33.78446;36.44027;32.11587;22.83542;22.22121;0.49154;0.77869; 
59.18839;61.999;68.63068;68.53185;68.11279;78.97878;78.97878;-36.83707;-73.11925;6780.26611;6724.55078;1;6764.75049;-36.5;-73;10.17122;0.7579;0.07451;7.68188;488.27789;453.48828;477.39694;476.05334;23.41402;33.88254;36.69742;32.41144;23.14904;22.43557;0.49806;0.78233; 
59.12029;61.99479;68.63255;68.5356;68.03441;78.98093;78.98093;-36.8369;-73.11891;6786.46826;6728.58301;1;6771.11719;-36.5;-73;10.12718;0.7629;0.07533;7.60649;491.66162;455.6987;480.51822;478.81912;23.32691;34.61832;37.16901;32.70631;23.46912;22.68899;0.49637;0.80385; 
59.10162;62.04044;68.68958;68.5894;68.01292;79.04655;79.04655;-36.83672;-73.11859;6792.62402;6732.88086;1;6777.27588;-36.5;-73;10.10891;0.76405;0.07558;7.61473;494.11758;456.80075;481.41272;479.77713;23.06725;35.11914;37.37746;32.76507;23.5267;22.75617;0.49149;0.81826; 
59.13858;62.08471;68.74522;68.6412;68.05547;79.11059;79.11058;-36.83652;-73.11829;6798.9082;6739.20654;1;6783.46875;-36.5;-73;10.12093;0.76187;0.07528;7.67031;493.97504;456.44742;480.30716;478.87262;22.90358;35.08242;37.24895;32.64164;23.38119;22.65222;0.48849;0.81656; 
59.18673;62.09564;68.76408;68.65887;68.11088;79.13229;79.13229;-36.83631;-73.11799;6805.29932;6745.6582;1;6789.77783;-36.5;-73;10.14224;0.75937;0.07487;7.71269;492.35388;455.52164;478.91019;477.5708;22.92692;34.75081;37.01863;32.50972;23.23109;22.52726;0.48894;0.80654; 
59.20809;62.08212;68.75591;68.65199;68.13546;79.12289;79.12289;-36.83608;-73.11771;6811.73145;6752.17041;1;6796.20166;-36.5;-73;10.15214;0.75863;0.07473;7.70038;491.21417;455.01715;478.49152;477.0874;23.03491;34.51932;36.91606;32.47759;23.19891;22.48792;0.49094;0.79993; 
59.2027;62.07357;68.75319;68.65076;68.12926;79.11976;79.11976;-36.83584;-73.11745;6818.12256;6758.73682;1;6802.625;-36.5;-73;10.14753;0.7594;0.07484;7.66977;491.42471;455.20947;478.99518;477.49796;23.08573;34.5533;36.97656;32.52483;23.25745;22.52697;0.49188;0.80116; 
59.19656;62.08542;68.77303;68.6707;68.12218;79.14259;79.14259;-36.83559;-73.11721;6824.47266;6765.44775;1;6809.00391;-36.5;-73;10.1395;0.76014;0.07497;7.65549;492.32056;455.64261;479.56223;478.04633;23.03852;34.72011;37.07568;32.56615;23.30771;22.56893;0.49101;0.80607; 
59.20798;62.10888;68.80573;68.70248;68.13532;79.18022;79.18021;-36.83533;-73.11699;6830.81934;6771.39502;1;6815.34717;-36.5;-73;10.13838;0.75989;0.07495;7.66434;492.83658;455.80511;479.60013;478.13635;22.95867;34.81223;37.09823;32.55362;23.29492;22.56421;0.48956;0.80857; 
59.23299;62.12955;68.83541;68.73154;68.16411;79.21438;79.21439;-36.83505;-73.11678;6837.22314;6777.10596;1;6821.71826;-36.5;-73;10.141;0.75848;0.07479;7.68274;491.99371;456.2179;479.74863;476.15695;22.79469;34.88443;36.94098;32.59308;23.28623;22.38802;0.48647;0.81074; 
59.25517;62.14066;68.8545;68.7507;68.18964;79.23634;79.23634;-36.83477;-73.11661;6843.63281;6782.9585;1;6828.12842;-36.5;-73;10.12171;0.75655;0.07475;7.66932;490.73279;456.15125;479.0567;473.91348;22.0008;35.56656;36.76536;32.60621;23.22375;22.20429;0.4717;0.83083; 
59.25649;62.1473;68.86865;68.76456;68.19115;79.25263;79.25263;-36.83448;-73.11645;6850.04492;6789.07764;1;6834.53955;-36.5;-73;10.09803;0.75429;0.0747;7.63088;490.14996;454.57358;477.84155;471.59387;20.81784;36.56546;36.68295;32.43443;23.10472;22.03871;0.45095;0.86067; 
59.25201;62.17443;68.90542;68.80241;68.186;79.29494;79.29494;-36.83418;-73.1163;6856.37305;6794.09863;1;6840.86279;-36.5;-73;10.1179;0.74781;0.07391;7.63579;488.2439;450.87497;473.70105;467.89432;19.7775;36.89439;36.33941;31.93477;22.67704;21.73706;0.43392;0.87058; 
59.28794;62.24298;68.98825;68.88927;68.22735;79.39027;79.39026;-36.83387;-73.11617;6862.8291;6799.18262;1;6847.38818;-36.5;-73;10.16595;0.74117;0.07291;7.71076;486.51193;447.61182;469.7496;465.22855;19.30083;36.6141;35.96948;31.4396;22.22932;21.48709;0.4268;0.86143; 
59.38004;62.32629;69.08725;68.99474;68.33334;79.50419;79.50418;-36.83356;-73.11606;6869.09521;6805.19971;1;6853.78613;-36.5;-73;10.21809;0.73571;0.072;7.82374;484.79642;445.32324;467.12323;464.0365;19.28785;36.01598;35.65182;31.07688;21.89758;21.3416;0.42693;0.84234; 
59.49071;62.38814;69.16216;69.07778;68.46069;79.59039;79.5904;-36.83325;-73.11596;6875.06543;6810.91309;1;6859.98193;-36.5;-73;10.26311;0.73189;0.07131;7.90751;482.96027;443.60742;465.63834;464.09195;19.51545;35.36081;35.41954;30.85235;21.69325;21.30896;0.43052;0.82205; 
59.58622;62.42013;69.2038;69.12708;68.5706;79.63831;79.63831;-36.83293;-73.11587;6880.84619;6816.33252;1;6866.02686;-36.5;-73;10.28464;0.73201;0.07118;7.93482;482.48087;443.3367;466.70572;465.99094;19.96355;34.93539;35.44855;30.87688;21.74597;21.45323;0.43752;0.80918; 
59.64071;62.43701;69.22829;69.1572;68.6333;79.6665;79.66649;-36.83261;-73.11578;6886.26563;6821.22119;1;6871.68604;-36.5;-73;10.29118;0.73291;0.07122;7.92292;482.60001;443.41046;468.09146;467.7738;20.26843;34.76022;35.55249;30.94547;21.85034;21.59626;0.44231;0.80404; 
59.67352;62.46123;69.26083;69.19321;68.67106;79.70395;79.70395;-36.83229;-73.1157;6891.61377;6826.03271;1;6877.2251;-36.5;-73;10.28937;0.73387;0.07132;7.91246;483.32166;443.76205;469.36407;469.27322;20.39447;34.79353;35.68417;31.01349;21.94456;21.71465;0.44436;0.80495; 
