  _Vind,_kias ;   _Vind,_keas ;   Vtrue,_ktas ;   Vtrue,_ktgs ;   _Vind,__mph ;   Vtrue,mphas ;   Vtrue,mphgs ;   __lat,__deg ;   __lon,__deg ;   __alt,ftmsl ;   __alt,ftagl ;   ___on,runwy ;   __alt,__ind ;   __lat,orign ;   __lon,orign ;   __L/D,ratio ;   ___cl,total ;   ___cd,total ;   __L/D,*etaP ;   wing1,_lift ;   wing1,_lift ;   wing2,_lift ;   wing2,_lift ;   wing3,_lift ;   wing3,_lift ;   wing1,_drag ;   wing1,_drag ;   wing2,_drag ;   wing2,_drag ;   wing3,_drag ;   wing3,_drag ; 
59.93081;62.68463;65.84731;65.48275;68.96715;75.77574;75.77573;-36.77766;-73.145;3321.31738;3298.32837;0;3300.50122;-36.5;-73;10.23325;0.72544;0.07089;7.36987;500.08319;442.10913;456.09561;458.57379;17.97974;36.22355;36.00801;29.57102;20.72129;20.68034;0.41593;0.85046; 
59.93095;62.6847;65.85899;65.49448;68.96731;75.78918;75.78917;-36.77781;-73.14532;3333.12476;3310.96851;0;3312.31128;-36.5;-73;10.23337;0.72543;0.07089;7.3683;500.08868;442.0943;456.09583;458.57346;17.9768;36.22606;36.00932;29.57007;20.72131;20.68039;0.41589;0.85055; 
59.9313;62.68444;65.87022;65.50578;68.96772;75.80209;75.80209;-36.77795;-73.14565;3344.8064;3322.34082;0;3323.99756;-36.5;-73;10.23339;0.72542;0.07089;7.36929;500.07281;442.07645;456.08865;458.56528;17.973;36.22796;36.00846;29.56889;20.7208;20.67997;0.41583;0.8506; 
59.93066;62.68392;65.88133;65.51699;68.96698;75.81489;75.81489;-36.77811;-73.14599;3356.67383;3333.82813;0;3335.86743;-36.5;-73;10.23373;0.72544;0.07089;7.36706;500.0751;442.06927;456.09708;458.57559;17.97678;36.2254;36.01015;29.56948;20.72181;20.6811;0.41588;0.85056; 
59.92999;62.68435;65.89347;65.52917;68.9662;75.82885;75.82886;-36.77827;-73.14632;3368.52734;3345.30933;0;3347.71558;-36.5;-73;10.23379;0.72544;0.07089;7.3667;500.10092;442.06226;456.10245;458.586;17.97451;36.22905;36.01338;29.56901;20.72236;20.68162;0.41585;0.8507; 
59.93048;62.68507;65.90567;65.54139;68.96677;75.8429;75.8429;-36.77842;-73.14664;3380.15308;3356.57666;0;3359.33887;-36.5;-73;10.23347;0.72541;0.07089;7.36627;500.1044;442.04785;456.09222;458.57657;17.96391;36.23789;36.01345;29.56696;20.72131;20.68054;0.41571;0.85094; 
59.93118;62.68489;65.91708;65.55287;68.96758;75.85602;75.85603;-36.77858;-73.14697;3391.91284;3367.98169;0;3371.10474;-36.5;-73;10.23369;0.72539;0.07088;7.36663;500.086;442.02893;456.08545;458.56894;17.96121;36.23823;36.01226;29.56578;20.72059;20.68025;0.41566;0.85095; 
59.93113;62.68451;65.92815;65.56404;68.96751;75.86877;75.86877;-36.77875;-73.14729;3403.57056;3379.29395;0;3382.75928;-36.5;-73;10.2341;0.72539;0.07088;7.36521;500.0751;442.01901;456.08957;458.57333;17.96544;36.23359;36.01235;29.56596;20.72106;20.68079;0.41571;0.85084; 
59.93073;62.68399;65.93923;65.57522;68.96706;75.88152;75.88152;-36.77891;-73.1476;3415.33374;3390.71606;0;3394.53003;-36.5;-73;10.23405;0.72541;0.07088;7.36623;500.0712;442.01056;456.09094;458.58221;17.96469;36.23521;36.01337;29.56616;20.72165;20.68174;0.41569;0.8509; 
59.93022;62.68419;65.95097;65.58701;68.96647;75.89503;75.89503;-36.77908;-73.14792;3427.02856;3402.07886;0;3406.22192;-36.5;-73;10.23422;0.72542;0.07088;7.36483;500.10526;442.0011;456.09686;458.59723;17.96363;36.23837;36.01778;29.56579;20.72238;20.68282;0.41569;0.85104; 
59.93026;62.68475;65.96316;65.5992;68.96651;75.90905;75.90903;-36.77925;-73.14823;3438.76245;3413.48682;0;3417.95605;-36.5;-73;10.23392;0.72539;0.07088;7.36498;500.1077;441.98611;456.08463;458.59122;17.95336;36.24699;36.01788;29.56383;20.7212;20.68215;0.41554;0.85128; 
59.93044;62.68519;65.97526;65.61135;68.96672;75.92297;75.92297;-36.77942;-73.14854;3450.54028;3424.94507;0;3429.72803;-36.5;-73;10.23419;0.72537;0.07088;7.36648;500.10861;441.97232;456.07562;458.59421;17.95071;36.24792;36.01801;29.56256;20.72008;20.6823;0.41551;0.85132; 
59.9308;62.68493;65.98656;65.62276;68.96714;75.93599;75.936;-36.7796;-73.14886;3462.2373;3436.33179;0;3441.43042;-36.5;-73;10.23456;0.72536;0.07087;7.3638;500.08929;441.95554;456.0715;458.59021;17.95205;36.2444;36.01689;29.56174;20.71967;20.68215;0.41552;0.85123; 
59.931;62.68481;65.99828;65.63456;68.96736;75.94947;75.94947;-36.77978;-73.14917;3474.22119;3449.18091;0;3453.41284;-36.5;-73;10.23474;0.72537;0.07087;7.36446;500.09088;441.94998;456.07425;458.60495;17.95386;36.24338;36.01814;29.56206;20.72012;20.68333;0.41554;0.85122; 
59.9307;62.68469;66.00986;65.64622;68.96703;75.9628;75.9628;-36.77996;-73.14948;3486.04248;3461.96777;0;3465.22632;-36.5;-73;10.23472;0.72536;0.07087;7.36267;500.09521;441.93472;456.07452;458.60666;17.95037;36.24693;36.01971;29.56123;20.72041;20.68353;0.41549;0.85134; 
59.93032;62.68463;66.02142;65.65783;68.96658;75.97609;75.97608;-36.78014;-73.14979;3497.77466;3474.65747;0;3476.96167;-36.5;-73;10.23473;0.72537;0.07087;7.36259;500.09872;441.92374;456.07468;458.61368;17.9472;36.25047;36.02102;29.56083;20.72052;20.68427;0.41544;0.85145; 
59.93011;62.68462;66.03309;65.66957;68.96635;75.98952;75.98952;-36.78033;-73.15009;3509.56494;3487.40869;0;3488.75195;-36.5;-73;10.23488;0.72536;0.07087;7.36334;500.1033;441.91296;456.07233;458.61816;17.94589;36.25157;36.02212;29.56023;20.72039;20.68466;0.41542;0.8515; 
59.93031;62.68441;66.04438;65.68092;68.96657;76.00252;76.00251;-36.78051;-73.15039;3521.18896;3499.6189;0;3500.37744;-36.5;-73;10.23495;0.72536;0.07087;7.36149;500.1011;441.89835;456.07315;458.61563;17.94366;36.25338;36.02288;29.55949;20.72063;20.68464;0.41539;0.85157; 
59.92999;62.68461;66.05611;65.6927;68.96621;76.01601;76.01601;-36.7807;-73.15069;3532.79639;3510.82153;0;3511.9873;-36.5;-73;10.23502;0.72536;0.07087;7.3633;500.1123;441.89142;456.07135;458.62384;17.94174;36.25566;36.02447;29.55905;20.72056;20.68517;0.41536;0.85166; 
59.93014;62.68526;66.06842;65.70506;68.96637;76.03018;76.03019;-36.78089;-73.15098;3544.50562;3522.04053;0;3523.69482;-36.5;-73;10.23499;0.72534;0.07087;7.36348;500.12393;441.88004;456.0686;458.62375;17.93579;36.26092;36.02571;29.55772;20.72013;20.68483;0.41528;0.85182; 
59.93096;62.68518;66.08018;65.71687;68.96732;76.04371;76.04371;-36.78109;-73.15128;3556.43164;3532.18311;0;3535.62622;-36.5;-73;10.23504;0.72532;0.07087;7.3608;500.10104;441.86136;456.06244;458.61203;17.93136;36.26276;36.02402;29.55641;20.71948;20.68412;0.41521;0.85186; 
59.93065;62.68431;66.09085;65.72765;68.96696;76.056;76.05598;-36.78128;-73.15157;3568.09766;3542.06519;0;3547.29053;-36.5;-73;10.23557;0.72533;0.07086;7.35984;500.09039;441.8475;456.06827;458.61893;17.93745;36.25681;36.02479;29.55685;20.72032;20.68518;0.41529;0.85172; 
59.92999;62.68419;66.10243;65.73932;68.96621;76.06933;76.06934;-36.78148;-73.15186;3579.87524;3551.58179;0;3559.0769;-36.5;-73;10.23555;0.72535;0.07087;7.35991;500.10962;441.84384;456.07492;458.63058;17.93709;36.2593;36.02778;29.55706;20.72135;20.686;0.41528;0.85182; 
59.92969;62.6847;66.11468;65.75159;68.96586;76.08341;76.08341;-36.78168;-73.15215;3591.64868;3561.10229;0;3570.84351;-36.5;-73;10.23511;0.72533;0.07087;7.35888;500.11725;441.8273;456.07022;458.62051;17.92539;36.27012;36.02881;29.55511;20.72097;20.68503;0.41513;0.85213; 
59.92977;62.68511;66.12676;65.7637;68.96595;76.09732;76.09731;-36.78189;-73.15244;3603.36108;3570.58105;0;3582.55615;-36.5;-73;10.23536;0.72532;0.07086;7.36051;500.13126;441.81439;456.06339;458.6301;17.92215;36.2729;36.03046;29.55406;20.72013;20.68578;0.41509;0.85224; 
59.93005;62.68485;66.13809;65.77512;68.96627;76.11036;76.11036;-36.78209;-73.15271;3615.05933;3580.05566;0;3594.24878;-36.5;-73;10.23578;0.72531;0.07086;7.35911;500.11731;441.79794;456.05853;458.62851;17.92366;36.26949;36.02984;29.5533;20.71965;20.68588;0.4151;0.85216; 
59.93001;62.68452;66.14928;65.7864;68.96622;76.12324;76.12324;-36.7823;-73.15299;3626.73682;3589.52173;0;3605.92456;-36.5;-73;10.23585;0.72531;0.07086;7.35923;500.10223;441.78964;456.0564;458.63354;17.92392;36.26872;36.02931;29.55327;20.71968;20.68641;0.4151;0.85213; 
59.92978;62.68435;66.16076;65.79796;68.96596;76.13645;76.13645;-36.78251;-73.15327;3638.52026;3599.0813;0;3617.72095;-36.5;-73;10.23596;0.72532;0.07086;7.35785;500.11374;441.77988;456.05966;458.64343;17.92379;36.26992;36.03165;29.55311;20.7203;20.68723;0.41509;0.8522; 
59.92953;62.68458;66.17272;65.80997;68.96568;76.15022;76.15022;-36.78272;-73.15355;3650.36987;3607.44287;0;3629.56665;-36.5;-73;10.23586;0.72531;0.07086;7.35828;500.12659;441.76593;456.05725;458.64819;17.91777;36.27619;36.03368;29.55204;20.72021;20.68758;0.41501;0.8524; 
59.92931;62.68497;66.18485;65.82214;68.96542;76.16418;76.16418;-36.78294;-73.15382;3662.20337;3614.87524;0;3641.38965;-36.5;-73;10.23592;0.7253;0.07086;7.35821;500.13229;441.75293;456.05161;458.65155;17.91303;36.28006;36.0345;29.55086;20.71951;20.68779;0.41495;0.85252; 
59.92971;62.68522;66.1967;65.83405;68.96587;76.17781;76.17781;-36.78315;-73.15409;3673.9165;3622.23999;0;3653.10645;-36.5;-73;10.23619;0.72528;0.07085;7.35791;500.12961;441.74319;456.0477;458.65491;17.91281;36.27911;36.0345;29.55018;20.71899;20.68796;0.41495;0.8525; 
59.92981;62.6848;66.20786;65.84531;68.96599;76.19065;76.19066;-36.78337;-73.15436;3685.61938;3629.60547;0;3664.81421;-36.5;-73;10.23647;0.72528;0.07085;7.35569;500.11987;441.72714;456.047;458.65768;17.91389;36.27731;36.03484;29.54974;20.71913;20.68844;0.41496;0.85247; 
59.93007;62.68475;66.21941;65.85691;68.96629;76.20395;76.20394;-36.78359;-73.15462;3697.3103;3639.26416;0;3676.50586;-36.5;-73;10.2365;0.72529;0.07085;7.35665;500.12582;441.71671;456.04767;458.66318;17.91202;36.2795;36.03635;29.54927;20.71941;20.68888;0.41493;0.85255; 
59.92981;62.6846;66.23086;65.86843;68.96599;76.21711;76.21711;-36.78381;-73.15488;3708.99927;3651.32202;0;3688.19287;-36.5;-73;10.23642;0.72528;0.07085;7.35592;500.12323;441.7027;456.04681;458.66013;17.90767;36.28345;36.03699;29.54844;20.71953;20.68876;0.41487;0.85267; 
59.92916;62.68489;66.24287;65.88049;68.96526;76.23093;76.23093;-36.78404;-73.15514;3720.79419;3666.89941;0;3699.98486;-36.5;-73;10.23654;0.72528;0.07085;7.3564;500.14371;441.69659;456.04816;458.67111;17.90584;36.28633;36.03954;29.54809;20.71967;20.68952;0.41485;0.85278; 
59.92931;62.68568;66.25544;65.8931;68.96542;76.2454;76.24541;-36.78426;-73.1554;3732.60425;3679.7251;0;3711.79395;-36.5;-73;10.23656;0.72526;0.07085;7.35555;500.15366;441.68222;456.04483;458.66699;17.89966;36.29113;36.0405;29.5464;20.71909;20.68881;0.41477;0.85293; 
59.93039;62.68549;66.26705;65.90479;68.96666;76.25877;76.25877;-36.7845;-73.15566;3744.49854;3683.6748;0;3723.69287;-36.5;-73;10.23672;0.72524;0.07085;7.35589;500.13016;441.66522;456.03738;458.65967;17.89716;36.2912;36.0388;29.54538;20.71837;20.68847;0.41472;0.85293; 
59.92965;62.68415;66.27722;65.91511;68.96581;76.27047;76.27048;-36.78473;-73.15591;3756.14697;3699.13745;0;3735.33545;-36.5;-73;10.23723;0.72526;0.07085;7.35454;500.10977;441.64844;456.04535;458.66644;17.90372;36.28493;36.03925;29.54614;20.71956;20.68985;0.4148;0.85278; 
59.92886;62.68474;66.28964;65.92756;68.9649;76.28477;76.28477;-36.78496;-73.15617;3768.00391;3719.80566;0;3747.19873;-36.5;-73;10.23719;0.72528;0.07085;7.35304;500.15021;441.65198;456.05634;458.68457;17.90327;36.28854;36.04378;29.54637;20.72078;20.69067;0.4148;0.85292; 
59.92906;62.68559;66.30221;65.94012;68.96513;76.29922;76.29921;-36.78519;-73.15641;3779.72217;3731.19775;0;3758.91479;-36.5;-73;10.23667;0.72524;0.07085;7.35205;500.16147;441.63129;456.0448;458.67032;17.88805;36.30198;36.04472;29.54356;20.71968;20.68921;0.4146;0.85331; 
59.93008;62.686;66.31445;65.95242;68.9663;76.31331;76.31332;-36.78543;-73.15665;3791.57471;3742.72339;0;3770.76514;-36.5;-73;10.23685;0.72522;0.07084;7.35481;500.15475;441.61581;456.034;458.67001;17.8827;36.3051;36.04403;29.54214;20.71826;20.68928;0.41453;0.85339; 
59.9302;62.68518;66.32531;65.9634;68.96645;76.32581;76.32582;-36.78567;-73.1569;3803.35278;3753.62134;0;3782.54248;-36.5;-73;10.23749;0.72522;0.07084;7.35474;500.12515;441.60153;456.03055;458.67334;17.8896;36.29637;36.04239;29.54232;20.71806;20.69006;0.41461;0.85315; 
59.92973;62.68497;66.33685;65.97503;68.9659;76.33909;76.33909;-36.78591;-73.15714;3815.14575;3763.97925;0;3794.33813;-36.5;-73;10.23783;0.72524;0.07084;7.35278;500.14343;441.59909;456.04099;458.69299;17.89536;36.29292;36.04562;29.54312;20.7194;20.69148;0.41469;0.8531; 
59.92957;62.6855;66.34929;65.98749;68.96572;76.3534;76.35339;-36.78616;-73.15737;3827.06104;3770.875;0;3806.2561;-36.5;-73;10.23728;0.72522;0.07084;7.35253;500.15762;441.58392;456.03561;458.69116;17.88326;36.30504;36.04752;29.54135;20.71913;20.69107;0.41453;0.85345; 
59.92983;62.68547;66.36118;65.99945;68.96602;76.36709;76.36709;-36.7864;-73.15761;3838.99316;3768.66089;0;3818.18799;-36.5;-73;10.23728;0.7252;0.07084;7.35242;500.14844;441.5639;456.02658;458.68768;17.87665;36.30988;36.04723;29.53988;20.71822;20.69114;0.41443;0.85359; 
59.92923;62.68511;66.37259;66.01096;68.96533;76.38022;76.38022;-36.78665;-73.15784;3850.81372;3762.69971;0;3830.00024;-36.5;-73;10.23791;0.72522;0.07084;7.35136;500.14685;441.5545;456.02881;458.7005;17.8826;36.30394;36.04818;29.54019;20.71842;20.69242;0.41451;0.85346; 
59.92945;62.68542;66.38463;66.02303;68.96558;76.39407;76.39407;-36.7869;-73.15807;3862.5144;3761.08081;0;3841.7124;-36.5;-73;10.23798;0.72521;0.07084;7.35149;500.1568;441.54822;456.02722;458.70831;17.8817;36.30498;36.04958;29.53966;20.7184;20.69268;0.4145;0.8535; 
59.92972;62.68546;66.3966;66.03506;68.9659;76.40784;76.40784;-36.78715;-73.15829;3874.47046;3759.60352;0;3853.67017;-36.5;-73;10.23777;0.7252;0.07084;7.35274;500.15262;441.53064;456.02167;458.70782;17.8742;36.31168;36.05009;29.53841;20.71805;20.69279;0.41439;0.8537; 
59.9294;62.68482;66.40765;66.04622;68.96552;76.42056;76.42056;-36.7874;-73.15852;3886.18433;3757.5105;0;3865.37915;-36.5;-73;10.23809;0.7252;0.07083;7.35121;500.14355;441.51584;456.02426;458.71072;17.87591;36.30972;36.05063;29.53832;20.71846;20.69351;0.41441;0.85366; 
59.92886;62.68508;66.4196;66.05822;68.9649;76.43432;76.43432;-36.78765;-73.15873;3897.85645;3747.89941;0;3877.05127;-36.5;-73;10.23826;0.72521;0.07083;7.34931;500.16553;441.51251;456.02771;458.7207;17.8765;36.31036;36.05328;29.53816;20.71892;20.69399;0.41442;0.85372; 
59.92873;62.68554;66.43173;66.07037;68.96475;76.44828;76.44827;-36.78791;-73.15894;3909.49121;3738.13428;0;3888.68262;-36.5;-73;10.23809;0.7252;0.07083;7.34891;500.17795;441.49429;456.02576;458.71539;17.86817;36.31808;36.05505;29.53641;20.71875;20.69342;0.41431;0.85395; 
59.92928;62.68555;66.44347;66.08218;68.96539;76.46178;76.46178;-36.78816;-73.15916;3921.2019;3741.68945;0;3900.39624;-36.5;-73;10.23815;0.72517;0.07083;7.34927;500.16443;441.47711;456.01547;458.7077;17.86335;36.32059;36.05399;29.53498;20.71775;20.69297;0.41424;0.85402; 
59.9291;62.68499;66.45475;66.09357;68.96517;76.47477;76.47478;-36.78842;-73.15936;3933.02783;3745.31274;0;3912.21655;-36.5;-73;10.23848;0.72518;0.07083;7.34947;500.15442;441.46832;456.01834;458.71509;17.86658;36.31743;36.05428;29.53535;20.71819;20.6939;0.41428;0.85395; 
59.92877;62.68515;66.46675;66.10561;68.9648;76.48857;76.48856;-36.78868;-73.15957;3944.90039;3748.98364;0;3924.09595;-36.5;-73;10.2386;0.72519;0.07083;7.34864;500.17041;441.46005;456.02313;458.72223;17.86607;36.31884;36.05674;29.53502;20.71881;20.69427;0.41427;0.85402; 
59.92867;62.68612;66.47948;66.11836;68.96468;76.50323;76.50323;-36.78894;-73.15977;3956.65527;3752.65283;0;3935.84155;-36.5;-73;10.23833;0.72517;0.07083;7.34868;500.19052;441.45096;456.02036;458.72311;17.85682;36.32795;36.05858;29.53349;20.71838;20.69383;0.41416;0.85429; 
59.92949;62.6858;66.49099;66.12996;68.96563;76.51646;76.51646;-36.78921;-73.15997;3968.52808;3762.77051;0;3947.71826;-36.5;-73;10.23851;0.72514;0.07082;7.34786;500.16443;441.42343;456.01096;458.70993;17.85196;36.32955;36.05696;29.53173;20.71745;20.69326;0.41408;0.85433; 
59.92959;62.68557;66.50246;66.14152;68.96574;76.52967;76.52967;-36.78947;-73.16017;3980.29932;3795.80884;0;3959.49316;-36.5;-73;10.23897;0.72515;0.07082;7.34843;500.16318;441.42136;456.01422;458.72534;17.85778;36.32433;36.0577;29.53247;20.7178;20.69457;0.41416;0.8542; 
59.9291;62.68519;66.51384;66.15299;68.96517;76.54277;76.54277;-36.78974;-73.16036;3992.09937;3828.4519;0;3971.29614;-36.5;-73;10.23906;0.72516;0.07082;7.34621;500.1684;441.40793;456.01834;458.73248;17.85746;36.32549;36.05978;29.53225;20.71859;20.69528;0.41415;0.85427; 
59.92879;62.68556;66.52599;66.16518;68.96483;76.55676;76.55676;-36.79001;-73.16055;4003.89551;3861.06714;0;3983.09595;-36.5;-73;10.23887;0.72516;0.07082;7.34465;500.186;441.397;456.01474;458.73758;17.85077;36.33265;36.06199;29.53112;20.71841;20.69551;0.41406;0.85449; 
59.92933;62.68568;66.53793;66.17717;68.96544;76.57049;76.5705;-36.79028;-73.16074;4015.71729;3893.73291;0;3994.91919;-36.5;-73;10.23886;0.72514;0.07082;7.34852;500.18381;441.38031;456.00455;458.7384;17.84484;36.33721;36.06224;29.52978;20.71746;20.69572;0.41398;0.85463; 
59.92875;62.6854;66.54932;66.18863;68.96478;76.5836;76.58359;-36.79055;-73.16093;4027.41113;3925.62427;0;4006.60132;-36.5;-73;10.23924;0.72514;0.07082;7.34773;500.17563;441.36887;456.0032;458.74432;17.84696;36.33439;36.06234;29.52959;20.71734;20.69644;0.414;0.85456; 
59.92835;62.68537;66.56098;66.20036;68.96432;76.59702;76.59702;-36.79082;-73.1611;4039.11035;3938.61499;0;4018.2998;-36.5;-73;10.23946;0.72514;0.07082;7.34523;500.17953;441.36023;456.00516;458.75168;17.84815;36.33336;36.06359;29.52937;20.71766;20.69695;0.41402;0.85456; 
59.92873;62.6857;66.57304;66.21246;68.96475;76.61089;76.61088;-36.79109;-73.16129;4050.8252;3940.77539;0;4030.01709;-36.5;-73;10.23936;0.72513;0.07082;7.34411;500.18903;441.34357;455.99973;458.75089;17.84205;36.33878;36.06508;29.52784;20.71729;20.69671;0.41394;0.85473; 
59.92883;62.68623;66.58533;66.22479;68.96487;76.62503;76.62502;-36.79137;-73.16145;4062.53442;3942.98364;0;4041.72266;-36.5;-73;10.23934;0.72511;0.07082;7.34461;500.19376;441.33273;455.9939;458.7536;17.83643;36.34352;36.06564;29.52668;20.71657;20.69674;0.41386;0.85487; 
59.92916;62.68588;66.59658;66.23615;68.96526;76.63798;76.63799;-36.79164;-73.16162;4074.16724;3946.72144;0;4053.36011;-36.5;-73;10.23957;0.7251;0.07081;7.34574;500.17526;441.31494;455.98874;458.75058;17.83544;36.34269;36.06477;29.52587;20.71615;20.69684;0.41384;0.85485; 
59.92871;62.68534;66.60761;66.24727;68.96473;76.65068;76.65067;-36.79191;-73.16179;4085.73779;3953.34204;0;4064.93481;-36.5;-73;10.23999;0.72512;0.07081;7.34233;500.17664;441.30667;455.9989;458.75934;17.84055;36.3386;36.06643;29.52641;20.71731;20.69778;0.41391;0.85477; 
59.92859;62.68583;66.62016;66.25986;68.96459;76.66512;76.66512;-36.7922;-73.16196;4097.73193;3959.41992;0;4076.93213;-36.5;-73;10.23979;0.72512;0.07081;7.34501;500.20441;441.30075;455.99823;458.76984;17.83512;36.34549;36.06964;29.5257;20.71749;20.69822;0.41384;0.85499; 
59.92875;62.68568;66.6317;66.27145;68.96478;76.6784;76.6784;-36.79248;-73.16212;4109.41406;3961.75244;0;4088.60254;-36.5;-73;10.23955;0.72509;0.07081;7.34189;500.18839;441.27338;455.99005;458.74994;17.82503;36.35297;36.06886;29.52346;20.71686;20.69701;0.4137;0.8552; 
59.92828;62.68572;66.64346;66.28327;68.96424;76.69192;76.69191;-36.79276;-73.16227;4121.07715;3964.36401;0;4100.26123;-36.5;-73;10.24009;0.7251;0.07081;7.34153;500.20386;441.26929;455.99753;458.76633;17.82937;36.34985;36.07125;29.52392;20.71739;20.69837;0.41376;0.85515; 
59.92865;62.6864;66.65596;66.29582;68.96465;76.70631;76.70631;-36.79304;-73.16243;4132.82129;3956.604;0;4112.0127;-36.5;-73;10.24014;0.72509;0.07081;7.34203;500.2121;441.26022;455.99481;458.76614;17.82581;36.35246;36.07206;29.52276;20.717;20.69786;0.41371;0.85524; 
59.92916;62.68612;66.66743;66.30736;68.96526;76.71951;76.7195;-36.79332;-73.16257;4144.5376;3948.51196;0;4123.72314;-36.5;-73;10.24014;0.72507;0.07081;7.34206;500.18997;441.24084;455.99039;458.76077;17.8215;36.35497;36.07097;29.52178;20.71668;20.69777;0.41364;0.8553; 
59.92893;62.68567;66.67872;66.31876;68.96498;76.73251;76.73251;-36.7936;-73.16273;4156.24902;3942.27368;0;4135.43848;-36.5;-73;10.24041;0.72508;0.07081;7.34235;500.18668;441.23004;455.9928;458.76669;17.8236;36.35303;36.07188;29.52181;20.71713;20.69848;0.41367;0.85527; 
59.92834;62.68528;66.68995;66.33006;68.9643;76.74542;76.74542;-36.79388;-73.16286;4167.83545;3951.89795;0;4147.0249;-36.5;-73;10.24047;0.72509;0.07081;7.34109;500.19052;441.21982;455.99484;458.7764;17.82289;36.35474;36.07367;29.52182;20.71771;20.69948;0.41365;0.85534; 
59.92818;62.68565;66.7021;66.34225;68.96412;76.75941;76.75941;-36.79417;-73.16301;4179.52051;3964.1416;0;4158.71777;-36.5;-73;10.24038;0.72509;0.07081;7.34028;500.21756;441.21127;455.99411;458.78598;17.81811;36.36077;36.07685;29.52099;20.71781;20.70002;0.4136;0.85555; 
59.92794;62.68619;66.7145;66.35468;68.96385;76.77367;76.77367;-36.79446;-73.16315;4191.271;3985.64941;0;4170.45654;-36.5;-73;10.24028;0.72507;0.07081;7.34117;500.22745;441.1944;455.98337;458.78455;17.80976;36.36781;36.07788;29.5191;20.71672;20.69979;0.41349;0.85576; 
59.9287;62.68656;66.72665;66.36688;68.96472;76.78767;76.78767;-36.79475;-73.16328;4202.9541;4006.70459;0;4182.146;-36.5;-73;10.24062;0.72504;0.0708;7.33925;500.22067;441.17743;455.97226;458.78076;17.80765;36.36719;36.07718;29.51751;20.71542;20.69938;0.41346;0.85575; 
59.92868;62.68632;66.73827;66.37859;68.9647;76.80103;76.80103;-36.79504;-73.16341;4214.73096;4030.5791;0;4193.91699;-36.5;-73;10.24097;0.72504;0.0708;7.3396;500.20218;441.16754;455.974;458.78735;17.81029;36.36365;36.07643;29.51763;20.71551;20.7001;0.41349;0.85565; 
59.92881;62.68569;66.74943;66.38985;68.96485;76.81387;76.81387;-36.79533;-73.16354;4226.47314;4054.88696;0;4205.66211;-36.5;-73;10.24108;0.72504;0.0708;7.34;500.1864;441.15436;455.97079;458.79065;17.81149;36.36189;36.07622;29.51746;20.71569;20.7006;0.41349;0.85561; 
59.92846;62.68546;66.76106;66.40159;68.96445;76.82726;76.82726;-36.79562;-73.16366;4238.24463;4073.11963;0;4217.43896;-36.5;-73;10.24111;0.72506;0.0708;7.33978;500.20831;441.14774;455.97934;458.81006;17.81091;36.36522;36.08001;29.51785;20.71685;20.70229;0.41348;0.85575; 
59.92796;62.68576;66.7732;66.41376;68.96387;76.84123;76.84123;-36.79591;-73.16378;4249.96191;4076.3186;0;4229.15381;-36.5;-73;10.24094;0.72506;0.0708;7.33604;500.22574;441.13553;455.98196;458.81122;17.80431;36.37247;36.08241;29.51682;20.71715;20.70232;0.4134;0.85597; 
59.92782;62.686;66.78531;66.42589;68.96371;76.85516;76.85515;-36.79621;-73.16389;4261.69287;4066.1814;0;4240.87744;-36.5;-73;10.24104;0.72504;0.0708;7.33665;500.2316;441.11664;455.97357;458.80521;17.79899;36.37622;36.08326;29.51505;20.71635;20.70184;0.41333;0.8561; 
59.92812;62.68654;66.79748;66.43811;68.96405;76.86917;76.86917;-36.7965;-73.16401;4273.2417;4060.45581;0;4252.43213;-36.5;-73;10.24115;0.72503;0.0708;7.33806;500.2355;441.11102;455.97;458.81046;17.79622;36.37826;36.08358;29.51437;20.71576;20.70201;0.41329;0.85616; 
59.92869;62.68635;66.80899;66.4497;68.96471;76.88242;76.88242;-36.79679;-73.16412;4284.91602;4063.31982;0;4264.10791;-36.5;-73;10.24138;0.72501;0.07079;7.33676;500.21393;441.09161;455.96533;458.8013;17.79496;36.37699;36.08226;29.51324;20.71534;20.70144;0.41327;0.85613; 
59.92822;62.68587;66.82018;66.46098;68.96416;76.8953;76.89529;-36.79709;-73.16422;4296.58301;4071.69287;0;4275.76563;-36.5;-73;10.24168;0.72502;0.07079;7.33783;500.2142;441.07919;455.96729;458.80905;17.79744;36.37494;36.08369;29.51321;20.71586;20.70228;0.4133;0.8561; 
59.92802;62.68583;66.83187;66.47275;68.96394;76.90875;76.90875;-36.79738;-73.16432;4308.26367;4080.75562;0;4287.45898;-36.5;-73;10.24158;0.72502;0.07079;7.33718;500.22354;441.07062;455.97321;458.81509;17.7942;36.37933;36.08576;29.51301;20.71663;20.70278;0.41325;0.85625; 
59.92798;62.68546;66.84322;66.48415;68.96389;76.92181;76.92181;-36.79768;-73.16442;4319.95605;4099.27637;0;4299.1499;-36.5;-73;10.24145;0.72503;0.07079;7.33638;500.22418;441.05441;455.96863;458.81354;17.78865;36.3848;36.08687;29.51207;20.7166;20.703;0.41317;0.85642; 
59.92777;62.68544;66.85499;66.49599;68.96365;76.93535;76.93535;-36.79798;-73.16452;4331.68848;4117.89697;0;4310.88184;-36.5;-73;10.24167;0.72503;0.07079;7.33517;500.23462;441.04178;455.97083;458.81686;17.78754;36.38608;36.08876;29.51146;20.71685;20.70338;0.41316;0.85648; 
