f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;alpha,__deg;_beta,__deg;hpath,__deg;vpath,__deg;_slip,__deg;__lat,__deg;__lon,__deg;__alt,ftmsl;__alt,ftagl;___on,runwy;__alt,__ind;__lat,orign;__lon,orign;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
83.96986;80.17317;0.01191;0.01173;0.00387;1.00000;1.00000;62.12401;64.23167;74.53693;74.53692;71.49104;85.77557;85.77557;7.77397;-2.55885;141.74910;-0.02585;-0.89456;-37.01239;-72.59578;10001.43262;9411.69434;0.00000;9992.29297;-36.50000;-73.00000;9.34377;0.88887;0.09513;7.34219;586.54510;553.42255;615.92157;616.43652;33.73455;45.83424;51.56099;46.62325;35.36839;35.21334;0.74337;1.15395;55.65482;-12.18675;3.25708;3.25945;2.12784;0.93163
83.16608;81.87997;0.01202;0.01191;0.00392;1.00000;1.00000;61.70881;63.98821;74.25434;74.25434;71.01323;85.45037;85.45037;7.88454;-2.64175;141.75558;-0.01000;-0.89496;-37.01266;-72.59551;10001.38086;9407.22070;0.00000;9992.29395;-36.50000;-73.00000;9.27787;0.89807;0.09680;7.24350;589.07806;554.89813;616.68933;616.94141;33.95041;46.32409;52.14470;47.02086;35.76614;35.54441;0.74968;1.17497;57.57187;-13.39712;3.17745;3.35924;2.16267;0.94888
84.40247;88.98380;0.01185;0.01165;0.00366;1.00000;1.00000;61.36324;63.79571;74.03101;74.03098;70.61555;85.19337;85.19337;7.95544;-2.83781;141.74376;0.06178;-0.91565;-37.01293;-72.59525;10001.42871;9402.84180;0.00000;9992.23535;-36.50000;-73.00000;9.21443;0.90424;0.09813;7.19428;591.33917;555.59131;616.29596;616.11560;33.68327;47.07082;52.56026;47.18954;35.97897;35.67573;0.74186;1.20411;57.42834;-13.41369;4.04612;3.31879;2.19074;0.97945
75.22876;70.68137;0.01329;0.01307;0.00401;1.00000;1.00000;61.08559;63.62953;73.83840;73.83823;70.29604;84.97172;84.97172;7.98858;-3.04819;141.71936;0.12263;-0.96048;-37.01320;-72.59498;10001.62695;9396.31250;0.00000;9992.29102;-36.50000;-73.00000;9.17687;0.90763;0.09890;7.17315;591.99658;554.57758;614.32074;614.18372;33.14686;47.70182;52.71101;47.11030;35.96016;35.66228;0.72698;1.22921;58.46748;-13.98224;5.11563;3.37083;2.21357;1.00803
76.34106;79.82757;0.01310;0.01808;0.00459;1.00000;1.00000;60.83236;63.42046;73.59613;73.59591;70.00463;84.69292;84.69292;8.01942;-3.12081;141.70845;0.14092;-1.01274;-37.01347;-72.59471;10001.92969;9385.32520;0.00000;9992.49609;-36.50000;-73.00000;9.15539;0.90951;0.09934;7.35537;589.05255;552.34424;611.49530;611.87762;32.75893;47.88543;52.54145;47.01469;35.85011;35.66358;0.71785;1.23833;56.35227;-12.64458;6.12578;3.26872;2.18105;1.00131
82.80559;79.74482;0.01208;0.01201;0.00379;1.00000;1.00000;60.54087;63.14932;73.28178;73.28169;69.66919;84.33118;84.33118;8.10689;-2.94199;141.74257;0.09341;-1.03022;-37.01373;-72.59445;10002.18555;9374.49121;0.00000;9992.84375;-36.50000;-73.00000;9.13486;0.91527;0.10020;7.51521;586.15228;550.83374;610.44354;611.69269;33.35567;47.34848;52.59964;47.24398;36.00130;35.97239;0.73674;1.22410;55.18046;-11.53910;4.84599;3.21346;2.14325;0.95623
85.29422;88.82573;0.01172;0.01143;0.00358;1.00000;1.00000;60.18082;62.82256;72.90273;72.90273;69.25485;83.89496;83.89496;8.24340;-2.66508;141.82196;0.00780;-0.99734;-37.01400;-72.59418;10002.29395;9359.72754;0.00000;9992.98633;-36.50000;-73.00000;9.09707;0.92404;0.10158;7.16105;583.68500;550.00934;611.05194;612.15479;34.43319;46.59789;52.89242;47.72313;36.44270;36.40849;0.77094;1.20406;54.39235;-11.04705;2.73222;3.18205;2.10821;0.91045
84.49199;89.12657;0.01184;0.01186;0.00383;1.00000;1.00000;59.77783;62.54257;72.57775;72.57774;68.79110;83.52099;83.52100;8.40519;-2.55990;141.90355;-0.04565;-0.93834;-37.01426;-72.59393;10002.24023;9340.00488;0.00000;9993.11328;-36.50000;-73.00000;9.01902;0.93567;0.10374;7.17379;585.43628;552.00659;613.20776;614.01385;35.32212;46.58993;53.62292;48.42117;37.09462;36.94803;0.79881;1.20975;54.21486;-10.73801;1.58046;3.15608;2.11226;0.90620
84.64881;93.93200;0.01181;0.01166;0.00386;1.00000;1.00000;59.38443;62.25846;72.24794;72.24791;68.33839;83.14145;83.14146;8.52454;-2.73361;141.93355;-0.05588;-0.91569;-37.01453;-72.59367;10002.13574;9320.26563;0.00000;9993.09863;-36.50000;-73.00000;8.94634;0.94374;0.10549;7.00665;584.92932;551.78174;613.04846;612.88611;35.03284;47.32791;54.01332;48.76421;37.48741;37.16231;0.79279;1.24312;53.76656;-10.09748;3.33884;3.13734;2.10166;0.90984
85.32438;78.91415;0.01172;0.01173;0.00385;1.00000;1.00000;58.99144;61.99573;71.94291;71.94286;67.88615;82.79043;82.79043;8.65115;-2.96314;141.90886;-0.06170;-0.93717;-37.01479;-72.59341;10002.00488;9300.74316;0.00000;9992.96680;-36.50000;-73.00000;8.87066;0.95276;0.10741;7.16401;586.11292;552.12177;613.02545;612.79956;34.72626;48.26117;54.56788;49.14968;37.86209;37.51680;0.78513;1.28530;54.37983;-10.20275;4.66910;3.17291;2.10951;0.92819
85.24078;80.51530;0.01173;0.01151;0.00374;1.00000;1.00000;58.60184;61.70321;71.60327;71.60319;67.43780;82.39958;82.39958;8.77196;-3.08256;141.87022;-0.08631;-0.97825;-37.01505;-72.59315;10001.85059;9281.17285;0.00000;9992.86035;-36.50000;-73.00000;8.81541;0.96075;0.10899;6.89318;585.17206;551.05786;612.31866;611.96167;34.57661;48.75269;54.92517;49.44844;38.15720;37.83725;0.78359;1.31211;55.41599;-10.88989;5.27836;3.25941;2.10328;0.92641
83.13514;78.28401;0.01203;0.01168;0.00372;1.00000;1.00000;58.20240;61.43029;71.28635;71.28628;66.97813;82.03487;82.03488;8.91011;-3.05971;141.85709;-0.08701;-1.00029;-37.01531;-72.59290;10001.66016;9268.78516;0.00000;9992.71289;-36.50000;-73.00000;8.75476;0.97068;0.11087;6.86090;586.22736;551.83862;612.68561;612.63019;35.07553;48.88596;55.48545;49.93184;38.57064;38.30518;0.80082;1.32375;56.49572;-11.99641;4.17184;3.32433;2.12389;0.94056
85.09998;77.75445;0.01175;0.01180;0.00363;1.00000;1.00000;57.81361;61.13003;70.93772;70.93768;66.53072;81.63367;81.63367;9.04007;-3.00617;141.86922;-0.06426;-1.00357;-37.01557;-72.59264;10001.49609;9256.78613;0.00000;9992.49414;-36.50000;-73.00000;8.69378;0.97995;0.11272;6.83794;585.78180;551.02704;611.93597;613.22211;35.55541;48.83281;55.93177;50.21913;38.89819;38.77293;0.81871;1.32730;54.51507;-9.76998;3.88306;3.19609;2.09209;0.92046
85.25150;92.83326;0.01173;0.01261;0.00388;1.00000;1.00000;57.40525;60.80991;70.56607;70.56593;66.06078;81.20599;81.20599;9.07062;-2.78778;141.83012;-0.11586;-0.97876;-37.01583;-72.59239;10001.32813;9244.86816;0.00000;9992.32715;-36.50000;-73.00000;8.69043;0.98208;0.11301;6.84543;580.15021;547.18585;607.28485;608.08112;35.90952;47.88136;55.43286;50.01789;38.68914;38.52313;0.83347;1.29530;53.55484;-9.61098;2.43214;3.14669;2.07078;0.89359
84.78891;89.90381;0.01179;0.01249;0.00385;1.00000;1.00000;57.01259;60.53290;70.24417;70.24335;65.60892;80.83556;80.83556;9.11987;-2.67709;141.71097;-0.27737;-0.93383;-37.01608;-72.59214;10000.93066;9232.80859;0.00000;9992.15039;-36.50000;-73.00000;8.67120;0.98572;0.11368;6.79281;576.55322;544.59479;603.74188;604.72388;36.16676;47.33844;55.23754;49.93862;38.63460;38.41574;0.84466;1.27899;53.90662;-9.96858;1.67034;3.16283;2.06504;0.88547
77.43153;91.91177;0.01291;0.01591;0.00465;1.00000;1.00000;56.65278;60.31669;69.99236;69.98957;65.19486;80.54578;80.54578;9.16306;-2.72065;141.46381;-0.51218;-0.90791;-37.01634;-72.59188;10000.10449;9220.10254;0.00000;9991.69238;-36.50000;-73.00000;8.64467;0.98869;0.11437;6.75858;574.32520;542.29181;601.15759;602.00391;36.02660;47.31731;55.17806;49.82561;38.63189;38.32648;0.84237;1.28239;53.77087;-10.03179;2.19513;3.15479;2.05907;0.88509
82.89278;85.90327;0.01206;0.01235;0.00365;1.00000;1.00000;56.37698;60.18375;69.83660;69.82979;64.87746;80.36652;80.36654;9.18580;-2.72995;141.05922;-0.80058;-0.90027;-37.01660;-72.59163;9998.74512;9207.08008;0.00000;9990.80273;-36.50000;-73.00000;8.63136;0.99034;0.11474;6.73436;572.82501;540.86224;599.42242;600.19647;35.95487;47.23824;55.11054;49.74412;38.60048;38.25920;0.84162;1.28166;53.76941;-10.12528;2.24061;3.15507;2.05415;0.88505
82.57751;66.18134;0.01211;0.01186;0.00401;1.00000;1.00000;56.20716;60.14026;69.78400;69.77077;64.68204;80.30599;80.30599;9.19197;-2.66212;140.49966;-1.11565;-0.88989;-37.01685;-72.59137;9996.78906;9193.66602;0.00000;9989.42383;-36.50000;-73.00000;8.63162;0.99083;0.11479;6.72544;572.10083;540.58472;598.85504;599.65735;36.16223;47.00991;55.04155;49.75074;38.59207;38.22835;0.84835;1.27310;53.83157;-10.35709;1.82772;3.15936;2.05645;0.88209
82.79760;91.05810;0.01208;0.01197;0.00400;1.00000;1.00000;56.15351;60.18914;69.83781;69.81580;64.62031;80.36792;80.36793;9.18613;-2.58346;139.76813;-1.43843;-0.87195;-37.01709;-72.59111;9994.14844;9179.45117;0.00000;9987.44043;-36.50000;-73.00000;8.63687;0.99055;0.11469;6.74693;572.47235;541.57080;599.66943;600.48114;36.38610;46.84718;55.04991;49.83387;38.65113;38.23837;0.85552;1.26514;53.75456;-10.07872;1.62441;3.15435;2.05625;0.87991
84.57948;86.41549;0.01182;0.01185;0.00381;1.00000;1.00000;56.21989;60.32618;69.99319;69.96111;64.69670;80.54672;80.54672;9.16187;-2.51652;138.85196;-1.73460;-0.85362;-37.01734;-72.59085;9990.85547;9164.56836;0.00000;9984.82227;-36.50000;-73.00000;8.64904;0.98892;0.11434;6.77832;573.85919;543.42340;601.59393;602.24506;36.60234;46.77707;55.09605;49.93946;38.73328;38.25233;0.86133;1.25883;53.49232;-9.78682;1.65578;3.14063;2.05851;0.87851
83.23935;78.88924;0.01201;0.01200;0.00401;1.00000;1.00000;56.39977;60.53397;70.23000;70.18778;64.90369;80.81924;80.81923;9.12828;-2.43318;137.74149;-1.98648;-0.83342;-37.01758;-72.59058;9986.99316;9166.30273;0.00000;9981.52539;-36.50000;-73.00000;8.66860;0.98665;0.11382;6.77183;576.25061;546.09503;604.42340;605.20068;36.92185;46.67671;55.22016;50.09721;38.83728;38.32480;0.86987;1.25060;53.95519;-10.07369;1.18971;3.16605;2.06884;0.88217
82.77769;79.47861;0.01208;0.01191;0.00397;1.00000;1.00000;56.67504;60.79945;70.53317;70.48219;65.22047;81.16813;81.16814;9.07856;-2.34286;136.41873;-2.17892;-0.81044;-37.01782;-72.59030;9982.63770;9181.67090;0.00000;9977.66016;-36.50000;-73.00000;8.69525;0.98314;0.11307;6.81413;578.87842;549.13208;607.80609;608.59924;37.25376;46.59270;55.30251;50.24966;38.93375;38.37303;0.87790;1.24172;53.84694;-9.86069;1.02046;3.16079;2.07500;0.88363
82.42953;88.33922;0.01213;0.01171;0.00380;1.00000;1.00000;57.02374;61.10073;70.87744;70.82025;65.62175;81.56430;81.56430;9.02934;-2.26013;134.87814;-2.30179;-0.78644;-37.01805;-72.59001;9977.93750;9197.00684;0.00000;9973.36035;-36.50000;-73.00000;8.72214;0.97974;0.11233;6.84332;582.22021;552.77417;611.92664;612.68481;37.60280;46.56570;55.46399;50.45244;39.07936;38.46296;0.88636;1.23452;54.04844;-9.66638;0.81189;3.17242;2.08162;0.88691
81.83004;80.21176;0.01222;0.01217;0.00396;1.00000;1.00000;57.41974;61.41850;71.24056;71.18008;66.07746;81.98218;81.98217;8.96605;-2.16628;133.11002;-2.36099;-0.76129;-37.01828;-72.58971;9973.03906;9212.47559;0.00000;9968.69531;-36.50000;-73.00000;8.75570;0.97526;0.11139;6.86429;585.32483;556.21399;615.68988;616.57104;37.94328;46.44690;55.55060;50.58980;39.15509;38.50058;0.89427;1.22363;54.30980;-9.87884;0.44138;3.18664;2.09499;0.89200
84.89804;80.62566;0.01178;0.01157;0.00386;1.00000;1.00000;57.84273;61.74639;71.61530;71.55295;66.56422;82.41341;82.41341;8.82103;-2.07689;131.11804;-2.39095;-0.73676;-37.01850;-72.58941;9968.07617;9218.52539;0.00000;9963.90820;-36.50000;-73.00000;8.83138;0.96542;0.10932;6.94444;585.53796;556.85504;616.14685;617.18127;37.90011;45.99498;55.05713;50.19637;38.77040;38.09507;0.88896;1.19931;55.74312;-11.38521;0.34354;3.29687;2.11336;0.89644
84.66240;84.74576;0.01181;0.01163;0.00378;1.00000;1.00000;58.29751;62.09084;72.00899;71.94469;67.08758;82.86646;82.86648;8.75795;-1.98526;128.86758;-2.42153;-0.71197;-37.01871;-72.58910;9962.95801;9218.34180;0.00000;9958.88477;-36.50000;-73.00000;8.86487;0.96103;0.10841;6.98447;588.86169;560.60193;620.35638;621.41302;38.25069;45.90772;55.15522;50.36415;38.87246;38.14703;0.89694;1.18967;56.07539;-11.00667;0.06869;3.31175;2.12056;0.90140
84.38104;82.23008;0.01185;0.01161;0.00352;1.00000;1.00000;58.75174;62.42348;72.38895;72.32595;67.61029;83.30372;83.30373;8.70403;-1.88901;126.37054;-2.39064;-0.68586;-37.01892;-72.58876;9957.84473;9218.92676;0.00000;9953.76367;-36.50000;-73.00000;8.89499;0.95716;0.10761;7.01944;592.26434;564.56390;624.72540;625.77930;38.65083;45.83024;55.28804;50.57600;39.01043;38.23037;0.90667;1.18089;56.28938;-10.84087;-0.20115;3.32277;2.13141;0.90469
82.15070;68.33401;0.01217;0.01177;0.00393;1.00000;1.00000;59.19276;62.73302;72.74213;72.68264;68.11781;83.71014;83.71014;8.65033;-1.78875;123.58816;-2.31722;-0.65754;-37.01911;-72.58842;9952.79492;9219.60352;0.00000;9948.68359;-36.50000;-73.00000;8.92505;0.95329;0.10681;7.05665;595.18213;568.12720;628.61078;629.65930;39.03218;45.69691;55.37428;50.74991;39.11905;38.27984;0.91614;1.17049;56.50451;-10.68091;-0.51590;3.33371;2.14035;0.90801
84.87757;80.43111;0.01178;0.01166;0.00391;1.00000;1.00000;59.60359;63.00934;73.05694;73.00201;68.59059;84.07243;84.07243;8.59816;-1.68737;120.52954;-2.22181;-0.62825;-37.01929;-72.58807;9947.92480;9219.06738;0.00000;9943.64551;-36.50000;-73.00000;8.95298;0.94955;0.10606;7.08090;597.68732;571.16711;631.84314;632.94135;39.41323;45.50644;55.41997;50.87537;39.18995;38.29496;0.92565;1.15883;56.68754;-10.67588;-0.91299;3.34321;2.14922;0.91240
84.25327;89.71828;0.01187;0.01176;0.00387;1.00000;1.00000;59.97630;63.25392;73.33508;73.28458;69.01950;84.39250;84.39250;8.55214;-1.59315;117.14706;-2.12635;-0.59858;-37.01945;-72.58769;9943.21289;9219.63281;0.00000;9938.78613;-36.50000;-73.00000;8.97791;0.94625;0.10540;7.12574;599.71204;573.87476;634.71875;635.77344;39.74997;45.32942;55.44215;50.98993;39.26208;38.29379;0.93420;1.14812;56.73009;-10.37178;-1.11345;3.34450;2.15479;0.91481
81.56954;76.66360;0.01226;0.01209;0.00408;1.00000;1.00000;60.30557;63.47005;73.58040;73.53319;69.39841;84.67481;84.67481;8.50819;-1.49231;113.44518;-2.05246;-0.56903;-37.01960;-72.58730;9938.67676;9221.35840;0.00000;9934.12109;-36.50000;-73.00000;9.00214;0.94315;0.10477;7.14618;601.42627;576.21429;637.07880;638.12213;40.08693;45.08521;55.43873;51.07068;39.30540;38.27037;0.94312;1.13567;56.94533;-10.29110;-1.50188;3.35470;2.16050;0.91847
63.36687;50.90613;0.01578;0.01359;0.00415;1.00000;1.00000;60.59322;63.65307;73.78745;73.74268;69.72943;84.91309;84.91309;9.28115;-1.39902;109.42371;-1.99600;-0.53850;-37.01972;-72.58691;9934.25195;9224.20605;0.00000;9929.57910;-36.50000;-73.00000;8.67283;1.01464;0.11699;6.88826;631.76227;610.59656;675.23926;673.50031;44.00971;48.83900;61.16183;57.21392;44.29696;42.71793;1.08025;1.27933;87.03815;25.04738;-1.90320;5.00616;2.38783;0.86671
68.18512;62.53126;0.01467;0.01400;0.00389;1.00000;1.00000;60.63995;63.53720;73.64928;73.63058;69.78322;84.75407;84.75407;8.59690;-1.25634;104.80851;-1.29072;-0.50082;-37.01982;-72.58650;9930.92578;9233.19922;0.00000;9925.31543;-36.50000;-73.00000;8.96403;0.94764;0.10572;7.12750;605.14185;581.76166;642.96246;643.68707;41.35070;44.88872;56.09846;51.91159;40.03557;38.78377;0.98561;1.12773;55.10157;-12.50097;-2.58999;3.29627;2.18651;0.91846
76.27234;69.96432;0.01311;0.01263;0.00380;1.00000;1.00000;60.67346;63.53298;73.64093;73.61799;69.82178;84.74447;84.74447;8.64855;-1.30819;100.06129;-1.43005;-0.47460;-37.01990;-72.58608;9927.94531;9245.12207;0.00000;9921.93359;-36.50000;-73.00000;8.93580;0.95180;0.10652;7.10601;605.07910;585.41156;645.43140;642.66046;41.21141;45.44675;56.14970;52.58496;40.43156;38.68414;0.98063;1.14910;57.43655;-9.37230;-1.11328;3.39748;2.17108;0.91339
72.08791;78.38834;0.01387;0.01356;0.00418;1.00000;1.00000;60.65332;63.51400;73.61525;73.59106;69.79860;84.71492;84.71492;8.86475;-1.70960;95.02205;-1.46870;-0.51599;-37.01994;-72.58566;9924.75781;9250.14746;0.00000;9918.73926;-36.50000;-73.00000;8.81890;0.96368;0.10927;7.02390;613.03369;593.03033;654.49115;650.47607;40.88054;47.79947;57.75128;54.03710;41.74439;39.72269;0.97126;1.23846;55.30497;-11.02574;2.74511;3.35051;2.20487;0.91946
80.03345;88.18343;0.01249;0.01257;0.00399;1.00000;1.00000;60.53564;63.37986;73.45635;73.43986;69.66318;84.53207;84.53206;9.17878;-1.54288;89.65434;-1.21425;-0.56955;-37.01996;-72.58523;9921.79785;9265.81738;0.00000;9915.60742;-36.50000;-73.00000;8.69732;0.98817;0.11362;6.91816;624.85565;600.39362;665.62030;665.81952;43.07943;48.33879;60.27992;55.61144;43.43558;41.87216;1.05164;1.26190;59.11139;-7.48891;0.21436;3.52279;2.18934;0.89285
81.49503;84.81045;0.01227;0.01205;0.00394;1.00000;1.00000;60.35867;63.21693;73.26460;73.24872;69.45953;84.31141;84.31140;9.02424;-0.70017;83.94521;-1.19320;-0.47742;-37.01994;-72.58481;9919.27148;9282.63672;0.00000;9912.77441;-36.50000;-73.00000;8.78677;0.97817;0.11132;6.95942;613.76556;594.81793;655.32422;656.46497;44.64569;44.78575;58.39280;54.74034;42.25350;40.81077;1.10899;1.13060;57.70699;-8.87417;-7.43079;3.45435;2.13406;0.93732
83.46740;90.85128;0.01198;0.01188;0.00383;1.00000;1.00000;60.19436;63.07611;73.09814;73.07355;69.27044;84.11984;84.11983;8.98566;-0.49118;77.80722;-1.48623;-0.34244;-37.01989;-72.58439;9916.42578;9300.03027;0.00000;9910.11914;-36.50000;-73.00000;8.79615;0.97507;0.11085;7.50199;606.96545;591.24707;650.21637;652.22101;44.77926;43.79618;57.61259;54.34320;41.93687;40.29390;1.11848;1.09554;55.89616;-6.74530;-6.08317;3.35127;2.09323;0.89408
84.05465;81.37360;0.01190;0.01179;0.00385;1.00000;1.00000;60.00521;62.90514;72.89566;72.84719;69.05276;83.88683;83.88683;9.08655;-0.55586;71.24023;-2.08934;-0.29395;-37.01979;-72.58398;9912.61914;9316.80078;0.00000;9907.13867;-36.50000;-73.00000;8.76375;0.97933;0.11175;7.20846;603.48999;588.90045;651.41199;652.59167;44.51896;44.14421;57.85134;54.62492;42.41896;40.54275;1.11954;1.11337;53.79637;-3.42095;-3.17579;3.23944;2.02645;0.80734
82.36629;80.17317;0.01214;0.01172;0.00388;1.00000;1.00000;59.83860;62.92205;72.90897;72.80297;68.86103;83.90215;83.90216;8.86361;-0.20671;64.19308;-3.09025;-0.24176;-37.01967;-72.58360;9907.14453;9332.28223;0.00000;9903.08691;-36.50000
