f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;alpha,__deg;_beta,__deg;hpath,__deg;vpath,__deg;_slip,__deg;__lat,__deg;__lon,__deg;__alt,ftmsl;__alt,ftagl;___on,runwy;__alt,__ind;__lat,orign;__lon,orign;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
84.26954;88.33142;0.01187;0.01188;0.00394;1.00000;1.00000;85.63066;85.35992;99.05885;99.05882;98.54201;113.99490;113.99488;2.73946;-1.29507;141.09814;0.03659;-0.71538;-36.99574;-72.61248;10003.92188;9551.29199;0.00000;9994.59375;-36.50000;-73.00000;11.52190;0.50800;0.04409;9.94440;633.50195;598.47925;608.21680;611.92462;19.79916;29.01084;36.85612;33.69069;20.99108;21.16577;0.56831;0.69455;45.01196;-18.91715;2.72945;3.16000;2.87766;1.52184
85.10826;89.29369;0.01175;0.01156;0.00391;1.00000;1.00000;85.31282;85.03493;98.68182;98.68182;98.17625;113.56103;113.56101;2.79691;-1.22201;141.13046;0.01998;-0.69090;-36.99609;-72.61212;10003.99805;9545.84863;0.00000;9994.72949;-36.50000;-73.00000;11.52498;0.51230;0.04445;9.81566;632.42969;598.22559;609.28528;612.80115;20.56527;28.86032;36.99382;33.87295;21.16551;21.32464;0.57277;0.69046;45.45698;-18.74012;1.56703;3.15596;2.85870;1.50651
84.41498;81.79290;0.01185;0.01157;0.00392;1.00000;1.00000;84.99679;84.75018;98.35145;98.35145;97.81256;113.18083;113.18084;2.84762;-1.30883;141.15207;0.01622;-0.67966;-36.99644;-72.61177;10004.04395;9540.42188;0.00000;9994.83984;-36.50000;-73.00000;11.50889;0.51626;0.04486;9.73740;633.01672;597.59644;610.06635;613.22437;20.50864;29.50460;37.22963;33.97379;21.31841;21.44527;0.57003;0.69881;46.73347;-19.36833;2.48149;3.18214;2.86011;1.51099
84.82004;83.54218;0.01179;0.01151;0.00398;1.00000;1.00000;84.70602;84.50438;98.06628;98.06626;97.47796;112.85266;112.85266;2.88906;-1.40594;141.15309;0.02461;-0.69693;-36.99680;-72.61141;10004.09668;9535.76172;0.00000;9994.86133;-36.50000;-73.00000;11.49452;0.51965;0.04521;9.70385;633.97137;596.94012;610.30341;613.46454;20.34304;30.15719;37.44780;34.03998;21.42093;21.54830;0.56686;0.70797;48.17929;-20.32155;3.03262;3.21949;2.87117;1.52152
83.37160;79.51022;0.01199;0.01163;0.00394;1.00000;1.00000;84.45351;84.28951;97.81706;97.81703;97.18737;112.56587;112.56586;2.92109;-1.44064;141.14983;0.04005;-0.71595;-36.99715;-72.61105;10004.18457;9532.87891;0.00000;9994.95215;-36.50000;-73.00000;11.48702;0.52237;0.04547;9.68367;634.36530;596.36993;610.05365;613.45313;20.42316;30.42961;37.58539;34.09165;21.48225;21.62558;0.56652;0.71169;49.37991;-21.16839;2.75015;3.25294;2.88228;1.52865
81.31670;79.31471;0.01230;0.01195;0.00394;1.00000;1.00000;84.23158;84.09267;97.58884;97.58879;96.93197;112.30325;112.30323;2.94732;-1.47584;141.15079;0.05491;-0.73021;-36.99750;-72.61070;10004.31836;9530.04492;0.00000;9995.04199;-36.50000;-73.00000;11.47824;0.52458;0.04570;9.84969;634.21533;595.63177;609.48547;613.16620;20.42812;30.68191;37.67083;34.11636;21.52069;21.67878;0.56535;0.71498;50.10415;-21.60493;2.87206;3.27213;2.88663;1.53301
82.12749;82.51505;0.01218;0.01151;0.00389;1.00000;1.00000;84.01875;83.84435;97.30090;97.30087;96.68706;111.97189;111.97189;2.97110;-1.44967;141.15608;0.05035;-0.74748;-36.99785;-72.61035;10004.47559;9527.23633;0.00000;9995.17969;-36.50000;-73.00000;11.47374;0.52607;0.04585;10.39802;630.55389;594.42102;608.03406;611.99310;20.42791;30.76854;37.49738;34.14273;21.51481;21.70514;0.56273;0.71312;46.71354;-18.75077;3.97644;3.16534;2.82606;1.50032
82.21521;72.20216;0.01216;0.01160;0.00378;1.00000;1.00000;83.75301;83.48632;96.88554;96.88554;96.38125;111.49389;111.49390;3.02981;-1.27696;141.18341;0.00931;-0.72788;-36.99820;-72.61000;10004.56152;9524.38281;0.00000;9995.28418;-36.50000;-73.00000;11.49384;0.52975;0.04609;9.92827;626.31024;593.13306;608.57831;612.41339;21.48200;30.14117;37.43866;34.32114;21.67139;21.86533;0.56926;0.69984;44.76445;-16.83032;1.84478;3.08403;2.76338;1.41791
83.58165;90.41591;0.01196;0.01165;0.00384;1.00000;1.00000;83.41299;83.13143;96.47364;96.47363;95.98996;111.01989;111.01989;3.10626;-1.24594;141.21921;-0.02668;-0.68588;-36.99855;-72.60965;10004.52832;9521.41113;0.00000;9995.36523;-36.50000;-73.00000;11.48665;0.53526;0.04660;9.71697;625.64246;592.94397;610.74115;613.91986;22.12691;30.29360;37.68696;34.57054;21.94607;22.08451;0.57325;0.70036;45.33733;-16.58012;1.52226;3.07841;2.73944;1.40212
84.26894;84.27440;0.01187;0.01146;0.00380;1.00000;1.00000;83.06931;82.82471;96.11756;96.11755;95.59445;110.61012;110.61012;3.16945;-1.37585;141.22884;-0.03554;-0.67927;-36.99889;-72.60931;10004.43066;9524.11230;0.00000;9995.33496;-36.50000;-73.00000;11.46014;0.54010;0.04713;10.06783;626.30817;592.83716;611.81665;614.92584;21.86740;31.25774;37.96607;34.74039;22.13920;22.26470;0.56803;0.71470;45.78189;-16.42933;3.34883;3.08203;2.73081;1.40349
81.62109;76.26602;0.01225;0.01139;0.00385;1.00000;1.00000;82.74123;82.49427;95.73391;95.73389;95.21690;110.16862;110.16862;3.22966;-1.39510;141.21962;-0.04127;-0.69603;-36.99923;-72.60896;10004.31836;9532.42773;0.00000;9995.24414;-36.50000;-73.00000;11.45225;0.54448;0.04754;9.77171;625.42651;591.96466;612.46490;615.28046;22.07687;31.60812;38.12770;34.88808;22.30395;22.42611;0.56777;0.71858;45.70707;-16.11889;3.19069;3.06773;2.70987;1.39067
84.65035;92.72997;0.01181;0.01150;0.00389;1.00000;1.00000;82.41267;82.18856;95.37897;95.37895;94.83881;109.76016;109.76016;3.28921;-1.34494;141.21780;-0.03440;-0.68945;-36.99958;-72.60861;10004.20508;9540.70508;0.00000;9995.15137;-36.50000;-73.00000;11.44497;0.54919;0.04799;9.69515;625.27673;592.07703;613.34247;616.09625;22.70437;31.58365;38.31727;35.08844;22.48246;22.59888;0.57306;0.71735;46.60294;-16.39114;2.05566;3.08557;2.70483;1.38373
85.97431;85.84428;0.01163;0.01155;0.00391;1.00000;1.00000;82.10741;81.92094;95.06828;95.06827;94.48753;109.40263;109.40262;3.33727;-1.41015;141.21547;-0.01307;-0.68440;-36.99992;-72.60827;10004.13379;9549.86328;0.00000;9995.07031;-36.50000;-73.00000;11.42374;0.55315;0.04842;9.66498;625.76764;591.78375;613.64288;616.11377;22.71551;32.06308;38.52385;35.19624;22.61819;22.70572;0.57167;0.72522;47.72478;-16.95341;2.61357;3.11466;2.71022;1.38954
76.48894;82.44702;0.01307;0.01140;0.00384;1.00000;1.00000;81.83044;81.68084;94.78965;94.78965;94.16880;109.08199;109.08199;3.37464;-1.50670;141.20309;0.01301;-0.70183;-37.00026;-72.60793;10004.12988;9560.30469;0.00000;9994.98242;-36.50000;-73.00000;11.40351;0.55629;0.04878;9.64849;626.17645;590.92926;613.23822;615.64594;22.49189;32.63978;38.68982;35.23151;22.69415;22.77847;0.56775;0.73498;48.68409;-17.57623;3.32829;3.14210;2.71711;1.39863
82.86077;90.72764;0.01207;0.01254;0.00382;1.00000;1.00000;81.57726;81.45734;94.53038;94.53035;93.87744;108.78362;108.78362;3.40675;-1.53520;141.19310;0.03702;-0.72192;-37.00061;-72.60757;10004.19824;9570.99023;0.00000;9994.96582;-36.50000;-73.00000;11.39240;0.55904;0.04907;9.63692;626.11328;590.11011;612.57654;615.19775;22.55816;32.84811;38.79567;35.26556;22.74394;22.84680;0.56742;0.73837;49.53080;-18.13668;3.06877;3.16711;2.72246;1.40231
85.03084;92.25943;0.01176;0.01171;0.00390;1.00000;1.00000;81.35320;81.25468;94.29538;94.29533;93.61959;108.51319;108.51319;3.43489;-1.54725;141.19514;0.05499;-0.73198;-37.00095;-72.60723;10004.32422;9581.47461;0.00000;9995.03320;-36.50000;-73.00000;11.38257;0.56144;0.04932;9.61647;625.77496;589.29980;611.91711;614.69281;22.67537;32.95469;38.87077;35.29141;22.78808;22.89956;0.56776;0.73994;50.20325;-18.55105;2.83393;3.18613;2.72531;1.40402
84.13255;82.39947;0.01189;0.01184;0.00389;1.00000;1.00000;81.14668;81.05254;94.06104;94.06097;93.38193;108.24352;108.24351;3.45869;-1.57608;141.20396;0.06302;-0.74262;-37.00129;-72.60690;10004.48730;9591.92871;0.00000;9995.19238;-36.50000;-73.00000;11.37044;0.56330;0.04954;10.01687;624.33374;588.29211;610.72552;613.93976;22.57300;33.19360;38.85171;35.29878;22.79658;22.93796;0.56512;0.74294;49.29788;-17.70546;3.80973;3.15498;2.70645;1.36787
82.97633;77.71215;0.01205;0.01166;0.00386;1.00000;1.00000;80.92107;80.74574;93.70520;93.70518;93.12231;107.83402;107.83402;3.49902;-1.48129;141.22244;0.03295;-0.74890;-37.00162;-72.60655;10004.62695;9598.52637;0.00000;9995.33691;-36.50000;-73.00000;11.37515;0.56553;0.04972;10.51568;619.51257;586.26031;609.42328;613.37488;22.95431;32.92680;38.67307;35.36261;22.83051;23.04130;0.56659;0.73507;46.07569;-15.15445;3.64251;3.04038;2.64022;1.32472
84.78407;81.38020;0.01179;0.01159;0.00387;1.00000;1.00000;80.59299;80.25961;93.14103;93.14101;92.74476;107.18478;107.18479;3.58681;-1.24660;141.26576;-0.04943;-0.71522;-37.00196;-72.60622;10004.61230;9599.79590;0.00000;9995.48242;-36.50000;-73.00000;11.38981;0.57040;0.05008;10.24429;612.52197;583.41705;609.77679;614.00934;24.17186;32.16702;38.53859;35.60079;23.05444;23.30256;0.57690;0.71693;42.01811;-11.74457;2.12706;2.88609;2.53991;1.25296
83.44917;79.61150;0.01198;0.01181;0.00393;1.00000;1.00000;80.11817;79.67826;92.46597;92.46562;92.19835;106.40794;106.40794;3.72389;-1.07445;141.32072;-0.15548;-0.64705;-37.00229;-72.60588;10004.32617;9600.78418;0.00000;9995.45117;-36.50000;-73.00000;11.38052;0.57927;0.05090;9.92930;608.41754;582.06696;612.68823;616.51080;25.50371;31.91002;38.78281;36.06601;23.51688;23.73184;0.59039;0.70870;40.39584;-9.23668;0.99769;2.83011;2.41525;1.19871
81.26554;88.13679;0.01231;0.01168;0.00386;1.00000;1.00000;79.54917;79.07301;91.76279;91.76202;91.54356;105.59873;105.59873;3.88651;-1.07951;141.35071;-0.23483;-0.59492;-37.00262;-72.60555;10003.78418;9601.49609;0.00000;9995.17090;-36.50000;-73.00000;11.34199;0.59052;0.05206;9.69364;607.43060;582.05072;617.41223;620.37250;26.22820;32.63475;39.32874;36.64587;24.14097;24.28543;0.59693;0.71952;39.25653;-7.48378;1.68416;2.73281;2.36189;1.16337
83.89756;81.16883;0.01192;0.01177;0.00393;1.00000;1.00000;78.94499;78.49023;91.08551;91.08460;90.84827;104.81934;104.81933;4.03540;-1.14482;141.34250;-0.25551;-0.57313;-37.00295;-72.60522;10003.11328;9602.06641;0.00000;9994.59473;-36.50000;-73.00000;11.29157;0.60140;0.05326;9.82491;607.61627;582.25433;620.59540;623.11731;26.65254;33.54044;39.88329;37.15552;24.66467;24.77423;0.60040;0.73545;39.65744;-7.08453;2.33074;2.72327;2.33427;1.14725
85.80766;82.41306;0.01165;0.01202;0.00405;1.00000;1.00000;78.34811;77.92352;90.42693;90.42612;90.16139;104.06146;104.06146;4.17408;-1.19541;141.30916;-0.24201;-0.56966;-37.00328;-72.60490;10002.44141;9602.62305;0.00000;9993.94531;-36.50000;-73.00000;11.24154;0.61185;0.05443;9.45258;607.96893;582.24292;623.02454;624.82880;27.10840;34.26795;40.40777;37.60342;25.13846;25.19898;0.60500;0.74957;40.78551;-7.21753;2.31483;2.74045;2.31674;1.13713
85.94999;93.44921;0.01163;0.01189;0.00408;1.00000;1.00000;77.76928;77.40663;89.82626;89.82579;89.49529;103.37022;103.37023;4.29911;-1.26613;141.26585;-0.18816;-0.57193;-37.00360;-72.60457;10001.85645;9600.58203;0.00000;9993.28613;-36.50000;-73.00000;11.18450;0.62190;0.05560;9.37929;609.32208;582.72382;624.72205;626.19977;27.47209;35.00580;40.93745;38.00687;25.55273;25.58091;0.60895;0.76523;43.20255;-8.27172;2.28516;2.80294;2.36410;1.14033
84.59782;92.13193;0.01182;0.01229;0.00414;1.00000;1.00000;77.23730;76.91251;89.25230;89.25210;88.88310;102.70971;102.70970;4.38384;-1.38605;141.21944;-0.11749;-0.59045;-37.00393;-72.60424;10001.45508;9598.01563;0.00000;9992.72949;-36.50000;-73.00000;11.13561;0.62861;0.05645;9.73242;608.09967;581.01062;623.10315;624.86188;27.25886;35.74851;41.14436;38.13139;25.71123;25.75694;0.60364;0.78038;43.36592;-8.50110;3.43860;2.80713;2.35693;1.14190
84.76853;90.01711;0.01180;0.01210;0.00386;1.00000;1.00000;76.71483;76.38411;88.63877;88.63869;88.28185;102.00368;102.00368;4.48198;-1.41508;141.18477;-0.07858;-0.61507;-37.00425;-72.60392;10001.19922;9595.60645;0.00000;9992.31348;-36.50000;-73.00000;11.09801;0.63603;0.05731;9.44212;606.07843;578.73932;622.18420;623.81897;27.48108;36.07000;41.35952;38.29619;25.93536;25.98706;0.60524;0.78773;43.67523;-8.48473;3.20782;2.80496;2.33573;1.12899
84.20757;92.28498;0.01188;0.01182;0.00384;1.00000;1.00000;76.18096;75.83683;88.00343;88.00340;87.66749;101.27255;101.27256;4.58468;-1.40896;141.17653;-0.06176;-0.62230;-37.00456;-72.60360;10001.02148;9588.04785;0.00000;9992.08203;-36.50000;-73.00000;11.05932;0.64357;0.05819;9.59264;603.12427;576.44525;620.95105;623.03467;27.80091;36.27435;41.51681;38.48875;26.15989;26.24620;0.60855;0.79242;42.96994;-7.76158;2.94432;2.77071;2.30441;1.08409
80.55640;64.14368;0.01241;0.01188;0.00382;1.00000;1.00000;75.62424;75.27681;87.35334;87.35328;87.02683;100.52444;100.52444;4.71015;-1.40789;141.18636;-0.06720;-0.62271;-37.00488;-72.60329;10000.85254;9580.50293;0.00000;9991.91699;-36.50000;-73.00000;11.01109;0.65294;0.05930;9.27194;601.65387;574.83173;621.39447;623.16675;28.29863;36.54757;41.87543;38.79166;26.53218;26.59351;0.61559;0.79917;43.61114;-7.77403;2.48410;2.77598;2.28097;1.06838
83.79333;82.78146;0.01193;0.01198;0.00394;1.00000;1.00000;75.05929;74.73142;86.72021;86.72015;86.37669;99.79584;99.79583;4.83147;-1.44753;141.20322;-0.06958;-0.62300;-37.00519;-72.60297;10000.67578;9571.39258;0.00000;9991.68848;-36.50000;-73.00000;10.95408;0.66205;0.06044;9.45007;600.14471;573.47363;621.27161;623.24127;28.55819;37.02554;42.20047;39.08833;26.86516;26.93660;0.61843;0.81073;43.47510;-7.40347;2.86877;2.76324;2.25923;1.08001
84.47302;90.13881;0.01184;0.01157;0.00386;1.00000;1.00000;74.48967;74.17529;86.07459;86.07452;85.72118;99.05288;99.05288;4.96642;-1.47823;141.22133;-0.07775;-0.62757;-37.00550;-72.60265;10000.48242;9560.45215;0.00000;9991.56836;-36.50000;-73.00000;10.89536;0.67224;0.06170;9.68198;599.12860;572.36633;621.81183;623.89545;28.93689;37.48890;42.61687;39.45045;27.26558;27.34776;0.62414;0.82300;43.96474;-7.17772;2.83179;2.76803;2.23810;1.06664
84.46592;80.45699;0.01184;0.01163;0.00383;1.00000;1.00000;73.91944;73.60054;85.40737;85.40726;85.06498;98.28505;98.28504;5.10350;-1.47527;141.24109;-0.09034;-0.63119;-37.00581;-72.60234;10000.26953;9549.64258;0.00000;9991.27344;-36.50000;-73.00000;10.83827;0.68223;0.06295;9.21032;597.14795;570.79358;622.18329;623.99658;29.38153;37.80014;42.96935;39.80622;27.67338;27.74251;0.63149;0.83186;43.58728;-6.69474;2.82831;2.74518;2.20916;1.02310
83.58553;91.37427;0.01196;0.01161;0.00386;1.00000;1.00000;73.33500;73.04768;84.76550;84.76540;84.39241;97.54640;97.54640;5.25140;-1.45933;141.26431;-0.09124;-0.62347;-37.00612;-72.60204;10000.03223;9538.83789;0.00000;9991.10645;-36.50000;-73.00000;10.77182;0.69363;0.06439;8.97606;596.99237;570.47339;623.47113;624.99194;30.04499;38.08670;43.48426;40.26035;28.16365;28.20109;0.64358;0.84118;44.84439;-7.14314;2.04262;2.78016;2.19863;1.01311
84.56879;91.13278;0.01182;0.01182;0.00393;1.00000;1.00000;72.77397;72.52067;84.15368;84.15362;83.74680;96.84232;96.84233;5.37907;-1.53994;141.28012;-0.07349;-0.62189;-37.00642;-72.60173;9999.82520;9528.16504;0.00000;9990.90137;-36.50000;-73.00000;10.70145;0.70344;0.06573;9.18900;596.07758;569.52228;623.23627;624.84717;30.15139;38.71150;43.86339;40.58631;28.52537;28.55518;0.64507;0.85866;44.94669;-6.99677;2.84925;2.78166;2.18666;1.00748
81.06380;86.12523;0.01234;0.01167;0.00393;1.00000;1.00000;72.21793;71.97488;83.52010;83.52004;83.10692;96.11322;96.11321;5.51788;-1.61221;141.28526;-0.06618;-0.63549;-37.00673;-72.60143;9999.64844;9517.57324;0.00000;9990.68262;-36.50000;-73.00000;10.63274;0.71392;0.06714;9.40022;594.96350;568.18146;623.27753;624.95935;30.31698;39.28838;44.28339;40.93705;28.92765;28.96761;0.64791;0.87626;45.29261;-6.77425;3.20035;2.78642;2.16809;0.99808
84.40281;91.54994;0.01185;0.01167;0.00384;1.00000;1.00000;71.65501;71.40131;82.85432;82.85425;82.45911;95.34705;95.34705;5.66093;-1.60912;141.29286;-0.07294;-0.64680;-37.00703;-72.60113;9999.48047;9507.15625;0.00000;9990.52344;-36.50000;-73.00000;10.56909;0.72430;0.06853;8.91800;592.59607;566.27002;623.15656;624.60602;30.70195;39.54468;44.62311;41.28893;29.33885;29.37296;0.65571;0.88584;44.75099;-6.27575;3.02897;2.75989;2.13888;0.97673
79.59336;78.31467;0.01256;0.01288;0.00394;1.00000;1.00000;71.07470;70.84258;82.20571;82.20564;81.79131;94.60065;94.60065;5.81832;-1.58280;141.31058;-0.07663;-0.64226;-37.00732;-72.60083;9999.29199;9496.77734;0.00000;9990.29883;-36.50000;-73.00000;10.49448;0.73636;0.07017;9.25830;591.79016;565.76239;623.78040;625.57654;31.32174;39.78498;45.11454;41.77170;29.83015;29.88903;0.66947;0.89585;45.38325;-6.21548;2.44671;2.77808;2.12370;0.96249
83.11343;89.81499;0.01203;0.01211;0.00356;1.00000;1.00000;70.48585;70.26018;81.52964;81.52955;81.11367;93.82264;93.82262;5.97650;-1.61414;141.32910;-0.08270;-0.63852;-37.00762;-72.60053;9999.09766;9486.36719;0.00000;9990.15234;-36.50000;-73.00000;10.41608;0.74802;0.07181;8.69510;590.16888;564.24396;624.11975;625.32330;31.65567;40.18779;45.56905;42.18169;30.33218;30.32937;0.67723;0.91069;45.38945;-6.08063;2.58044;2.77313;2.10203;0.94780
83.77515;84.06187;0.01194;0.01176;0.00381;1.00000;1.00000;69.86568;69.71527;80.89709;80.89701;80.39999;93.09471;93.09471;6.13875;-1.68720;141.34137;-0.07609;-0.63960;-37.00792;-72.60023;9998.89844;9476.06445;0.00000;9989.96289;-36.50000;-73.00000;10.33006;0.76067;0.07364;8.64435;590.48944;563.84399;624.89484;625.89142;31.97373;40.76534;46.17810;42.64872;30.86823;30.82852;0.68475;0.93122;46.83593;-6.81864;2.21822;2.82633;2.10062;0.92561
83.87215;85.50662;0.01192;0.01324;0.00429;1.00000;1.00000;69.13368;69.19734;80.29588;80.29585;79.55762;92.40286;92.40286;6.28361;-1.84362;141.34288;-0.05542;-0.65631;-37.00821;-72.59995;9998.74023;9468.96484;0.00000;9989.75781;-36.50000;-73.00000;10.24391;0.77192;0.07535;8.32137;590.40381;562.81720;624.81763;625.32166;31.88077;41.58070;46.69719;42.99203;31.31958;31.21582;0.68322;0.95915;47.64673;-7.31945;3.15294;2.85930;2.09952;0.93014
83.71626;92.84190;0.01195;0.01183;0.00372;1.00000;1.00000;68.43773;68.74910;79.77562;79.77561;78.75674;91.80415;91.80415;6.41922;-2.00711;141.33612;-0.01161;-0.68774;-37.00850;-72.59966;9998.64941;9464.93359;0.00000;9989.58008;-36.50000;-73.00000;10.15925;0.78344;0.07712;8.37772;592.49030;562.98761;625.04358;625.44513;31.89277;42.39767;47.33529;43.34845;31.74957;31.62312;0.68368;0.98770;50.26281;-8.91298;3.32103;2.96901;2.12556;0.94962
84.54158;90.55510;0.01183;0.01198;0.00387;1.00000;1.00000;67.82225;68.32932;79.28857;79.28854;78.04845;91.24366;91.24365;6.51711;-2.15500;141.33151;0.04183;-0.72975;-37.00878;-72.59937;9998.68750;9461.06152;0.00000;9989.53125;-36.50000;-73.00000;10.09211;0.79159;0.07844;8.26891;592.06012;561.66632;623.23962;623.75732;31.64660;43.03577;47.62442;43.49028;31.95118;31.84073;0.67820;1.01032;50.64868;-9.31578;4.16946;2.99173;2.13271;0.96011
74.35398;77.77260;0.01345;0.01340;0.00428;1.00000;1.00000;67.25438;67.93411;78.83013;78.83007;77.39496;90.71610;90.71611;6.61800;-2.20692;141.34425;0.07901;-0.76478;-37.00906;-72.59908;9998.82520;9457.35449;0.00000;9989.56152;-36.50000;-73.00000;10.03484;0.80009;0.07973;8.12800;592.00323;560.64923;622.12738;622.75940;31.80727;43.29562;47.96144;43.68046;32.19610;32.10788;0.68240;1.02215;51.95049;-10.21561;3.73922;3.04921;2.14422;0.96335
75.74133;80.71676;0.01320;0.01364;0.00408;1.00000;1.00000;66.72521;67.58557;78.42598;78.42581;76.78600;90.25101;90.25101;6.70753;-2.24890;141.37778;0.11669;-0.78380;-37.00935;-72.59880;9999.04785;9453.72852;0.00000;9989.67676;-36.50000;-73.00000;9.97902;0.80798;0.08097;8.04247;592.46790;560.18744;620.99664;621.72662;32.00651;43.51237;48.28855;43.85942;32.41459;32.32157;0.68721;1.03202;53.50579;-11.29141;3.19616;3.12022;2.16538;0.99547
82.32275;86.63259;0.01215;0.01200;0.00365;1.00000;1.00000;66.24873;67.23559;78.02022;78.02000;76.23769;89.78407;89.78407;6.78209;-2.33451;141.41795;0.13771;-0.80594;-37.00963;-72.59852;9999.34668;9450.21094;0.00000;9989.92871;-36.50000;-73.00000;9.92843;0.81378;0.08197;8.21071;590.58655;558.38007;618.69543;619.77209;31.80930;43.85512;48.38111;43.92429;32.51342;32.45155;0.68311;1.04554;52.69634;-10.83595;4.16737;3.08903;2.15430;0.99405
73.76482;74.83910;0.01356;0.01329;0.00432;1.00000;1.00000;65.76063;66.85665;77.58086;77.58070;75.67598;89.27847;89.27847;6.89062;-2.33052;141.46481;0.11667;-0.82442;-37.00991;-72.59824;9999.63867;9446.68066;0.00000;9990.20996;-36.50000;-73.00000;9.87817;0.82187;0.08320;7.98521;589.25342;556.88824;618.06042;619.05823;32.09118;43.91784;48.67107;44.16130;32.80164;32.74879;0.69087;1.05256;53.02011;-10.96655;3.60101;3.10335;2.14314;0.98193
82.57574;80.59316;0.01211;0.01180;0.00359;1.00000;1.00000;65.27145;66.52613;77.19762;77.19749;75.11305;88.83743;88.83743;7.00183;-2.31289;141.51912;0.10250;-0.82406;-37.01019;-72.59795;9999.88086;9443.13770;0.00000;9990.44238;-36.50000;-73.00000;9.82099;0.83088;0.08460;7.84394;589.90125;557.10718;618.32684;619.24438;32.56059;44.01170;49.10538;44.50398;33.16090;33.08390;0.70324;1.05963;54.41148;-11.83086;2.74855;3.16955;2.15661;0.98244
84.13982;90.49773;0.01188;0.01169;0.00364;1.00000;1.00000;64.82786;66.25620;76.88468;76.88452;74.60257;88.47732;88.47732;7.09110;-2.41461;141.56323;0.11663;-0.82600;-37.01047;-72.59768;10000.12305;9439.57324;0.00000;9990.68848;-36.50000;-73.00000;9.76050;0.83861;0.08592;7.77100;591.48419;557.64795;618.24518;618.89667;32.60813;44.49715;49.53080;44.75322;33.44782;33.30548;0.70445;1.07823;56.08150;-12.93044;3.01950;3.25076;2.18513;0.99998
82.96190;88.87310;0.01205;0.01225;0.00389;1.00000;1.00000;64.45811;66.03391;76.62708;76.62682;74.17707;88.18087;88.18086;7.15206;-2.59490;141.58188;0.14782;-0.85199;-37.01075;-72.59740;10000.41797;9437.86328;0.00000;9990.96094;-36.50000;-73.00000;9.70841;0.84409;0.08694;7.99613;592.47003;557.56531;617.09937;617.90765;32.23725;45.19983;49.80161;44.85594;33.57021;33.42980;0.69519;1.10356;56.93737;-13.42866;4.29870;3.29432;2.20555;1.00069
82.90961;81.69267;0.01206;0.01157;0.00357;1.00000;1.00000;64.12035;65.74864;76.29646;76.29622;73.78838;87.80041;87.80041;7.21179;-2.66114;141.59160;0.14397;-0.89566;-37.01103;-72.59712;10000.75684;9433.27734;0.00000;9991.28320;-36.50000;-73.00000;9.60332;0.84828;0.08833;7.79840;589.62378;555.09900;614.93457;615.83881;31.98153;45.40799;49.77998;44.86312;33.61034;33.52016;0.69001;1.11408;55.32477;-12.52308;5.01202;3.22291;2.17606;0.99017
83.64049;91.19096;0.01196;0.01175;0.00362;1.00000;1.00000;63.74133;65.44554;75.94508;75.94493;73.35221;87.39603;87.39603;7.31162;-2.54909;141.62236;0.10744;-0.91241;-37.01130;-72.59686;10001.03516;9429.08691;0.00000;9991.59668;-36.50000;-73.00000;9.56868;0.85565;0.08942;7.61541;588.51831;554.30261;614.80811;615.84735;32.59798;45.10681;50.04517;45.15050;33.89013;33.83875;0.70664;1.10883;55.67760;-12.72616;3.55204;3.24135;2.16657;0.96794
84.91741;88.82573;0.01178;0.01176;0.00373;1.00000;1.00000;63.35582;65.17325;75.62933;75.62926;72.90858;87.03269;87.03269;7.40824;-2.47996;141.67123;0.08474;-0.89903;-37.01157;-72.59658;10001.24414;9424.82422;0.00000;9991.87402;-36.50000;-73.00000;9.52081;0.86319;0.09066;7.78706;588.19336;554.67065;614.76697;616.18536;33.08537;45.05310;50.33231;45.49063;34.18165;34.14367;0.72029;1.11012;55.69696;-12.48989;3.12146;3.24632;2.16221;0.95744
85.04036;85.89590;0.01176;0.01150;0.00373;1.00000;1.00000;62.97277;64.87453;75.28287;75.28284;72.46777;86.63398;86.63398;7.51643;-2.50991;141.71103;0.05152;-0.89072;-37.01185;-72.59631;10001.39160;9420.52148;0.00000;9992.05664;-36.50000;-73.00000;9.46655;0.87079;0.09199;7.70688;587.34424;553.99432;614.89209;615.93066;33.24313;45.28582;50.66858;45.79948;34.52930;34.43278;0.72614;1.12303;55.63290;-12.33100;3.32640;3.24670;2.14951;0.94971
85.82114;84.15383;0.01165;0.01211;0.00392;1.00000;1.00000;62.56340;64.54454;74.90003;74.90004;71.99668;86.19342;86.19343;7.63476;-2.55391;141.73392;0.00892;-0.89411;-37.01212;-72.59604;10001.46191;9416.13477;0.00000;9992.23438;-36.50000;-73.00000;9.40847;0.87861;0.09338;7.55052;585.68079;552.91132;614.75751;615.55927;33.29799;45.59470;50.97329;46.13107;34.87799;34.75948;0.72989;1.13956;54.49070;-11.55828;3.91350;3.19881;2.12196;0.93545
