f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;alpha,__deg;_beta,__deg;hpath,__deg;vpath,__deg;_slip,__deg;__lat,__deg;__lon,__deg;__alt,ftmsl;__alt,ftagl;___on,runwy;__alt,__ind;__lat,orign;__lon,orign;_lift,___lb;_drag,___lb;_side,___lb;____L,lb-ft;____M,lb-ft;____N,lb-ft;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
92.37845;92.34464;0.01083;0.01078;0.00373;1.00000;1.00000;95.83334;95.18436;110.46336;110.46331;110.28304;127.11898;127.11898;-0.26964;-0.55868;140.77849;-0.05981;-0.58759;-36.87336;-72.73557;10005.87891;9324.74219;0.00000;9996.95117;-36.50000;-73.00000;1729.92932;169.13293;-14.86800;105.21895;-25.53972;-6.36845;10.22822;0.27854;0.02723;8.80454;497.19180;473.24106;393.34872;394.94043;-4.84606;-0.96431;21.13729;19.78325;10.68011;10.71972;0.58881;0.58558;8.92212;-28.88040;1.03719;3.07228;3.27610;1.85974
78.45883;73.68111;0.01275;0.01088;0.00380;1.00000;1.00000;95.29695;94.66732;109.86300;109.86295;109.66578;126.42809;126.42809;-0.22809;-0.57533;140.75664;-0.05477;-0.57583;-36.87375;-72.73516;10005.68945;9314.72070;0.00000;9996.73145;-36.50000;-73.00000;1730.30811;168.22188;-15.26905;98.48663;-25.40318;-3.33180;10.28587;0.28165;0.02738;9.18864;495.70297;471.72916;393.79907;395.84439;-4.43746;-0.40263;21.16684;19.80060;10.69489;10.74694;0.58174;0.57948;9.50541;-28.62566;1.24119;3.04569;3.24485;1.84177
90.91061;96.46922;0.01100;0.01109;0.00370;1.00000;1.00000;94.76154;94.12380;109.23193;109.23188;109.04963;125.70187;125.70187;-0.18446;-0.57722;140.73889;-0.05268;-0.57678;-36.87415;-72.73476;10005.51465;9305.26172;0.00000;9996.56055;-36.50000;-73.00000;1729.83582;167.14111;-15.04139;103.09734;-25.13847;-4.16141;10.34955;0.28484;0.02752;8.94449;493.69406;469.94757;394.63306;396.23111;-3.94730;0.09881;21.17760;19.81273;10.72224;10.76287;0.57393;0.57263;9.62221;-27.87820;1.17461;3.00988;3.20138;1.81785
90.99168;93.94081;0.01099;0.01108;0.00397;1.00000;1.00000;94.23316;93.63857;108.66855;108.66851;108.44159;125.05354;125.05353;-0.14258;-0.58505;140.73164;-0.04482;-0.56700;-36.87453;-72.73437;10005.35352;9295.87012;0.00000;9996.37500;-36.50000;-73.00000;1731.58044;166.41840;-14.83380;109.64435;-27.05386;-8.81652;10.40498;0.28809;0.02769;8.94223;492.92145;468.79926;395.54089;396.93869;-3.45977;0.53633;21.24113;19.84319;10.75422;10.79026;0.56785;0.56754;10.77123;-28.10083;0.86323;2.99463;3.18303;1.80579
82.08889;86.10297;0.01218;0.01067;0.00378;1.00000;1.00000;93.74953;93.21787;108.18011;108.18008;107.88504;124.49145;124.49144;-0.10816;-0.65635;140.72261;-0.02743;-0.57600;-36.87492;-72.73397;10005.23340;9286.50098;0.00000;9996.18457;-36.50000;-73.00000;1732.41187;168.34331;-16.79502;107.80656;-28.88385;-2.71343;10.29095;0.29083;0.02826;9.31588;492.87772;467.39417;395.68048;397.55029;-3.42885;1.26013;21.32867;19.83871;10.76599;10.81481;0.56364;0.56410;12.30165;-28.93603;1.40007;2.99155;3.18102;1.80279
90.49431;95.61143;0.01105;0.01077;0.00370;1.00000;1.00000;93.29788;92.72061;107.60292;107.60291;107.36529;123.82723;123.82722;-0.07301;-0.67566;140.71141;-0.01942;-0.60585;-36.87531;-72.73357;10005.16309;9285.59570;0.00000;9996.10645;-36.50000;-73.00000;1728.65930;167.19550;-17.11668;101.05211;-24.99564;2.00283;10.33915;0.29332;0.02837;9.11253;490.41254;465.08896;395.34253;397.50937;-3.17239;1.75564;21.30181;19.80997;10.76526;10.82378;0.55700;0.55827;12.00903;-28.20562;1.70223;2.95454;3.13848;1.78009
90.33820;83.20161;0.01107;0.01116;0.00375;1.00000;1.00000;92.80741;92.19118;106.98841;106.98840;106.80087;123.12007;123.12006;-0.02912;-0.62304;140.71815;-0.02257;-0.60308;-36.87569;-72.73318;10005.09570;9275.52539;0.00000;9996.02832;-36.50000;-73.00000;1727.17871;163.60274;-15.20826;91.30173;-23.67606;-3.99677;10.55715;0.29645;0.02808;9.47367;487.44876;463.46555;395.66583;398.28998;-2.42425;1.91542;21.26105;19.83940;10.78492;10.85952;0.54920;0.55122;11.36347;-26.76797;1.13699;2.90831;3.08125;1.74900
91.13399;96.78667;0.01097;0.01076;0.00362;1.00000;1.00000;92.27316;91.62666;106.33312;106.33311;106.18607;122.36597;122.36598;0.02182;-0.58610;140.73639;-0.03399;-0.58444;-36.87608;-72.73280;10005.00586;9272.81934;0.00000;9995.97266;-36.50000;-73.00000;1726.95691;162.50882;-14.27606;97.76298;-24.05997;-5.73129;10.62685;0.30007;0.02824;9.13198;484.86179;461.90225;396.88535;398.77173;-1.69550;2.21701;21.25622;19.88224;10.83420;10.88910;0.54095;0.54420;10.91562;-25.38475;0.92740;2.86242;3.02494;1.71828
91.49184;90.08198;0.01093;0.01091;0.00371;1.00000;1.00000;91.72507;91.09712;105.71840;105.71838;105.55533;121.65857;121.65857;0.07168;-0.59599;140.75450;-0.03719;-0.56437;-36.87645;-72.73241;10004.88965;9272.81250;0.00000;9995.82715;-36.50000;-73.00000;1728.13440;161.72408;-14.54913;92.78078;-24.12852;-2.50796;10.68570;0.30378;0.02843;9.49357;483.43591;460.61575;397.63931;399.83521;-1.22025;2.72975;21.30572;19.92692;10.87255;10.93773;0.53425;0.53869;11.37821;-24.99061;1.12154;2.83479;2.99157;1.69893
91.81129;89.88764;0.01089;0.01061;0.00357;1.00000;1.00000;91.17744;90.50812;105.03466;105.03463;104.92513;120.87173;120.87173;0.12418;-0.59404;140.76428;-0.04151;-0.56078;-36.87683;-72.73202;10004.76758;9272.80371;0.00000;9995.70313;-36.50000;-73.00000;1726.54541;160.57494;-14.59302;84.41137;-22.05553;2.98010;10.75227;0.30746;0.02860;9.60005;480.65234;458.65643;398.11151;400.47714;-0.73011;3.24734;21.29645;19.95447;10.90645;10.97822;0.52631;0.53157;10.75367;-23.60009;1.45085;2.78587;2.93417;1.66796
91.00819;84.35971;0.01099;0.01061;0.00365;1.00000;1.00000;90.58579;89.89468;104.32253;104.32250;104.24427;120.05223;120.05224;0.18484;-0.52963;140.77739;-0.05028;-0.53894;-36.87721;-72.73164;10004.62207;9272.77148;0.00000;9995.62695;-36.50000;-73.00000;1727.54761;159.51820;-12.63935;92.14384;-23.16849;-9.28185;10.82978;0.31186;0.02880;9.24085;478.17349;457.41602;399.58380;401.23465;0.22387;3.44144;21.31143;20.03496;10.97491;11.02613;0.51875;0.52414;10.62527;-22.40887;0.54034;2.74355;2.88180;1.63781
92.93116;89.83919;0.01076;0.01060;0.00368;1.00000;1.00000;89.99442;89.36983;103.71319;103.71317;103.56373;119.35101;119.35102;0.23915;-0.56982;140.78581;-0.04230;-0.51444;-36.87758;-72.73125;10004.47168;9272.73828;0.00000;9995.45313;-36.50000;-73.00000;1730.78589;159.04915;-13.46979;102.29353;-25.94545;-6.42074;10.88208;0.31612;0.02905;9.25222;477.90247;456.43738;400.98700;402.09872;0.60429;4.06927;21.42786;20.09311;11.04363;11.07549;0.51348;0.52063;12.16713;-22.94248;0.78160;2.73488;2.86858;1.62862
92.16929;93.01460;0.01085;0.01064;0.00378;1.00000;1.00000;89.46861;88.89289;103.15954;103.15953;102.95864;118.71387;118.71387;0.28107;-0.67039;140.77164;-0.02187;-0.53237;-36.87795;-72.73087;10004.37207;9272.75391;0.00000;9995.35254;-36.50000;-73.00000;1730.17139;160.73167;-16.05639;94.35102;-25.34286;4.39890;10.76435;0.31941;0.02967;9.68376;477.51651;454.67734;400.64883;402.49823;0.49939;4.92265;21.51794;20.08505;11.05619;11.10951;0.50882;0.51862;13.60404;-23.82394;1.68488;2.73078;2.86321;1.62486
89.65388;90.83477;0.01115;0.01069;0.00377;1.00000;1.00000;88.96576;88.35107;102.53069;102.53069;102.37997;117.99021;117.99022;0.32796;-0.67119;140.75227;-0.01465;-0.56111;-36.87832;-72.73050;10004.31934;9274.07715;0.00000;9995.22656;-36.50000;-73.00000;1727.12659;159.63507;-15.70834;83.05693;-22.99096;3.13192;10.81922;0.32277;0.02983;10.00798;474.91956;452.60040;400.35953;402.80331;0.90159;5.34084;21.50235;20.09371;11.07308;11.14775;0.50236;0.51318;13.31112;-22.96111;1.59311;2.69262;2.81870;1.60025
88.76097;91.48294;0.01127;0.01109;0.00392;1.00000;1.00000;88.40787;87.72289;101.80157;101.80157;101.73796;117.15117;117.15117;0.38799;-0.60077;140.75034;-0.02529;-0.55821;-36.87868;-72.73013;10004.25977;9276.89453;0.00000;9995.16797;-36.50000;-73.00000;1724.70740;158.33630;-13.97296;75.03046;-21.65652;-2.43808;10.89268;0.32695;0.03002;10.22663;471.24554;450.69391;400.80777;403.39468;1.77358;5.50245;21.45845;20.14993;11.12067;11.20363;0.49464;0.50531;12.24445;-21.09004;1.08587;2.63482;2.75170;1.56263
82.14362;69.95453;0.01217;0.01074;0.00369;1.00000;1.00000;87.78939;87.05286;101.02385;101.02381;101.02623;116.25618;116.25617;0.45862;-0.54942;140.76114;-0.04552;-0.53576;-36.87905;-72.72976;10004.15332;9275.90430;0.00000;9995.07422;-36.50000;-73.00000;1724.28613;157.18767;-12.90226;82.68608;-21.22724;-2.74165;10.96960;0.33192;0.03026;9.36049;468.13483;448.94476;402.29175;403.88440;2.61269;5.83273;21.47000;20.23000;11.21030;11.26200;0.48699;0.49756;11.45267;-19.31856;0.94994;2.57872;2.68686;1.52588
88.78004;82.07485;0.01126;0.01088;0.00359;1.00000;1.00000;87.13954;86.45956;100.33509;100.33505;100.27840;115.46357;115.46357;0.52830;-0.55190;140.77237;-0.05071;-0.50788;-36.87941;-72.72939;10004.00098;9250.65039;0.00000;9994.96875;-36.50000;-73.00000;1728.26611;156.68956;-12.61075;94.74996;-24.17012;-7.97859;11.02987;0.33727;0.03058;9.27083;467.51425;448.11557;404.07397;405.00925;3.25728;6.33688;21.60174;20.33404;11.31226;11.34000;0.48171;0.49296;12.72943;-19.47577;0.59957;2.56297;2.66350;1.51085
90.41463;87.72700;0.01106;0.01064;0.00368;1.00000;1.00000;86.56081;85.98857;99.78832;99.78831;99.61240;114.83435;114.83435;0.58086;-0.66210;140.76788;-0.03017;-0.50740;-36.87976;-72.72903;10003.87500;9248.24707;0.00000;9994.87500;-36.50000;-73.00000;1731.26050;156.54546;-14.75389;98.65069;-26.54537;-1.28264;11.05915;0.34156;0.03089;9.83778;468.38507;447.09656;404.62097;405.75336;3.24505;7.20292;21.77802;20.37343;11.36722;11.39771;0.47788;0.49278;15.14503;-21.05179;1.20224;2.57759;2.67316;1.51486
88.54921;87.47375;0.01129;0.01085;0.00355;1.00000;1.00000;86.06306;85.50716;99.22955;99.22955;99.03960;114.19134;114.19134;0.62509;-0.75283;140.74760;-0.00697;-0.54342;-36.88012;-72.72866;10003.82324;9265.29004;0.00000;9994.76270;-36.50000;-73.00000;1728.62476;155.86243;-16.53343;91.60811;-24.37359;9.11440;11.09071;0.34490;0.03110;9.79990;467.21075;444.95331;404.06958;405.71268;3.15390;7.96605;21.83561;20.35493;11.38335;11.43193;0.47277;0.49150;15.82352;-21.29368;2.00473;2.56275;2.65456;1.50548
92.16307;96.41342;0.01085;0.01074;0.00357;1.00000;1.00000;85.56467;84.98000;98.61779;98.61780;98.46607;113.48733;113.48734;0.67690;-0.71707;140.73799;-0.00036;-0.56397;-36.88048;-72.72829;10003.81348;9283.52246;0.00000;9994.68750;-36.50000;-73.00000;1726.00928;154.90318;-15.22870;80.53164;-22.84336;0.38547;11.14250;0.34866;0.03129;10.25554;464.69299;443.18112;403.76715;406.17087;3.72506;8.15843;21.82932;20.38981;11.41214;11.49162;0.46769;0.48638;15.60002;-20.51983;1.35790;2.52837;2.61415;1.48149
92.53435;93.08387;0.01081;0.01066;0.00366;1.00000;1.00000;85.02621;84.39069;97.93389;97.93389;97.84641;112.70031;112.70031;0.74063;-0.67237;140.74695;-0.01127;-0.55948;-36.88083;-72.72794;10003.79785;9301.57813;0.00000;9994.68457;-36.50000;-73.00000;1724.13843;153.91386;-14.23134;84.88283;-22.32092;-0.61749;11.20197;0.35316;0.03153;9.68512;461.77847;441.35513;404.55624;406.32959;4.39984;8.40459;21.83260;20.44860;11.48925;11.54832;0.46225;0.48028;14.88344;-19.05417;1.17752;2.47910;2.55855;1.44977
91.38685;84.48801;0.01094;0.01073;0.00378;1.00000;1.00000;84.46267;83.85843;97.31613;97.31613;97.19791;111.98941;111.98942;0.80584;-0.66550;140.76315;-0.01843;-0.54299;-36.88118;-72.72758;10003.75000;9319.34961;0.00000;9994.66602;-36.50000;-73.00000;1726.27661;153.42783;-13.98807;93.63885;-24.24060;-1.88952;11.25139;0.35810;0.03183;9.54022;460.84723;440.40567;405.79376;407.05994;4.97678;8.77762;21.93944;20.53856;11.58283;11.62259;0.45807;0.47680;15.71790;-19.00421;1.04615;2.46321;2.53426;1.40203
82.54100;78.34534;0.01212;0.01053;0.00374;1.00000;1.00000;83.93777;83.39059;96.77316;96.77316;96.59387;111.36456;111.36456;0.86033;-0.72980;140.77048;-0.00766;-0.54308;-36.88152;-72.72723;10003.70703;9336.90137;0.00000;9994.57617;-36.50000;-73.00000;1727.53918;155.15387;-15.45570;88.52538;-24.70321;0.55008;11.13436;0.36240;0.03255;10.05310;460.63739;439.27036;405.93503;407.86911;5.13832;9.39300;22.06474;20.58655;11.63317;11.69646;0.45422;0.47597;17.11892;-19.79738;1.32620;2.46451;2.52858;1.39805
83.65044;60.29545;0.01195;0.01107;0.00362;1.00000;1.00000;83.44211;82.88022;96.18084;96.18085;96.02347;110.68294;110.68295;0.90971;-0.77548;140.76715;-0.00442;-0.56651;-36.88187;-72.72688;10003.69336;9340.89746;0.00000;9994.56348;-36.50000;-73.00000;1723.33069;154.35098;-16.17876;91.61716;-19.44551;5.54317;11.16501;0.36598;0.03278;9.66531;458.66885;436.98517;405.56091;407.22302;5.26947;9.90804;22.09094;20.57722;11.66867;11.72311;0.44912;0.47337;17.67306;-20.10228;1.69825;2.47994;2.50465;1.38260
90.48256;89.62982;0.01105;0.01079;0.00379;1.00000;1.00000;82.93539;82.37571;95.59534;95.59534;95.44035;110.00916;110.00916;0.97485;-0.76232;140.76950;-0.00874;-0.57544;-36.88221;-72.72652;10003.66797;9344.86816;0.00000;9994.51074;-36.50000;-73.00000;1725.21729;153.85648;-15.54846;83.48722;-23.07385;0.75777;11.21316;0.37088;0.03308;10.10007;457.42621;436.07697;406.23520;408.52698;5.80604;10.25130;22.17886;20.67568;11.74747;11.82747;0.44538;0.47029;18.09839;-19.58200;1.34127;2.45811;2.47324;1.36483
89.36013;86.24407;0.01119;0.01086;0.00376;1.00000;1.00000;82.41650;81.81527;94.94491;94.94490;94.84322;109.26066;109.26066;1.04103;-0.75289;140.77789;-0.01527;-0.57761;-36.88255;-72.72618;10003.63477;9348.79297;0.00000;9994.56152;-36.50000;-73.00000;1723.37866;153.04416;-15.42024;75.74551;-21.86155;5.06557;11.26066;0.37558;0.03335;10.35831;454.87973;434.29959;406.52335;409.03015;6.25833;10.63852;22.20520;20.73965;11.81865;11.90962;0.44050;0.46632;17.47792;-18.34645;1.57295;2.41294;2.42403;1.33793
91.47012;89.71024;0.01093;0.01090;0.00363;1.00000;1.00000;81.84795;81.17033;94.19637;94.19634;94.18893;108.39925;108.39925;1.12052;-0.68945;140.79280;-0.03736;-0.56911;-36.88289;-72.72583;10003.56348;9352.63281;0.00000;9994.49609;-36.50000;-73.00000;1720.90039;151.99687;-14.20457;68.59106;-19.51620;5.46426;11.32195;0.38102;0.03365;10.20292;451.29129;432.37463;407.10635;409.55035;6.98447;10.88208;22.20194;20.83818;11.91378;12.00788;0.43547;0.45992;15.99980;-16.20166;1.47066;2.34628;2.35596;1.29920
89.82355;86.07334;0.01113;0.01092;0.00368;1.00000;1.00000;81.20732;80.50573;93.42489;93.42482;93.45172;107.51144;107.51144;1.21457;-0.59282;140.81691;-0.06357;-0.53413;-36.88322;-72.72549;10003.41895;9356.37500;0.00000;9994.35938;-36.50000;-73.00000;1722.93726;151.34764;-11.96951;79.29336;-20.80746;-6.24904;11.38397;0.38780;0.03407;9.53034;448.92557;431.43253;409.02371;410.49445;8.01173;11.01409;22.28900;21.01201;12.07443;12.13116;0.43196;0.45363;15.62543;-14.81777;0.53789;2.30113;2.30452;1.26744
90.74780;89.78273;0.01102;0.01131;0.00374;1.00000;1.00000;80.56052;79.89336;92.71399;92.71394;92.70740;106.69336;106.69337;1.30069;-0.62443;140.83427;-0.06678;-0.49922;-36.88356;-72.72515;10003.23438;9360.05566;0.00000;9994.24512;-36.50000;-73.00000;1725.19617;151.06699;-12.79852;78.21862;-21.80215;0.05188;11.42007;0.39428;0.03453;9.86601;447.85873;430.33508;410.17374;411.62604;8.44243;11.62399;22.43814;21.13843;12.20649;12.25763;0.42803;0.45235;16.37734;-14.71777;0.97893;2.28212;2.27731;1.25101
91.70408;89.08686;0.01090;0.01093;0.00365;1.00000;1.00000;79.93756;79.31715;92.04506;92.04501;91.99051;105.92357;105.92357;1.38215;-0.69737;140.82779;-0.05715;-0.49909;-36.88389;-72.72482;10003.05859;9354.99707;0.00000;9994.05371;-36.50000;-73.00000;1727.20776;150.86479;-13.89699;86.86318;-23.19948;3.10655;11.44871;0.40050;0.03498;9.67926;447.45737;429.12918;411.24371;412.15704;8.66807;12.35860;22.61534;21.23973;12.33408;12.36113;0.42403;0.45304;17.61863;-15.12932;1.29150;2.27619;2.26031;1.24130
87.89522;91.72630;0.01138;0.01064;0.00366;1.00000;1.00000;79.36826;78.82970;91.47922;91.47920;91.33536;105.27241;105.27240;1.45006;-0.76500;140.81094;-0.02859;-0.50781;-36.88422;-72.72448;10002.93652;9346.02344;0.00000;9993.91797;-36.50000;-73.00000;1729.33191;150.82959;-14.54186;93.77000;-25.64688;-1.71775;11.46547;0.40597;0.03541;9.74008;447.81168;428.26166;411.71393;412.61981;8.88822;12.93037;22.80109;21.32055;12.42828;12.45131;0.42163;0.45452;19.70229;-16.46225;1.07535;2.29590;2.26407;1.24292
