f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;alpha,__deg;_beta,__deg;hpath,__deg;vpath,__deg;_slip,__deg;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
89.27357;84.88244;0.01120;0.01116;0.00370;1.00000;1.00000;76.87952;75.47878;87.57095;87.56870;88.47137;100.77485;100.77485;4.90509;0.15075;140.63698;-0.41056;0.04100;11.22297;0.65381;0.05826;12.01543;578.15527;579.47034;639.33838;642.45538;33.56144;32.38189;40.88955;41.05848;27.79406;28.04433;0.72441;0.69817;15.97573;16.04169;0.23448;2.14702;2.14556;0.83041
81.98637;87.06251;0.01220;0.01115;0.00376;1.00000;1.00000;75.26989;73.90192;85.74004;85.73780;86.61904;98.66788;98.66789;5.28872;0.15638;140.62633;-0.41519;0.04112;11.04896;0.68154;0.06168;11.79292;574.16827;575.42419;640.68378;643.64532;34.63775;33.45750;41.97493;42.14113;28.97578;29.22558;0.75188;0.72338;16.51961;16.57461;0.16020;2.10805;2.10666;0.78559
87.33636;78.83949;0.01145;0.01135;0.00366;1.00000;1.00000;73.64548;72.31017;83.89194;83.88962;84.74971;96.54112;96.54113;5.70271;0.15381;140.61772;-0.42702;0.04106;10.85193;0.71143;0.06556;11.51721;570.27588;571.45032;642.12109;644.88080;35.66975;34.55490;43.17168;43.33125;30.28478;30.52875;0.78249;0.75408;17.00143;17.04706;0.20515;2.07354;2.07229;0.72596
89.14184;90.87605;0.01122;0.01111;0.00365;1.00000;1.00000;72.00076;70.70622;82.02969;82.02719;82.85700;94.39809;94.39809;6.15033;0.14804;140.60872;-0.44741;0.03943;10.62987;0.74370;0.06996;11.24307;566.50623;567.59552;643.66370;646.22552;36.68048;35.65491;44.49816;44.65154;31.73307;31.97237;0.81780;0.78972;17.41727;17.45770;0.22938;2.04490;2.04383;0.68595
89.96822;91.05810;0.01112;0.01105;0.00372;1.00000;1.00000;70.34939;69.09541;80.15952;80.15677;80.95663;92.24593;92.24593;6.63281;0.14233;140.59941;-0.47421;0.03723;10.38469;0.77840;0.07496;10.94359;562.82886;563.84943;645.23981;647.58734;37.67478;36.73452;45.95479;46.10328;33.33096;33.56240;0.85847;0.83041;17.75794;17.79456;0.27400;2.02028;2.01933;0.64302
90.62553;91.30753;0.01103;0.01103;0.00367;1.00000;1.00000;68.27248;67.46166;78.26273;78.25961;78.56657;90.06315;90.06314;7.16077;0.13561;140.58997;-0.51159;0.03438;10.11295;0.81569;0.08066;10.59420;559.28412;560.22681;646.02246;648.18243;38.66743;37.81455;47.58707;47.72902;35.03096;35.25615;0.90499;0.87756;18.02364;18.05641;0.31626;2.00186;2.00104;0.60282
89.14302;92.62689;0.01122;0.01092;0.00374;1.00000;1.00000;66.07640;65.81799;76.35445;76.35070;76.03937;87.86713;87.86712;7.72932;0.12956;140.58083;-0.56674;0.03148;9.75554;0.85545;0.08769;11.22095;555.65570;556.51709;645.69556;647.52252;39.62649;38.85072;49.36106;49.49504;36.80058;37.00298;0.95748;0.93064;18.26436;18.29224;0.34714;1.98855;1.98779;0.56066
90.43082;86.94141;0.01106;0.01095;0.00354;1.00000;1.00000;63.83294;64.16736;74.43797;74.43304;73.45764;85.66170;85.66171;8.34055;0.12744;140.57059;-0.66016;0.02930;9.51602;0.89641;0.09420;30.50843;551.74689;552.49811;644.52759;644.88464;40.55937;39.82713;51.23465;51.35338;38.67649;38.72332;1.01619;0.98901;18.44073;18.45644;0.34404;1.98045;1.97974;0.50934
88.54527;89.02341;0.01129;0.01102;0.00355;1.00000;1.00000;61.60526;62.59585;72.61313;72.60606;70.89407;83.56171;83.56171;8.98520;0.12212;140.55525;-0.79952;0.02808;9.19756;0.93867;0.10206;0.48744;548.42004;549.14319;642.83374;641.73761;41.49247;40.82952;53.24569;53.36016;40.60946;40.47914;1.08165;1.05460;18.61091;18.62538;0.37570;1.98229;1.98174;0.48277
88.06754;88.80205;0.01135;0.01139;0.00377;1.00000;1.00000;59.47307;61.14666;70.92984;70.91602;68.44038;81.62461;81.62462;9.22112;0.00392;140.55330;-1.13183;0.01388;9.03021;0.95303;0.10554;6.12160;532.76886;534.21741;623.27350;621.39087;40.27147;40.38515;52.46019;52.56667;40.07618;39.83699;1.06018;1.05834;15.27857;16.12814;2.20045;1.69730;1.81285;0.46604
90.23328;86.81310;0.01108;0.01084;0.00372;1.00000;1.00000;57.54807;59.88852;69.46712;69.43311;66.22514;79.94133;79.94133;9.70901;-0.14955;140.59334;-1.79301;-0.03418;8.80024;0.98656;0.11211;7.36914;527.94434;528.06598;616.11438;614.83075;40.41298;41.16813;53.56456;53.42458;41.01987;40.84868;1.09047;1.11514;20.41132;17.72965;1.89039;1.76697;1.76963;0.43582
