f-act,_/sec;f-sim,_/sec;frame,_time;__cpu,_time;_gpu_,time_;_grnd,ratio;_flit,ratio;_Vind,_kias;_Vind,_keas;Vtrue,_ktas;Vtrue,_ktgs;_Vind,__mph;Vtrue,mphas;Vtrue,mphgs;alpha,__deg;_beta,__deg;hpath,__deg;vpath,__deg;_slip,__deg;__L/D,ratio;___cl,total;___cd,total;__L/D,*etaP;wing1,_lift;wing1,_lift;wing2,_lift;wing2,_lift;wing3,_lift;wing3,_lift;wing1,_drag;wing1,_drag;wing2,_drag;wing2,_drag;wing3,_drag;wing3,_drag;hstab,_lift;hstab,_lift;vstb1,_lift;hstab,_drag;hstab,_drag;vstb1,_drag
88.02228;83.39588;0.01136;0.01096;0.00395;1.00000;1.00000;96.04693;96.02475;111.44364;111.44363;110.52883;128.24706;128.24704;1.32908;-1.53722;141.25635;-0.00201;-0.97265;11.36625;0.40288;0.03545;8.53726;676.08478;624.25433;596.80023;601.64337;8.17506;22.07711;34.39696;30.50705;17.83438;18.00773;0.61738;0.71452;54.32875;-41.69105;3.01691;3.96000;3.86056;2.11825
87.33398;86.97166;0.01145;0.01137;0.00395;1.00000;1.00000;96.06927;96.04591;111.46821;111.46820;110.55454;128.27533;128.27533;1.32644;-1.53694;141.25703;-0.00167;-0.97168;11.36493;0.40267;0.03543;8.53513;676.10510;624.28552;596.74341;601.57745;8.14796;22.05746;34.38846;30.50081;17.82841;18.00122;0.61755;0.71455;54.29028;-41.69690;3.03479;3.96010;3.86158;2.11883
88.03858;90.80178;0.01136;0.01091;0.00365;1.00000;1.00000;96.09055;96.06656;111.49214;111.49214;110.57903;128.30287;128.30287;1.32403;-1.53577;141.25763;-0.00169;-0.97088;11.36384;0.40249;0.03542;8.53319;676.13446;624.33698;596.70935;601.53577;8.12949;22.03396;34.38105;30.49642;17.82350;17.99587;0.61773;0.71453;54.25526;-41.69987;3.03635;3.96026;3.86254;2.11933
81.90290;78.12500;0.01221;0.01132;0.00395;1.00000;1.00000;96.11127;96.08710;111.51600;111.51599;110.60288;128.33032;128.33031;1.32192;-1.53426;141.25812;-0.00180;-0.97036;11.36298;0.40232;0.03541;8.53164;676.19000;624.41614;596.71045;601.53198;8.11650;22.01161;34.37600;30.49437;17.82012;17.99220;0.61793;0.71452;54.22614;-41.69749;3.02862;3.96054;3.86344;2.11980
78.30148;73.92076;0.01277;0.01215;0.00411;1.00000;1.00000;96.13181;96.10755;111.53970;111.53970;110.62651;128.35759;128.35760;1.31975;-1.53347;141.25771;-0.00169;-0.96995;11.36197;0.40216;0.03540;8.52986;676.24194;624.48492;596.70319;601.51758;8.09824;21.99330;34.37072;30.49154;17.81642;17.98808;0.61812;0.71454;54.19512;-41.69773;3.03622;3.96077;3.86438;2.12032
81.82364;75.52300;0.01222;0.01215;0.00388;1.00000;1.00000;96.15275;96.12775;111.56313;111.56314;110.65061;128.38457;128.38458;1.31759;-1.53209;141.25722;-0.00164;-0.96958;11.36103;0.40199;0.03538;8.52809;676.28894;624.55457;596.69427;601.50208;8.08387;21.97084;34.36509;30.48884;17.81268;17.98397;0.61831;0.71453;54.16050;-41.70205;3.03108;3.96093;3.86534;2.12079
77.55205;80.71025;0.01289;0.01110;0.00392;1.00000;1.00000;96.17278;96.14678;111.58518;111.58518;110.67367;128.40994;128.40994;1.31547;-1.53055;141.25696;-0.00141;-0.96927;11.36013;0.40182;0.03537;8.52634;676.32300;624.61163;596.67554;601.47473;8.07094;21.94707;34.35891;30.48561;17.80870;17.97956;0.61849;0.71449;54.12653;-41.70539;3.02136;3.96105;3.86623;2.12120
86.97575;93.44921;0.01150;0.01277;0.00403;1.00000;1.00000;96.19213;96.16494;111.60626;111.60625;110.69593;128.43419;128.43419;1.31377;-1.52996;141.25620;-0.00100;-0.96893;11.35933;0.40169;0.03536;8.52591;676.38995;624.69189;596.69946;601.48755;8.05657;21.93398;34.35616;30.48469;17.80675;17.97703;0.61865;0.71454;54.10368;-41.69899;3.03236;3.96132;3.86696;2.12165
86.71433;78.22278;0.01153;0.01141;0.00394;1.00000;1.00000;96.21038;96.18182;111.62585;111.62586;110.71693;128.45673;128.45676;1.31176;-1.52915;141.25519;-0.00049;-0.96873;11.35843;0.40154;0.03535;8.52331;676.41199;624.72809;596.66791;601.44611;8.03994;21.91529;34.34996;30.48065;17.80258;17.97237;0.61880;0.71453;54.07799;-41.69679;3.03459;3.96149;3.86769;2.12206
84.88148;73.73000;0.01178;0.01101;0.00381;1.00000;1.00000;96.22778;96.19808;111.64471;111.64471;110.73695;128.47844;128.47844;1.30966;-1.52804;141.25400;-0.00067;-0.96854;11.35748;0.40138;0.03534;8.52183;676.41547;624.74896;596.61523;601.38617;8.02407;21.89317;34.34241;30.47558;17.79761;17.96702;0.61895;0.71448;54.04517;-41.70408;3.03023;3.96152;3.86851;2.12245
88.14650;93.77345;0.01134;0.01105;0.00368;1.00000;1.00000;96.24405;96.21447;111.66373;111.66373;110.75568;128.50034;128.50034;1.30783;-1.52710;141.25287;-0.00116;-0.96831;11.35662;0.40123;0.03533;8.52131;676.44794;624.79663;596.59961;601.36237;8.01056;21.87502;34.33740;30.47267;17.79422;17.96321;0.61910;0.71447;54.01517;-41.70953;3.02991;3.96162;3.86931;2.12284
90.21278;94.19745;0.01108;0.01101;0.00379;1.00000;1.00000;96.26089;96.23062;111.68246;111.68246;110.77505;128.52190;128.52190;1.30631;-1.52609;141.25163;-0.00129;-0.96807;11.35600;0.40112;0.03532;8.52000;676.50421;624.86884;596.61823;601.37262;8.00078;21.85991;34.33463;30.47190;17.79233;17.96092;0.61925;0.71449;53.99874;-41.70101;3.02827;3.96195;3.86994;2.12321
89.46535;94.28625;0.01118;0.01135;0.00394;1.00000;1.00000;96.27660;96.24686;111.70129;111.70129;110.79313;128.54355;128.54355;1.30434;-1.52521;141.25053;-0.00158;-0.96784;11.35503;0.40096;0.03531;8.51716;676.52179;624.90021;596.58209;601.32849;7.98515;21.84053;34.32838;30.46771;17.78809;17.95627;0.61940;0.71447;53.96102;-41.71556;3.02943;3.96190;3.87086;2.12362
89.88161;87.30574;0.01113;0.01134;0.00386;1.00000;1.00000;96.29318;96.26300;111.72002;111.72002;110.81222;128.56511;128.56511;1.30287;-1.52422;141.24930;-0.00144;-0.96761;11.35444;0.40085;0.03530;8.51594;676.58398;624.97791;596.60718;601.34760;7.97603;21.82615;34.32614;30.46739;17.78649;17.95437;0.61956;0.71449;53.94585;-41.70568;3.02757;3.96225;3.87148;2.12399
85.87907;86.82816;0.01164;0.01103;0.00386;1.00000;1.00000;96.30961;96.27893;111.73849;111.73848;110.83112;128.58636;128.58635;1.30099;-1.52320;141.24806;-0.00153;-0.96737;11.35358;0.40071;0.03529;8.51562;676.60455;625.01453;596.57581;601.31384;7.96226;21.80663;34.32033;30.46377;17.78250;17.95022;0.61970;0.71447;53.91712;-41.71091;3.02567;3.96234;3.87226;2.12438
89.16597;93.07520;0.01122;0.01134;0.00396;1.00000;1.00000;96.32615;96.29493;111.75704;111.75703;110.85016;128.60771;128.60770;1.29918;-1.52233;141.24695;-0.00175;-0.96715;11.35275;0.40057;0.03528;8.51417;676.63361;625.05725;596.55383;601.28931;7.94837;21.78895;34.31522;30.46061;17.77892;17.94647;0.61985;0.71446;53.89249;-41.71170;3.02661;3.96251;3.87300;2.12477
85.01743;73.45919;0.01176;0.01134;0.00391;1.00000;1.00000;96.34206;96.31071;111.77534;111.77534;110.86847;128.62878;128.62878;1.29779;-1.52134;141.24574;-0.00181;-0.96692;11.35216;0.40046;0.03528;8.51189;676.69794;625.13690;596.58167;601.31482;7.93993;21.77511;34.31339;30.46062;17.77752;17.94493;0.62000;0.71448;53.87275;-41.70799;3.02493;3.96277;3.87367;2.12513
89.34067;89.97659;0.01119;0.01138;0.00403;1.00000;1.00000;96.35831;96.32558;111.79260;111.79261;110.88717;128.64864;128.64865;1.29621;-1.52116;141.24533;-0.00150;-0.96679;11.35137;0.40034;0.03527;8.51032;676.73859;625.18085;596.57397;601.30505;7.92393;21.76410;34.30990;30.45810;17.77472;17.94204;0.62013;0.71452;53.85110;-41.70634;3.03715;3.96292;3.87432;2.12552
89.14007;91.80207;0.01122;0.01103;0.00379;1.00000;1.00000;96.37302;96.33942;111.80864;111.80863;110.90410;128.66710;128.66708;1.29419;-1.52010;141.24570;-0.00146;-0.96679;11.35049;0.40018;0.03526;8.51014;676.72150;625.17523;596.49677;601.23199;7.90880;21.74165;34.30170;30.45189;17.76906;17.93663;0.62025;0.71445;53.81857;-41.71624;3.02509;3.96286;3.87507;2.12584
86.96058;88.54259;0.01150;0.01107;0.00390;1.00000;1.00000;96.38690;96.35260;111.82393;111.82393;110.92007;128.68468;128.68468;1.29286;-1.51928;141.24644;-0.00214;-0.96644;11.34986;0.40008;0.03525;8.50779;676.75964;625.22382;596.49841;601.23230;7.89987;21.72786;34.29885;30.45040;17.76697;17.93445;0.62038;0.71445;53.79945;-41.71544;3.02703;3.96302;3.87563;2.12614
89.39523;94.46439;0.01119;0.01106;0.00383;1.00000;1.00000;96.40036;96.36588;111.83931;111.83930;110.93555;128.70239;128.70238;1.29176;-1.51816;141.24699;-0.00216;-0.96623;11.34946;0.39999;0.03524;8.50798;676.81995;625.29834;596.53040;601.26605;7.89561;21.71509;34.29784;30.45103;17.76614;17.93371;0.62052;0.71446;53.78283;-41.71192;3.01775;3.96325;3.87619;2.12641
89.20234;92.88501;0.01121;0.01112;0.00383;1.00000;1.00000;96.41343;96.37890;111.85442;111.85441;110.95060;128.71977;128.71976;1.29043;-1.51758;141.24779;-0.00186;-0.96602;11.34881;0.39989;0.03524;8.50680;676.85791;625.34418;596.53058;601.26270;7.88511;21.70297;34.29498;30.44941;17.76400;17.93142;0.62064;0.71448;53.75982;-41.71594;3.02035;3.96334;3.87683;2.12673
88.28335;90.96698;0.01133;0.01105;0.00391;1.00000;1.00000;96.42653;96.39191;111.86950;111.86949;110.96567;128.73712;128.73712;1.28885;-1.51694;141.24860;-0.00149;-0.96581;11.34805;0.39977;0.03523;8.50554;676.87238;625.36786;596.50098;601.22681;7.87212;21.68777;34.29004;30.44592;17.76059;17.92773;0.62075;0.71446;53.73663;-41.71992;3.02193;3.96341;3.87748;2.12706
88.79825;90.77705;0.01126;0.01171;0.00403;1.00000;1.00000;96.43991;96.40527;111.88499;111.88499;110.98107;128.75496;128.75496;1.28758;-1.51645;141.24899;-0.00121;-0.96561;11.34744;0.39967;0.03522;8.50436;676.91962;625.42377;596.51416;601.23138;7.86156;21.67720;34.28784;30.44500;17.75897;17.92572;0.62087;0.71450;53.71888;-41.71857;3.02717;3.96362;3.87808;2.12740
89.04665;92.29350;0.01123;0.01104;0.00386;1.00000;1.00000;96.45293;96.41772;111.89943;111.89944;110.99605;128.77156;128.77158;1.28617;-1.51552;141.24940;-0.00072;-0.96543;11.34682;0.39956;0.03521;8.50325;676.93970;625.45831;596.49866;601.20923;7.85220;21.66183;34.28368;30.44267;17.75625;17.92272;0.62099;0.71448;53.69849;-41.71907;3.02227;3.96373;3.87865;2.12768
90.18675;93.14456;0.01109;0.01168;0.00399;1.00000;1.00000;96.46561;96.42797;111.91132;111.91132;111.01064;128.78525;128.78525;1.28530;-1.51461;141.24875;-0.00023;-0.96520;11.34645;0.39949;0.03521;8.50246;676.97919;625.51520;596.52246;601.22473;7.84854;21.65143;34.28234;30.44314;17.75559;17.92168;0.62110;0.71448;53.68241;-41.71592;3.01726;3.96383;3.87904;2.12787
89.24754;93.79983;0.01120;0.01127;0.00396;1.00000;1.00000;96.47620;96.43742;111.92228;111.92228;111.02283;128.79787;128.79787;1.28441;-1.51381;141.24773;0.00075;-0.96495;11.34608;0.39942;0.03520;8.50169;677.00793;625.56030;596.53455;601.22772;7.84406;21.64128;34.28043;30.44294;17.75458;17.92023;0.62119;0.71448;53.67054;-41.71080;3.01472;3.96398;3.87940;2.12808
83.53559;91.49131;0.01197;0.01138;0.00391;1.00000;1.00000;96.48579;96.44611;111.93237;111.93236;111.03387;128.80948;128.80946;1.28301;-1.51323;141.24680;0.00145;-0.96472;11.34538;0.39932;0.03520;8.50069;676.98273;625.54779;596.47369;601.15802;7.83248;21.62639;34.27407;30.43826;17.75056;17.91578;0.62126;0.71443;53.65049;-41.71590;3.01650;3.96393;3.87986;2.12831
87.73388;96.56239;0.01140;0.01103;0.00394;1.00000;1.00000;96.49494;96.45443;111.94203;111.94204;111.04440;128.82060;128.82060;1.28161;-1.51298;141.24590;0.00125;-0.96469;11.34464;0.39921;0.03519;8.49971;676.95459;625.52618;596.40546;601.08270;7.81846;21.61340;34.26761;30.43302;17.74628;17.91117;0.62132;0.71439;53.62761;-41.72495;3.02120;3.96383;3.88034;2.12854
89.22924;91.80207;0.01121;0.01118;0.00396;1.00000;1.00000;96.50322;96.46268;111.95162;111.95163;111.05392;128.83163;128.83163;1.28052;-1.51258;141.24500;0.00037;-0.96464;11.34414;0.39912;0.03518;8.49890;676.95447;625.53381;596.37531;601.04810;7.80903;21.60289;34.26368;30.43023;17.74365;17.90833;0.62139;0.71438;53.61662;-41.72280;3.02310;3.96394;3.88068;2.12876
86.42994;90.58791;0.01157;0.01161;0.00413;1.00000;1.00000;96.51189;96.47121;111.96150;111.96149;111.06391;128.84300;128.84299;1.27961;-1.51209;141.24419;-0.00075;-0.96462;11.34375;0.39905;0.03518;8.49814;676.97363;625.56079;596.36792;601.04120;7.80225;21.59378;34.26129;30.42892;17.74193;17.90664;0.62147;0.71438;53.60722;-41.71968;3.02140;3.96410;3.88104;2.12896
85.99718;93.96730;0.01163;0.01179;0.00408;1.00000;1.00000;96.52016;96.47961;111.97126;111.97126;111.07342;128.85423;128.85423;1.27883;-1.51161;141.24341;-0.00165;-0.96453;11.34334;0.39899;0.03517;8.49739;677.00464;625.59930;596.37701;601.05060;7.79698;21.58623;34.26002;30.42860;17.74094;17.90566;0.62155;0.71439;53.58631;-41.72892;3.02116;3.96408;3.88153;2.12916
86.74969;84.81045;0.01153;0.01112;0.00389;1.00000;1.00000;96.52912;96.48793;111.98087;111.98087;111.08373;128.86530;128.86530;1.27823;-1.51114;141.24268;-0.00191;-0.96442;11.34315;0.39895;0.03517;8.49567;677.05103;625.65204;596.40680;601.08093;7.79365;21.58075;34.26017;30.42952;17.74086;17.90561;0.62164;0.71442;53.58540;-41.71657;3.02049;3.96438;3.88176;2.12935
86.14647;74.59347;0.01161;0.01156;0.00391;1.00000;1.00000;96.53716;96.49632;111.99060;111.99061;111.09299;128.87650;128.87650;1.27739;-1.51076;141.24203;-0.00215;-0.96433;11.34276;0.39888;0.03517;8.49507;677.07751;625.68372;596.40857;601.08307;7.78714;21.57312;34.25850;30.42866;17.73956;17.90434;0.62172;0.71443;53.57319;-41.71673;3.02137;3.96448;3.88215;2.12955
86.96944;86.19946;0.01150;0.01094;0.00383;1.00000;1.00000;96.54552;96.50459;112.00018;112.00018;111.10261;128.88751;128.88751;1.27665;-1.51034;141.24139;-0.00215;-0.96423;11.34238;0.39882;0.03516;8.49420;677.11053;625.72247;596.41986;601.09515;7.78179;21.56626;34.25749;30.42844;17.73869;17.90351;0.62180;0.71445;53.55614;-41.72227;3.02135;3.96451;3.88259;2.12974
85.25724;93.57162;0.01173;0.01111;0.00381;1.00000;1.00000;96.55380;96.51274;112.00964;112.00964;111.11214;128.89839;128.89839;1.27635;-1.50994;141.24074;-0.00132;-0.96410;11.34228;0.39880;0.03516;8.49483;677.18268;625.80005;596.48431;601.16089;7.78134;21.56439;34.25999;30.43149;17.74011;17.90500;0.62189;0.71450;53.54998;-41.71641;3.02110;3.96473;3.88288;2.12991
87.66422;92.03018;0.01141;0.01164;0.00389;1.00000;1.00000;96.56240;96.52071;112.01888;112.01888;111.12203;128.90903;128.90903;1.27543;-1.50953;141.24011;0.00014;-0.96399;11.34187;0.39873;0.03516;8.49411;677.19641;625.81934;596.47083;601.14807;7.77407;21.55563;34.25740;30.42977;17.73822;17.90316;0.62196;0.71450;53.53780;-41.71653;3.02030;3.96481;3.88326;2.13011
88.51284;78.35148;0.01130;0.01105;0.00392;1.00000;1.00000;96.57018;96.52869;112.02814;112.02814;111.13097;128.91969;128.91969;1.27405;-1.50899;141.23933;0.00104;-0.96388;11.34120;0.39862;0.03515;8.49214;677.16559;625.79590;596.39917;601.07446;7.76229;21.54050;34.25084;30.42450;17.73384;17.89870;0.62202;0.71445;53.51886;-41.72314;3.01777;3.96477;3.88371;2.13032
87.21722;89.89572;0.01147;0.01154;0.00400;1.00000;1.00000;96.57816;96.53657;112.03728;112.03728;111.14017;128.93021;128.93021;1.27268;-1.50848;141.23859;0.00099;-0.96378;11.34052;0.39852;0.03514;8.49225;677.13501;625.77307;596.32990;601.00061;7.75067;21.52572;34.24440;30.41932;17.72959;17.89424;0.62209;0.71439;53.49837;-41.73173;3.01646;3.96470;3.88417;2.13053
110.91268;94.92169;0.00902;0.00587;0.00356;1.00000;1.00000;96.58398;96.54224;112.04388;112.04387;111.14687;128.93779;128.93779;1.27232;-1.50811;141.23805;0.00011;-0.96371;11.34044;0.39849;0.03514;8.49185;677.17108;625.81354;596.36133;601.01935;7.74929;21.52194;34.24488;30.42030;17.73001;17.89411;0.62215;0.71441;53.50732;-41.71452;3.01568;3.96504;3.88420;2.13066
87.64247;84.41668;0.01141;0.01180;0.00489;1.00000;1.00000;96.59182;96.55032;112.05324;112.05323;111.15588;128.94858;128.94856;1.27403;-1.50777;141.23744;-0.00307;-0.96349;11.34139;0.39862;0.03515;8.49105;677.42865;626.07776;596.67957;601.33386;7.77131;21.54371;34.26383;30.43881;17.74232;17.90628;0.62229;0.71467;53.51956;-41.69106;3.01865;3.96568;3.88429;2.13076
89.64263;82.31130;0.01116;0.01104;0.00348;1.00000;1.00000;96.59996;96.55839;112.06258;112.06257;111.16525;128.95932;128.95930;1.27448;-1.50727;141.23669;-0.00290;-0.96322;11.34171;0.39866;0.03515;8.49089;677.56842;626.22650;596.83856;601.49231;7.78004;21.54994;34.27235;30.44777;17.74783;17.91176;0.62240;0.71480;53.52432;-41.67410;3.01755;3.96608;3.88446;2.13089
86.57592;88.28463;0.01155;0.01118;0.00372;1.00000;1.00000;96.60806;96.56628;112.07172;112.07172;111.17458;128.96983;128.96985;1.27377;-1.50674;141.23595;-0.00151;-0.96296;11.34138;0.39860;0.03515;8.49130;677.59796;626.26508;596.84894;601.50269;7.77579;21.54247;34.27121;30.44766;17.74699;17.91090;0.62248;0.71480;53.51044;-41.67617;3.01603;3.96613;3.88487;2.13107
87.98187;90.04954;0.01137;0.01128;0.00368;1.00000;1.00000;96.61581;96.57406;112.08073;112.08073;111.18349;128.98021;128.98021;1.27272;-1.50624;141.23520;-0.00003;-0.96274;11.34089;0.39852;0.03514;8.49053;677.59552;626.27081;596.81885;601.46759;7.76770;21.53140;34.26730;30.44489;17.74444;17.90812;0.62255;0.71478;53.49580;-41.67892;3.01548;3.96615;3.88527;2.13127
89.12128;91.99632;0.01122;0.01104;0.00375;1.00000;1.00000;96.62428;96.58196;112.08990;112.08990;111.19324;128.99075;128.99075;1.27164;-1.50570;141.23444;0.00086;-0.96257;11.34037;0.39844;0.03513;8.48971;677.59070;626.27478;596.78510;601.42841;7.75936;21.51958;34.26311;30.44192;17.74171;17.90513;0.62262;0.71475;53.48242;-41.68059;3.01453;3.96621;3.88565;2.13147
88.27666;89.74244;0.01133;0.01136;0.00395;1.00000;1.00000;96.63190;96.58987;112.09908;112.09907;111.20200;129.00131;129.00131;1.27036;-1.50551;141.23367;0.00137;-0.96253;11.33972;0.39834;0.03513;8.48879;677.57019;626.25763;596.72632;601.36353;7.74639;21.50803;34.25752;30.43721;17.73792;17.90107;0.62267;0.71473;53.46536;-41.68531;3.01906;3.96620;3.88608;2.13171
89.31116;84.94733;0.01120;0.01121;0.00395;1.00000;1.00000;96.63971;96.59786;112.10837;112.10835;111.21100;129.01201;129.01199;1.26961;-1.50497;141.23291;0.00132;-0.96246;11.33938;0.39828;0.03512;8.48699;677.59821;626.29419;596.73413;601.37128;7.74176;21.50019;34.25620;30.43693;17.73696;17.90010;0.62275;0.71473;53.45366;-41.68571;3.01674;3.96631;3.88643;2.13189
89.93958;90.74410;0.01112;0.01201;0.00421;1.00000;1.00000;96.64725;96.59229;112.10191;112.10191;111.21967;129.00458;129.00458;1.26745;-1.50463;141.23312;0.00005;-0.96291;11.33888;0.39806;0.03511;8.91164;677.08484;626.01959;595.94855;601.56842;7.69041;21.49461;34.21961;30.42044;17.70445;17.90923;0.62232;0.71433;52.85537;-41.33030;3.27885;3.94942;3.87588;2.12668
87.70299;89.99281;0.01140;0.01196;0.00394;1.00000;1.00000;96.62048;96.46745;111.95697;111.95696;111.18887;128.83778;128.83778;1.27250;-1.44061;141.23947;-0.01996;-0.96134;11.35786;0.39809;0.03505;9.51265;674.14270;624.82220;594.53760;601.50116;7.96495;21.19751;34.06758;30.40144;17.66023;17.92903;0.61963;0.70800;48.73165;-38.03575;3.77913;3.82580;3.78437;2.07750
87.63902;86.89607;0.01141;0.01113;0.00374;1.00000;1.00000;96.48331;96.17060;111.61221;111.61214;111.03102;128.44106;128.44106;1.30301;-1.23345;141.26646;-0.06586;-0.92379;11.40670;0.39972;0.03504;10.10651;668.37219;624.40540;594.53662;602.09082;9.29975;20.26284;33.81454;30.53934;17.70015;18.00734;0.61736;0.69280;42.64430;-32.25955;2.79101;3.64384;3.62779;1.98657
87.01778;86.08816;0.01149;0.01105;0.00385;1.00000;1.00000;96.19297;95.71049;111.07766;111.07736;110.69690;127.82590;127.82590;1.35413;-0.98591;141.31264;-0.13430;-0.83987;11.46277;0.40264;0.03513;10.87747;661.02112;623.94684;594.92682;602.39648;11.03615;19.27210;33.53708;30.75648;17.78636;18.10198;0.61516;0.67514;35.94001;-25.31425;1.93247;3.50149;3.39820;1.88618
88.15311;94.07337;0.01134;0.01149;0.00405;1.00000;1.00000;95.73557;95.07789;110.34250;110.34175;110.17052;126.97989;126.97989;1.44921;-0.75617;141.35831;-0.21136;-0.73404;11.53355;0.40857;0.03542;11.44144;654.36566;624.62207;598.62939;605.57941;12.99228;18.85851;33.45609;31.18167;18.05398;18.35899;0.61271;0.65974;29.28117;-18.22380;1.73901;3.30677;3.23972;1.78677
89.88657;89.74244;0.01113;0.01111;0.00383;1.00000;1.00000;95.10447;94.26488;109.39759;109.39629;109.44427;125.89250;125.89252;1.56524;-0.50781;141.38831;-0.28115;-0.61635;11.61119;0.41580;0.03581;12.25717;646.10571;623.93756;602.37585;608.58698;15.12671;18.51882;33.36574;31.63720;18.36732;18.65340;0.61146;0.64245;22.78421;-11.00404;1.07859;3.11856;3.09321;1.65502
87.21725;87.55034;0.01147;0.01115;0.00386;1.00000;1.00000;94.28670;93.27705;108.24943;108.24741;108.50320;124.57123;124.57123;1.70685;-0.25994;141.39467;-0.35016;-0.48722;11.68943;0.42486;0.03635;14.39841;637.43713;622.64026;606.50256;611.87268;17.36426;18.38601;33.33726;32.16254;18.75293;19.01266;0.61240;0.62531;16.67755;-3.90106;0.54320;2.94329;2.96763;1.56487
87.79491;90.45680;0.01139;0.01124;0.00377;1.00000;1.00000;93.29837;92.13882;106.92645;106.92364;107.36585;123.04876;123.04875;1.87377;-0.03228;141.37029;-0.41485;-0.35892;11.76332;0.43582;0.03705;-759.40381;629.04572;620.89905;610.93286;615.51648;19.56778;18.55496;33.41137;32.75436;19.21316;19.44637;0.61528;0.60994;11.09192;2.91023;0.25376;2.78432;2.86585;1.48190
88.58849;86.36324;0.01129;0.01103;0.00376;1.00000;1.00000;92.15206;90.85703;105.43661;105.43303;106.04670;121.33429;121.33430;2.06557;0.18480;141.31459;-0.47275;-0.23690;11.82816;0.44863;0.03793;7.34780;620.74249;618.67627;615.31781;619.27881;21.75124;18.92644;33.57319;33.41439;19.73866;19.95250;0.62072;0.59598;5.99648;9.38652;0.08113;2.63790;2.79057;1.40515
79.33230;60.47777;0.01261;0.01110;0.00387;1.00000;1.00000;90.87852;89.47215;103.82696;103.82211;104.58113;119.48193;119.48193;2.25760;0.29542;141.24672;-0.55418;-0.09309;11.96153;0.46111;0.03855;9.38561;610.48755;613.23547;616.89343;621.18250;23.19171;19.81901;33.65064;33.90575;20.19366;20.41820;0.62128;0.58630;7.91443;8.02496;-2.17639;2.65541;2.65086;1.34437
90.08147;94.72388;0.01110;0.01155;0.00385;1.00000;1.00000;89.47729;87.98624;102.09983;102.09447;102.96864;117.49439;117.49440;2.52549;0.14495;141.14743;-0.58725;-0.01791;11.85470;0.48089;0.04057;11.12871;610.44189;612.22064;624.32806;628.66058;24.02337;22.44720;34.58607;34.75124;21.03740;21.26333;0.61818;0.60009;9.41110;9.50263;0.74409;2.59032;2.58879;1.28851
89.20638;90.58791;0.01121;0.01112;0.00383;1.00000;1.00000;87.97733;86.44006;100.30289;100.29781;101.24251;115.42651;115.42651;2.78256;0.13754;141.02765;-0.57663;-0.00087;11.84683;0.49962;0.04217;11.99189;607.30383;609.13037;628.05847;632.42639;25.37081;23.98998;35.28486;35.47440;21.74865;22.00062;0.62280;0.60561;10.43367;10.59361;0.49414;2.52494;2.52276;1.20911
86.58556;86.22176;0.01155;0.01140;0.00382;1.00000;1.00000;86.42338;84.88086;98.49108;98.48656;99.45425;113.34151;113.34150;3.04416;0.19996;140.92619;-0.54819;0.02592;11.81765;0.51867;0.04389;12.57670;603.14038;605.59644;630.62329;634.80347;26.98774;25.03336;35.93471;36.19662;22.46621;22.71719;0.63425;0.60725;11.41879;11.61161;-0.43772;2.46132;2.45855;1.13259
86.88808;85.32423;0.01151;0.01218;0.00406;1.00000;1.00000;84.85387;83.32609;96.68468;96.68080;97.64809;111.26275;111.26275;3.31325;0.16588;140.84097;-0.51301;0.04271;11.76950;0.53829;0.04574;12.64658;599.13080;601.29523;632.70660;636.48627;28.03564;26.48261;36.63729;36.87083;23.21494;23.44532;0.64108;0.61765;12.33288;12.50186;0.20184;2.39905;2.39712;1.08276
88.00020;89.13450;0.01136;0.01144;0.00357;1.00000;1.00000;83.26453;81.75899;94.86427;94.86096;95.81911;109.16785;109.16785;3.59632;0.13108;140.76653;-0.47800;0.04009;11.70123;0.55889;0.04776;12.59521;594.99335;596.74664;634.29236;637.86200;29.04320;27.88169;37.37823;37.57663;23.99896;24.23135;0.64944;0.63080;13.17942;13.33381;0.59604;2.34030;2.33875;1.03379
88.95393;90.90083;0.01124;0.01140;0.00336;1.00000;1.00000;81.67987;80.19821;93.05142;93.04857;93.99552;107.08167;107.08168;3.89265;0.14884;140.71202;-0.44922;0.03835;11.61366;0.58042;0.04998;12.49384;590.62347;592.35065;635.49615;639.02936;30.25993;28.97746;38.14002;38.34394;24.81960;25.06505;0.66444;0.64192;13.95969;14.10288;0.24491;2.28514;2.28330;0.98553
88.11658;82.87750;0.01135;0.01112;0.00344;1.00000;1.00000;80.09199;78.63378;91.23456;91.23201;92.16821;104.99086;104.99087;4.20858;0.15885;140.67691;-0.42831;0.04171;11.50462;0.60335;0.05244;12.35551;586.41003;588.06104;636.80817;640.22839;31.42593;30.09246;38.97871;39.17798;25.72674;25.97501;0.68218;0.65681;14.70297;14.80301;0.12078;2.23499;2.23335;0.93809
85.48973;85.25876;0.01170;0.01102;0.00352;1.00000;1.00000;78.48972;77.05936;89.40627;89.40392;90.32436;102.88690;102.88689;4.54525;0.15010;140.65327;-0.41479;0.04216;11.37517;0.62775;0.05519;12.19117;582.26190;583.70288;638.07800;641.32922;32.48357;31.26643;39.89591;40.07472;26.71515;26.96230;0.70092;0.67634;15.37003;15.44940;0.28036;2.18855;2.18716;0.87609
