tiempo_s,angulo_deg,pulsos_raw
3.80,-66.96,-186
3.82,-67.68,-188
3.84,-68.04,-189
3.86,-68.76,-191
3.88,-69.48,-193
3.90,-70.20,-195
3.92,-70.56,-196
3.94,-71.28,-198
3.96,-71.64,-199
3.98,-72.00,-200
4.00,-72.36,-201
4.02,-72.72,-202
4.04,-73.08,-203
4.06,-73.44,-204
4.08,-73.80,-205
4.10,-74.16,-206
4.12,-74.52,-207
4.14,-74.88,-208
4.16,-75.24,-209
4.18,-75.60,-210
4.20,-75.96,-211
4.22,-75.96,-211
4.24,-76.32,-212
4.26,-76.68,-213
4.28,-76.68,-213
4.30,-77.04,-214
4.32,-77.04,-214
4.34,-77.04,-214
4.36,-77.40,-215
4.38,-77.40,-215
4.40,-77.40,-215
4.42,-77.76,-216
4.44,-77.76,-216
4.46,-77.76,-216
4.48,-77.76,-216
4.50,-78.12,-217
4.52,-78.12,-217
4.54,-78.12,-217
4.56,-78.12,-217
4.58,-78.12,-217
4.60,-78.12,-217
4.62,-78.48,-218
4.64,-78.48,-218
4.66,-78.48,-218
4.68,-78.48,-218
4.70,-78.84,-219
4.72,-78.84,-219
4.74,-78.84,-219
4.76,-78.84,-219
4.78,-78.84,-219
4.80,-79.20,-220
4.82,-79.20,-220
4.84,-79.20,-220
4.86,-79.20,-220
4.88,-79.20,-220
4.90,-78.84,-219
4.92,-78.84,-219
4.94,-78.84,-219
4.96,-78.84,-219
4.98,-78.84,-219
5.00,-78.84,-219
5.02,-78.84,-219
5.04,-78.84,-219
5.06,-78.84,-219
5.08,-78.84,-219
5.10,-78.84,-219
5.12,-78.84,-219
5.14,-78.84,-219
5.16,-79.20,-220
5.18,-79.20,-220
5.20,-79.20,-220
5.22,-79.20,-220
5.24,-79.20,-220
5.26,-79.20,-220
5.28,-79.20,-220
5.30,-79.20,-220
5.32,-79.20,-220
5.34,-79.20,-220
5.36,-79.20,-220
5.38,-79.20,-220
5.40,-79.20,-220
5.42,-79.20,-220
5.44,-79.56,-221
5.46,-79.56,-221
5.48,-79.56,-221
5.50,-79.56,-221
5.52,-79.56,-221
5.54,-79.56,-221
5.56,-79.56,-221
5.58,-79.56,-221
5.60,-79.56,-221
5.62,-79.92,-222
5.64,-79.92,-222
5.66,-79.92,-222
5.68,-79.92,-222
5.70,-79.92,-222
5.72,-79.92,-222
5.74,-79.92,-222
5.76,-79.92,-222
5.78,-79.92,-222
5.80,-79.92,-222
5.82,-79.92,-222
5.84,-79.92,-222
5.86,-79.92,-222
5.88,-79.92,-222
5.90,-79.92,-222
5.92,-79.92,-222
5.94,-79.92,-222
5.96,-79.92,-222
5.98,-79.92,-222
6.00,-79.56,-221
6.02,-79.56,-221
6.04,-79.56,-221
6.06,-79.56,-221
6.08,-79.20,-220
6.10,-79.20,-220
6.12,-79.20,-220
6.14,-79.20,-220
6.16,-78.84,-219
6.18,-78.84,-219
6.20,-78.84,-219
6.22,-78.48,-218
6.24,-78.48,-218
6.26,-78.12,-217
6.28,-78.12,-217
6.30,-78.12,-217
6.32,-77.76,-216
6.34,-77.76,-216
6.36,-77.40,-215
6.38,-77.40,-215
6.40,-77.04,-214
6.42,-77.04,-214
6.44,-77.04,-214
6.46,-76.68,-213
6.48,-76.68,-213
6.50,-76.32,-212
6.52,-76.32,-212
6.54,-75.96,-211
6.56,-75.96,-211
6.58,-75.60,-210
6.60,-75.60,-210
6.62,-75.24,-209
6.64,-75.24,-209
6.66,-75.24,-209
6.68,-74.88,-208
6.70,-74.88,-208
6.72,-74.52,-207
6.74,-74.52,-207
6.76,-74.16,-206
6.78,-74.16,-206
6.80,-74.16,-206
6.82,-73.80,-205
6.84,-73.80,-205
6.86,-73.80,-205
6.88,-73.44,-204
6.90,-73.44,-204
6.92,-73.44,-204
6.94,-73.08,-203
6.96,-73.08,-203
6.98,-73.08,-203
7.00,-73.08,-203
7.02,-72.72,-202
7.04,-72.72,-202
7.06,-72.72,-202
7.08,-72.72,-202
7.10,-72.36,-201
7.12,-72.36,-201
7.14,-72.36,-201
7.16,-72.36,-201
7.18,-72.00,-200
7.20,-72.00,-200
7.22,-72.00,-200
7.24,-71.64,-199
7.26,-71.64,-199
7.28,-71.64,-199
7.30,-71.28,-198
7.32,-71.28,-198
7.34,-71.28,-198
7.36,-71.28,-198
7.38,-70.92,-197
7.40,-70.92,-197
7.42,-70.92,-197
7.44,-70.92,-197
7.46,-70.56,-196
7.48,-70.56,-196
7.50,-70.56,-196
7.52,-70.56,-196
7.54,-70.20,-195
7.56,-70.20,-195
7.58,-70.20,-195
7.60,-70.20,-195
7.62,-70.20,-195
7.64,-69.84,-194
7.66,-69.84,-194
7.68,-69.84,-194
7.70,-69.84,-194
7.72,-69.84,-194
7.74,-69.48,-193
7.76,-69.48,-193
7.78,-69.48,-193
7.80,-69.48,-193
7.82,-69.48,-193
7.84,-69.48,-193
7.86,-69.12,-192
7.88,-69.12,-192
7.90,-69.12,-192
7.92,-69.12,-192
7.94,-69.12,-192
7.96,-69.12,-192
7.98,-68.76,-191
8.00,-68.76,-191
8.02,-68.76,-191
8.04,-68.76,-191
8.06,-68.76,-191
8.08,-68.76,-191
8.10,-68.40,-190
8.12,-68.40,-190
8.14,-68.40,-190
8.16,-68.40,-190
8.18,-68.40,-190
8.20,-68.40,-190
8.22,-68.40,-190
8.24,-68.40,-190
8.26,-68.40,-190
8.28,-68.40,-190
8.30,-68.40,-190
8.32,-68.40,-190
8.34,-68.40,-190
8.36,-68.04,-189
8.38,-68.04,-189
8.40,-68.04,-189
8.42,-68.04,-189
8.44,-68.04,-189
8.46,-68.04,-189
8.48,-68.04,-189
8.50,-68.04,-189
8.52,-68.04,-189
8.54,-67.68,-188
8.56,-67.68,-188
8.58,-67.68,-188
8.60,-67.68,-188
8.62,-67.68,-188
8.64,-67.68,-188
8.66,-67.68,-188
8.68,-67.32,-187
8.70,-67.32,-187
8.72,-67.32,-187
8.74,-67.32,-187
8.76,-67.32,-187
8.78,-67.32,-187
8.80,-67.32,-187
8.82,-67.32,-187
8.84,-66.96,-186
8.86,-66.96,-186
8.88,-66.96,-186
8.90,-66.96,-186
8.92,-66.96,-186
8.94,-66.96,-186
8.96,-66.96,-186
8.98,-66.60,-185
9.00,-66.60,-185
9.02,-66.60,-185
9.04,-66.60,-185
9.06,-66.60,-185
9.08,-66.60,-185
9.10,-66.60,-185
9.12,-66.24,-184
9.14,-66.24,-184
9.16,-66.24,-184
9.18,-66.24,-184
9.20,-66.24,-184
9.22,-66.24,-184
9.24,-66.24,-184
9.26,-65.88,-183
9.28,-65.88,-183
9.30,-65.88,-183
9.32,-65.88,-183
9.34,-65.88,-183
9.36,-65.88,-183
9.38,-65.88,-183
9.40,-65.88,-183
9.42,-65.88,-183
9.44,-65.88,-183
9.46,-65.52,-182
9.48,-65.52,-182
9.50,-65.52,-182
9.52,-65.52,-182
9.54,-65.52,-182
9.56,-65.52,-182
9.58,-65.16,-181
9.60,-65.16,-181
9.62,-65.16,-181
9.64,-65.16,-181
9.66,-64.80,-180
9.68,-64.80,-180
9.70,-64.80,-180
9.72,-64.80,-180
9.74,-64.80,-180
9.76,-64.44,-179
9.78,-64.44,-179
9.80,-64.44,-179
9.82,-64.44,-179
9.84,-64.08,-178
9.86,-64.08,-178
9.88,-64.08,-178
9.90,-64.08,-178
9.92,-63.72,-177
9.94,-63.72,-177
9.96,-63.72,-177
9.98,-63.72,-177
10.00,-63.72,-177
10.02,-63.36,-176
10.04,-63.36,-176
10.06,-63.36,-176
10.08,-63.36,-176
10.10,-63.36,-176
10.12,-63.36,-176
10.14,-63.36,-176
10.16,-63.00,-175
10.18,-63.00,-175
10.20,-63.00,-175
10.22,-63.00,-175
10.24,-63.00,-175
10.26,-63.00,-175
10.28,-63.00,-175
10.30,-63.00,-175
10.32,-63.00,-175
10.34,-62.64,-174
10.36,-62.64,-174
10.38,-62.64,-174
10.40,-62.64,-174
10.42,-62.64,-174
10.44,-62.64,-174
10.46,-62.64,-174
10.48,-62.64,-174
10.50,-62.64,-174
10.52,-62.64,-174
10.54,-62.64,-174
10.56,-62.28,-173
10.58,-62.28,-173
10.60,-62.28,-173
10.62,-62.28,-173
10.64,-62.28,-173
10.66,-62.28,-173
10.68,-62.28,-173
10.70,-62.28,-173
10.72,-62.28,-173
10.74,-62.28,-173
10.76,-62.28,-173
10.78,-62.28,-173
10.80,-62.28,-173
10.82,-62.28,-173
10.84,-62.28,-173
10.86,-62.28,-173
10.88,-62.28,-173
10.90,-62.28,-173
10.92,-61.92,-172
10.94,-61.92,-172
10.96,-61.92,-172
10.98,-61.92,-172
11.00,-61.92,-172
11.02,-61.92,-172
11.04,-61.92,-172
11.06,-61.92,-172
11.08,-61.92,-172
11.10,-61.92,-172
11.12,-61.92,-172
11.14,-61.92,-172
11.16,-61.92,-172
11.18,-61.92,-172
11.20,-61.92,-172
11.22,-61.92,-172
11.24,-61.92,-172
11.26,-61.92,-172
11.28,-61.92,-172
11.30,-61.92,-172
11.32,-61.92,-172
11.34,-61.92,-172
11.36,-61.92,-172
11.38,-61.92,-172
11.40,-61.92,-172
11.42,-61.92,-172
11.44,-61.92,-172
11.46,-61.92,-172
11.48,-61.56,-171
11.50,-61.56,-171
11.52,-61.56,-171
11.54,-61.56,-171
11.56,-61.56,-171
11.58,-61.56,-171
11.60,-61.56,-171
11.62,-61.56,-171
11.64,-61.56,-171
11.66,-61.56,-171
11.68,-61.56,-171
11.70,-61.56,-171
11.72,-61.56,-171
11.74,-61.56,-171
11.76,-61.56,-171
11.78,-61.56,-171
11.80,-61.56,-171
11.82,-61.56,-171
11.84,-61.56,-171
11.86,-61.56,-171
11.88,-61.56,-171
11.90,-61.56,-171
11.92,-61.56,-171
11.94,-61.56,-171
11.96,-61.56,-171
11.98,-61.56,-171
12.00,-61.56,-171
12.02,-61.56,-171
12.04,-61.56,-171
12.06,-61.56,-171
12.08,-61.56,-171
12.10,-61.56,-171
12.12,-61.56,-171
12.14,-61.20,-170
12.16,-61.20,-170
12.18,-61.20,-170
12.20,-61.20,-170
12.22,-61.20,-170
12.24,-61.20,-170
12.26,-61.20,-170
12.28,-61.20,-170
12.30,-61.20,-170
12.32,-61.20,-170
12.34,-61.20,-170
12.36,-61.20,-170
12.38,-61.20,-170
12.40,-61.20,-170
12.42,-61.20,-170
12.44,-61.20,-170
12.46,-61.20,-170
12.48,-61.20,-170
12.50,-61.20,-170
12.52,-61.20,-170
12.54,-61.20,-170
12.56,-61.20,-170
12.58,-61.20,-170
12.60,-61.20,-170
12.62,-61.20,-170
12.64,-61.20,-170
12.66,-61.20,-170
12.68,-61.20,-170
12.70,-60.84,-169
12.72,-60.84,-169
12.74,-60.84,-169
12.76,-60.84,-169
12.78,-60.84,-169
12.80,-60.84,-169
12.82,-60.84,-169
12.84,-60.84,-169
12.86,-60.84,-169
12.88,-60.84,-169
12.90,-60.84,-169
12.92,-60.84,-169
12.94,-60.84,-169
12.96,-60.84,-169
12.98,-60.84,-169
13.00,-60.84,-169
13.02,-60.84,-169
13.04,-60.84,-169
13.06,-60.84,-169
13.08,-60.84,-169
13.10,-60.84,-169
13.12,-60.84,-169
13.14,-60.84,-169
13.16,-60.84,-169
13.18,-60.84,-169
13.20,-60.84,-169
13.22,-60.84,-169
13.24,-60.48,-168
13.26,-60.48,-168
13.28,-60.48,-168
13.30,-60.48,-168
13.32,-60.48,-168
13.34,-60.48,-168
13.36,-60.48,-168
13.38,-60.48,-168
13.40,-60.48,-168
13.42,-60.48,-168
13.44,-60.48,-168
13.46,-60.48,-168
13.48,-60.48,-168
13.50,-60.48,-168
13.52,-60.48,-168
13.54,-60.48,-168
13.56,-60.48,-168
13.58,-60.48,-168
13.60,-60.48,-168
13.62,-60.48,-168
13.64,-60.48,-168
13.66,-60.48,-168
13.68,-60.48,-168
13.70,-60.48,-168
13.72,-60.84,-169
13.74,-60.84,-169
13.76,-60.84,-169
13.78,-60.84,-169
13.80,-60.84,-169
13.82,-60.84,-169
13.84,-60.84,-169
13.86,-60.84,-169
13.88,-60.84,-169
13.90,-60.84,-169
13.92,-60.84,-169
13.94,-60.84,-169
13.96,-60.84,-169
13.98,-60.84,-169
14.00,-60.84,-169
14.02,-60.84,-169
14.04,-60.84,-169
14.06,-60.84,-169
14.08,-60.84,-169
14.10,-60.84,-169
14.12,-60.84,-169
14.14,-60.84,-169
14.16,-60.84,-169
14.18,-60.84,-169
14.20,-60.84,-169
14.22,-60.84,-169
14.24,-60.84,-169
14.26,-60.84,-169
14.28,-60.84,-169
14.30,-60.84,-169
14.32,-60.84,-169
14.34,-60.84,-169
14.36,-60.84,-169
14.38,-60.84,-169
14.40,-60.84,-169
14.42,-60.84,-169
14.44,-60.84,-169
14.46,-60.84,-169
14.48,-60.84,-169
14.50,-60.84,-169
14.52,-60.84,-169
14.54,-60.84,-169
14.56,-60.84,-169
14.58,-60.84,-169
14.60,-60.84,-169
14.62,-60.84,-169
14.64,-60.84,-169
14.66,-60.84,-169
14.68,-60.84,-169
14.70,-60.84,-169
14.72,-60.84,-169
14.74,-60.84,-169
14.76,-60.84,-169
14.78,-60.84,-169
14.80,-60.84,-169
14.82,-60.84,-169
14.84,-60.84,-169
14.86,-60.84,-169
14.88,-60.84,-169
14.90,-60.84,-169
14.92,-60.84,-169
14.94,-60.84,-169
14.96,-60.84,-169
14.98,-60.84,-169
15.00,-60.84,-169
15.02,-60.84,-169
15.04,-60.84,-169
15.06,-61.20,-170
15.08,-61.20,-170
15.10,-61.20,-170
15.12,-61.20,-170
15.14,-61.20,-170
15.16,-61.20,-170
15.18,-61.20,-170
15.20,-61.20,-170
15.22,-61.20,-170
15.24,-61.20,-170
15.26,-61.20,-170
15.28,-61.20,-170
15.30,-61.20,-170
15.32,-61.20,-170
15.34,-61.20,-170
15.36,-61.20,-170
15.38,-61.20,-170
15.40,-61.20,-170
15.42,-61.20,-170
15.44,-61.20,-170
15.46,-61.20,-170
15.48,-61.20,-170
15.50,-61.20,-170
15.52,-61.20,-170
15.54,-61.20,-170
15.56,-61.20,-170
15.58,-61.20,-170
15.60,-61.20,-170
15.62,-61.20,-170
15.64,-61.20,-170
15.66,-61.20,-170
15.68,-61.20,-170
15.70,-61.20,-170
15.72,-61.20,-170
15.74,-61.20,-170
15.76,-61.20,-170
15.78,-61.20,-170
15.80,-61.20,-170
15.82,-61.20,-170
15.84,-61.20,-170
15.86,-61.20,-170
15.88,-61.20,-170
15.90,-61.20,-170
15.92,-61.20,-170
15.94,-60.84,-169
15.96,-60.84,-169
15.98,-60.84,-169
16.00,-60.84,-169
16.02,-60.84,-169
16.04,-60.84,-169
16.06,-60.84,-169
16.08,-60.84,-169
16.10,-60.84,-169
16.12,-60.84,-169
16.14,-60.84,-169
16.16,-60.84,-169
16.18,-60.84,-169
16.20,-60.84,-169
16.22,-60.84,-169
16.24,-60.84,-169
16.26,-60.84,-169
16.28,-60.84,-169
16.30,-60.84,-169
16.32,-60.84,-169
16.34,-60.84,-169
16.36,-60.84,-169
16.38,-60.84,-169
16.40,-60.84,-169
16.42,-60.84,-169
16.44,-60.84,-169
16.46,-60.84,-169
16.48,-60.84,-169
16.50,-60.84,-169
16.52,-60.84,-169
16.54,-60.84,-169
16.56,-60.84,-169
16.58,-60.84,-169
16.60,-60.84,-169
16.62,-60.84,-169
16.64,-60.84,-169
16.66,-60.84,-169
16.68,-60.84,-169
16.70,-60.84,-169
16.72,-60.84,-169
16.74,-60.84,-169
16.76,-60.84,-169
16.78,-60.84,-169
16.80,-60.84,-169
16.82,-60.84,-169
16.84,-60.84,-169
16.86,-60.84,-169
16.88,-60.84,-169
16.90,-60.84,-169
16.92,-60.84,-169
16.94,-60.84,-169
16.96,-60.84,-169
16.98,-60.48,-168
17.00,-60.48,-168
17.02,-60.48,-168
17.04,-60.48,-168
17.06,-60.48,-168
17.08,-60.48,-168
17.10,-60.48,-168
17.12,-60.48,-168
17.14,-60.48,-168
17.16,-60.48,-168
17.18,-60.48,-168
17.20,-60.48,-168
17.22,-60.48,-168
17.24,-60.48,-168
17.26,-60.48,-168
17.28,-60.48,-168
17.30,-60.48,-168
17.32,-60.48,-168
17.34,-60.48,-168
17.36,-60.48,-168
17.38,-60.48,-168
17.40,-60.48,-168
17.42,-60.48,-168
17.44,-60.48,-168
17.46,-60.48,-168
17.48,-60.48,-168
17.50,-60.48,-168
17.52,-60.48,-168
17.54,-60.48,-168
17.56,-60.48,-168
17.58,-60.48,-168
17.60,-60.48,-168
17.62,-60.48,-168
17.64,-60.48,-168
17.66,-60.48,-168
17.68,-60.48,-168
17.70,-60.48,-168
17.72,-60.48,-168
17.74,-60.48,-168
17.76,-60.48,-168
17.78,-60.48,-168
17.80,-60.48,-168
17.82,-60.48,-168
17.84,-60.48,-168
17.86,-60.12,-167
17.88,-59.40,-165
17.90,-58.68,-163
17.92,-57.24,-159
17.94,-55.08,-153
17.96,-52.92,-147
17.98,-50.40,-140
18.00,-47.16,-131
18.02,-43.56,-121
18.04,-39.96,-111
18.06,-35.64,-99
18.08,-31.32,-87
18.10,-26.64,-74
18.12,-21.60,-60
18.14,-16.56,-46
18.16,-11.16,-31
18.18,-6.12,-17
18.20,-0.72,-2
18.22,4.68,13
18.24,10.08,28
18.26,15.12,42
18.28,20.16,56
18.30,25.20,70
18.32,29.88,83
18.34,34.20,95
18.36,38.16,106
18.38,42.12,117
18.40,45.36,126
18.42,48.24,134
18.44,51.12,142
18.46,53.28,148
18.48,54.72,152
18.50,56.16,156
18.52,57.24,159
18.54,57.60,160
18.56,57.60,160
18.58,57.24,159
18.60,56.52,157
18.62,55.08,153
18.64,53.28,148
18.66,51.12,142
18.68,48.60,135
18.70,45.72,127
18.72,42.12,117
18.74,38.52,107
18.76,34.56,96
18.78,30.24,84
18.80,25.56,71
18.82,20.88,58
18.84,15.84,44
18.86,10.80,30
18.88,5.40,15
18.90,0.36,1
18.92,-5.04,-14
18.94,-10.08,-28
18.96,-15.12,-42
18.98,-20.16,-56
19.00,-25.20,-70
19.02,-29.88,-83
19.04,-34.20,-95
19.06,-38.16,-106
19.08,-41.76,-116
19.10,-45.36,-126
19.12,-48.24,-134
19.14,-50.76,-141
19.16,-52.92,-147
19.18,-54.72,-152
19.20,-56.16,-156
19.22,-57.24,-159
19.24,-57.60,-160
19.26,-57.96,-161
19.28,-57.60,-160
19.30,-56.88,-158
19.32,-55.44,-154
19.34,-54.00,-150
19.36,-51.84,-144
19.38,-49.32,-137
19.40,-46.44,-129
19.42,-43.20,-120
19.44,-39.60,-110
19.46,-35.64,-99
19.48,-31.32,-87
19.50,-27.00,-75
19.52,-22.32,-62
19.54,-17.28,-48
19.56,-12.24,-34
19.58,-7.20,-20
19.60,-1.80,-5
19.62,3.24,9
19.64,8.28,23
19.66,13.32,37
19.68,18.36,51
19.70,23.04,64
19.72,27.72,77
19.74,32.04,89
19.76,36.00,100
19.78,39.60,110
19.80,42.84,119
19.82,46.08,128
19.84,48.60,135
19.86,50.76,141
19.88,52.56,146
19.90,54.00,150
19.92,55.08,153
19.94,55.44,154
19.96,55.44,154
19.98,55.08,153
20.00,54.36,151
20.02,52.92,147
20.04,51.48,143
20.06,49.32,137
20.08,46.80,130
20.10,43.92,122
20.12,41.04,114
20.14,37.44,104
20.16,33.48,93
20.18,29.52,82
20.20,24.84,69
20.22,20.52,57
20.24,15.48,43
20.26,10.44,29
20.28,5.40,15
20.30,0.36,1
20.32,-4.68,-13
20.34,-9.72,-27
20.36,-14.76,-41
20.38,-19.44,-54
20.40,-24.12,-67
20.42,-28.80,-80
20.44,-32.76,-91
20.46,-36.72,-102
20.48,-40.68,-113
20.50,-43.92,-122
20.52,-46.80,-130
20.54,-49.32,-137
20.56,-51.48,-143
20.58,-53.28,-148
20.60,-54.72,-152
20.62,-55.44,-154
20.64,-56.16,-156
20.66,-56.16,-156
20.68,-55.80,-155
20.70,-54.72,-152
20.72,-53.64,-149
20.74,-52.20,-145
20.76,-50.04,-139
20.78,-47.52,-132
20.80,-45.00,-125
20.82,-41.76,-116
20.84,-38.16,-106
20.86,-34.20,-95
20.88,-30.24,-84
20.90,-25.92,-72
20.92,-21.24,-59
20.94,-16.56,-46
20.96,-11.88,-33
20.98,-6.84,-19
21.00,-1.80,-5
21.02,3.24,9
21.04,8.28,23
21.06,13.32,37
21.08,18.00,50
21.10,22.68,63
21.12,27.00,75
21.14,31.32,87
21.16,34.92,97
21.18,38.52,107
21.20,41.76,116
21.22,44.64,124
21.24,47.16,131
21.26,49.32,137
21.28,51.12,142
21.30,52.20,145
21.32,53.28,148
21.34,53.64,149
21.36,53.28,148
21.38,52.92,147
21.40,52.20,145
21.42,51.12,142
21.44,49.32,137
21.46,47.52,132
21.48,45.00,125
21.50,42.12,117
21.52,38.88,108
21.54,35.64,99
21.56,31.68,88
21.58,27.72,77
21.60,23.40,65
21.62,18.72,52
21.64,14.04,39
21.66,9.36,26
21.68,4.32,12
21.70,-0.36,-1
21.72,-5.40,-15
21.74,-10.44,-29
21.76,-15.12,-42
21.78,-19.80,-55
21.80,-24.48,-68
21.82,-28.80,-80
21.84,-32.76,-91
21.86,-36.36,-101
21.88,-39.96,-111
21.90,-43.20,-120
21.92,-45.72,-127
21.94,-48.24,-134
21.96,-50.40,-140
21.98,-51.84,-144
22.00,-53.28,-148
22.02,-54.00,-150
22.04,-54.36,-151
22.06,-54.00,-150
22.08,-53.64,-149
22.10,-52.92,-147
22.12,-51.48,-143
22.14,-49.68,-138
22.16,-47.88,-133
22.18,-45.36,-126
22.20,-42.48,-118
22.22,-39.24,-109
22.24,-35.64,-99
22.26,-32.04,-89
22.28,-28.08,-78
22.30,-23.76,-66
22.32,-19.08,-53
22.34,-14.40,-40
22.36,-9.72,-27
22.38,-5.04,-14
22.40,0.00,0
22.42,5.04,14
22.44,9.72,27
22.46,14.40,40
22.48,19.08,53
22.50,23.40,65
22.52,27.72,77
22.54,31.68,88
22.56,35.28,98
22.58,38.52,107
22.60,41.40,115
22.62,44.28,123
22.64,46.44,129
22.66,48.24,134
22.68,49.68,138
22.70,50.76,141
22.72,51.48,143
22.74,51.84,144
22.76,51.48,143
22.78,51.12,142
22.80,50.04,139
22.82,48.60,135
22.84,46.80,130
22.86,45.00,125
22.88,42.48,118
22.90,39.60,110
22.92,36.36,101
22.94,32.76,91
22.96,28.80,80
22.98,24.84,69
23.00,20.52,57
23.02,16.20,45
23.04,11.52,32
23.06,6.84,19
23.08,2.16,6
23.10,-2.88,-8
23.12,-7.56,-21
23.14,-12.24,-34
23.16,-16.92,-47
23.18,-21.24,-59
23.20,-25.56,-71
23.22,-29.88,-83
23.24,-33.48,-93
23.26,-37.08,-103
23.28,-40.32,-112
23.30,-43.20,-120
23.32,-45.72,-127
23.34,-47.88,-133
23.36,-49.68,-138
23.38,-51.12,-142
23.40,-51.84,-144
23.42,-52.56,-146
23.44,-52.56,-146
23.46,-52.20,-145
23.48,-51.48,-143
23.50,-50.40,-140
23.52,-48.96,-136
23.54,-47.16,-131
23.56,-45.00,-125
23.58,-42.48,-118
23.60,-39.24,-109
23.62,-36.00,-100
23.64,-32.76,-91
23.66,-28.80,-80
23.68,-24.84,-69
23.70,-20.52,-57
23.72,-15.84,-44
23.74,-11.52,-32
23.76,-6.48,-18
23.78,-1.80,-5
23.80,2.88,8
23.82,7.56,21
23.84,12.24,34
23.86,16.56,46
23.88,20.88,58
23.90,25.20,70
23.92,29.16,81
23.94,32.76,91
23.96,36.00,100
23.98,39.24,109
24.00,41.76,116
24.02,44.28,123
24.04,46.08,128
24.06,47.88,133
24.08,48.96,136
24.10,49.68,138
24.12,50.04,139
24.14,50.40,140
24.16,50.04,139
