14.34,77.40,215
14.36,80.28,223
14.38,82.80,230
14.40,84.60,235
14.42,86.04,239
14.44,86.76,241
14.46,87.12,242
14.48,87.12,242
14.50,86.40,240
14.52,84.96,236
14.54,83.16,231
14.56,81.00,225
14.58,78.48,218
14.60,75.24,209
14.62,71.28,198
14.64,66.96,186
14.66,62.28,173
14.68,57.24,159
14.70,51.48,143
14.72,45.36,126
14.74,39.24,109
14.76,32.40,90
14.78,25.56,71
14.80,18.36,51
14.82,10.80,30
14.84,3.60,10
14.86,-3.96,-11
14.88,-11.52,-32
14.90,-18.72,-52
14.92,-25.92,-72
14.94,-32.76,-91
14.96,-39.60,-110
14.98,-45.72,-127
15.00,-51.84,-144
15.02,-57.24,-159
15.04,-62.28,-173
15.06,-66.96,-186
15.08,-71.28,-198
15.10,-74.88,-208
15.12,-77.76,-216
15.14,-80.64,-224
15.16,-82.80,-230
15.18,-84.24,-234
15.20,-85.32,-237
15.22,-86.04,-239
15.24,-86.04,-239
15.26,-85.68,-238
15.28,-84.60,-235
15.30,-83.16,-231
15.32,-81.00,-225
15.34,-78.48,-218
15.36,-75.60,-210
15.38,-72.00,-200
15.40,-67.68,-188
15.42,-63.36,-176
15.44,-58.32,-162
15.46,-52.92,-147
15.48,-47.16,-131
15.50,-40.68,-113
15.52,-34.20,-95
15.54,-27.36,-76
15.56,-20.52,-57
15.58,-13.32,-37
15.60,-5.76,-16
15.62,1.44,4
15.64,8.64,24
15.66,15.84,44
15.68,23.04,64
15.70,29.88,83
15.72,36.36,101
15.74,42.84,119
15.76,48.60,135
15.78,54.00,150
15.80,59.04,164
15.82,63.72,177
15.84,68.04,189
15.86,71.64,199
15.88,74.52,207
15.90,77.40,215
15.92,79.56,221
15.94,81.00,225
15.96,82.08,228
15.98,82.80,230
16.00,82.44,229
16.02,82.08,228
16.04,81.36,226
16.06,79.56,221
16.08,77.76,216
16.10,75.24,209
16.12,72.00,200
16.14,68.76,191
16.16,64.80,180
16.18,60.12,167
16.20,55.08,153
16.22,50.04,139
16.24,44.28,123
16.26,38.16,106
16.28,31.68,88
16.30,24.84,69
16.32,18.00,50
16.34,11.16,31
16.36,3.96,11
16.38,-3.24,-9
16.40,-10.44,-29
16.42,-17.64,-49
16.44,-24.48,-68
16.46,-31.32,-87
16.48,-37.44,-104
16.50,-43.56,-121
16.52,-49.32,-137
16.54,-54.72,-152
16.56,-59.76,-166
16.58,-64.44,-179
16.60,-68.40,-190
16.62,-72.00,-200
16.64,-74.88,-208
16.66,-77.40,-215
16.68,-79.56,-221
16.70,-81.00,-225
16.72,-82.08,-228
16.74,-82.44,-229
16.76,-82.08,-228
16.78,-81.72,-227
16.80,-80.64,-224
16.82,-79.20,-220
16.84,-77.04,-214
16.86,-74.16,-206
16.88,-71.28,-198
16.90,-67.68,-188
16.92,-63.72,-177
16.94,-59.04,-164
16.96,-54.00,-150
16.98,-48.60,-135
17.00,-42.84,-119
17.02,-36.72,-102
17.04,-30.60,-85
17.06,-23.76,-66
17.08,-16.92,-47
17.10,-10.08,-28
17.12,-2.88,-8
17.14,4.32,12
17.16,11.16,31
17.18,18.00,50
17.20,24.84,69
17.22,31.32,87
17.24,37.44,104
17.26,43.56,121
17.28,48.96,136
17.30,54.00,150
17.32,58.68,163
17.34,63.00,175
17.36,66.60,185
17.38,70.20,195
17.40,72.72,202
17.42,74.88,208
17.44,76.68,213
17.46,78.12,217
17.48,78.84,219
17.50,79.20,220
17.52,79.20,220
17.54,78.12,217
17.56,77.04,214
17.58,75.24,209
17.60,72.72,202
17.62,70.20,195
17.64,66.60,185
17.66,63.00,175
17.68,58.68,163
